Time A1 (s),Pressure A1 (mmHg),Volume A1 (μl)
3.660,94.5553,37.3906
3.661,94.7107,36.9139
3.662,94.802,36.3405
3.663,94.7443,35.6983
3.664,94.513,34.9556
3.665,94.1042,34.1003
3.666,93.5378,33.1576
3.667,92.8503,32.112
3.668,92.092,30.9542
3.669,91.2234,29.7346
3.670,90.2956,28.4151
3.671,89.2645,27.105
3.672,88.1388,25.932
3.673,86.8929,24.8533
3.674,85.5495,23.9949
3.675,84.0713,23.2523
3.676,82.604,22.6473
3.677,81.1259,22.1715
3.678,79.638,21.7693
3.679,78.1248,21.4733
3.680,76.5093,21.2169
3.681,74.5999,21.0015
3.682,72.0101,20.7903
3.683,67.4465,20.5941
3.684,60.7491,20.3845
3.685,54.77,20.1921
3.686,49.5925,19.949
3.687,44.4893,19.7609
3.688,39.3841,19.6318
3.689,34.3981,19.5955
3.690,29.83,19.6687
3.691,25.6221,19.8075
3.692,21.7504,20.0041
3.693,18.1858,20.2517
3.694,14.9743,20.562
3.695,12.1579,20.9429
3.696,9.68231,21.313
3.697,7.54589,21.6907
3.698,5.76962,21.9867
3.699,4.33338,22.247
3.700,3.28986,22.4713
3.701,2.56359,22.6814
3.702,2.09425,22.8884
3.703,1.82553,23.1187
3.704,1.71719,23.3551
3.705,1.72137,23.6489
3.706,1.78091,23.995
3.707,1.83486,24.4033
3.708,1.90271,24.9237
3.709,1.94866,25.503
3.710,2.02035,26.1807
3.711,2.0838,26.9082
3.712,2.16415,27.6722
3.713,2.25392,28.4472
3.714,2.33738,29.1112
3.715,2.44542,29.7217
3.716,2.59419,30.265
3.717,2.73222,30.7572
3.718,2.92215,31.2397
3.719,3.07278,31.6997
3.720,3.22734,32.1259
3.721,3.35782,32.5601
3.722,3.50484,33.0097
3.723,3.61984,33.4817
3.724,3.74225,33.9731
3.725,3.87147,34.4619
3.726,3.99228,35.0183
3.727,4.11269,35.563
3.728,4.23401,36.1275
3.729,4.3438,36.6398
3.730,4.4475,37.0086
3.731,4.54157,37.2926
3.732,4.63721,37.3952
3.733,4.72156,37.4304
3.734,4.79569,37.4413
3.735,4.86846,37.3878
3.736,4.94768,37.2943
3.737,4.98877,37.1875
3.738,5.02836,37.0722
3.739,5.06413,37.0195
3.740,5.11489,36.9974
3.741,5.15506,37.0315
3.742,5.17802,37.1618
3.743,5.20565,37.3141
3.744,5.24332,37.566
3.745,5.26992,37.8113
3.746,5.30168,38.0227
3.747,5.31121,38.1954
3.748,5.3378,38.1576
3.749,5.38134,38.0593
3.750,5.46312,37.914
3.751,5.59216,37.7212
3.752,5.85472,37.5386
3.753,6.33143,37.3191
3.754,7.09806,37.0944
3.755,8.31688,36.9786
3.756,10.3647,36.975
3.757,14.2455,37.0858
3.758,19.6746,37.3052
3.759,25.7071,37.5456
3.760,32.2102,37.8957
3.761,38.9398,38.2303
3.762,45.4664,38.5875
3.763,51.6648,38.8707
3.764,57.6094,39.024
3.765,63.3337,39.118
3.766,68.9194,39.1479
3.767,74.4362,39.0504
3.768,79.6555,38.8901
3.769,83.9998,38.5614
3.770,87.1099,38.136
3.771,89.1344,37.6658
3.772,90.3207,37.1621
3.773,90.9577,36.7459
3.774,91.3301,36.38
3.775,91.5839,36.0073
3.776,91.7695,35.6458
3.777,91.8781,35.2256
3.778,91.9432,34.7947
3.779,91.923,34.2767
3.780,91.77,33.6755
3.781,91.5107,33.0236
3.782,91.1094,32.2726
3.783,90.6009,31.4344
3.784,89.9661,30.5122
3.785,89.193,29.4477
3.786,88.2997,28.3244
3.787,87.2986,27.1523
3.788,86.1921,25.9799
3.789,85.0215,25.0302
3.790,83.7967,24.1924
3.791,82.5079,23.5084
3.792,81.1588,22.9426
3.793,79.7739,22.4605
3.794,78.3314,22.1053
3.795,76.844,21.817
3.796,75.1816,21.6242
3.797,73.2598,21.4298
3.798,70.7092,21.2197
3.799,66.3107,21.0332
3.800,59.8046,20.8746
3.801,53.9837,20.6657
3.802,48.927,20.4811
3.803,43.9793,20.2653
3.804,39.0025,20.0901
3.805,34.1299,20.0346
3.806,29.5713,20.0603
3.807,25.409,20.1695
3.808,21.5802,20.3191
3.809,18.0755,20.535
3.810,14.8829,20.8466
3.811,12.0635,21.2173
3.812,9.56286,21.6827
3.813,7.44097,22.1185
3.814,5.66349,22.5108
3.815,4.23716,22.8524
3.816,3.13968,23.1451
3.817,2.38275,23.4243
3.818,1.90334,23.7073
3.819,1.62146,23.9612
3.820,1.50484,24.2316
3.821,1.48987,24.531
3.822,1.54473,24.8675
3.823,1.6171,25.2966
3.824,1.70723,25.7732
3.825,1.79532,26.3376
3.826,1.86154,26.9441
3.827,1.93861,27.6284
3.828,2.00843,28.3924
3.829,2.10578,29.142
3.830,2.19685,29.8736
3.831,2.32272,30.4955
3.832,2.45659,30.9947
3.833,2.63006,31.4654
3.834,2.79078,31.8973
3.835,2.9536,32.3181
3.836,3.13007,32.7417
3.837,3.30769,33.1257
3.838,3.44804,33.515
3.839,3.60149,33.9686
3.840,3.73767,34.4313
3.841,3.89902,34.9333
3.842,4.03345,35.432
3.843,4.16967,35.9775
3.844,4.27554,36.5396
3.845,4.39609,37.0746
3.846,4.50388,37.5623
3.847,4.61609,37.8748
3.848,4.69471,38.0606
3.849,4.77289,38.1854
3.850,4.83215,38.221
3.851,4.89928,38.2139
3.852,4.9333,38.1481
3.853,4.97275,38.0118
3.854,5.01702,37.8832
3.855,5.04302,37.832
3.856,5.05178,37.8321
3.857,5.07493,37.8495
3.858,5.09941,37.852
3.859,5.13994,37.9657
3.860,5.15438,38.1292
3.861,5.18178,38.3442
3.862,5.21386,38.566
3.863,5.24591,38.6842
3.864,5.26966,38.735
3.865,5.32359,38.6414
3.866,5.4098,38.4796
3.867,5.54066,38.3378
3.868,5.78192,38.1579
3.869,6.20052,37.9489
3.870,6.89647,37.748
3.871,8.03106,37.631
3.872,9.87154,37.6364
3.873,13.4123,37.711
3.874,18.664,37.8208
3.875,24.6811,38.0626
3.876,31.178,38.3298
3.877,37.9732,38.6807
3.878,44.6892,39.0359
3.879,51.1322,39.3753
3.880,57.2928,39.6565
3.881,63.2719,39.7872
3.882,69.1388,39.8138
3.883,74.9192,39.7813
3.884,80.2909,39.6151
3.885,84.6034,39.354
3.886,87.6289,38.9646
3.887,89.6086,38.4846
3.888,90.7478,38.0049
3.889,91.4254,37.5009
3.890,91.8891,36.9991
3.891,92.2144,36.5423
3.892,92.4863,36.0628
3.893,92.729,35.5985
3.894,92.882,35.0857
3.895,92.9654,34.5489
3.896,92.8958,33.9147
3.897,92.7071,33.1373
3.898,92.3755,32.3497
3.899,91.8805,31.5192
3.900,91.253,30.5791
3.901,90.5408,29.552
3.902,89.701,28.4276
3.903,88.7754,27.2423
3.904,87.7323,26.108
3.905,86.588,25.0181
3.906,85.3528,24.1179
3.907,84.0518,23.3887
3.908,82.7552,22.785
3.909,81.3959,22.3307
3.910,79.989,21.9548
3.911,78.5509,21.6929
3.912,77.0346,21.3981
3.913,75.3054,21.089
3.914,73.1359,20.8781
3.915,69.7954,20.707
3.916,63.956,20.5469
3.917,57.4989,20.4119
3.918,52.1306,20.2342
3.919,47.0802,20.0694
3.920,42.0529,19.9021
3.921,37.0558,19.7517
3.922,32.2483,19.7367
3.923,27.8409,19.7991
3.924,23.7785,19.9365
3.925,20.022,20.1125
3.926,16.6293,20.3315
3.927,13.6341,20.6681
3.928,10.9976,21.0017
3.929,8.70166,21.365
3.930,6.75076,21.7427
3.931,5.16055,22.0392
3.932,3.92657,22.3261
3.933,3.04269,22.5959
3.934,2.44606,22.8561
3.935,2.09541,23.1304
3.936,1.901,23.3862
3.937,1.81865,23.6484
3.938,1.83829,23.9754
3.939,1.87853,24.3344
3.940,1.93136,24.7897
3.941,1.98942,25.2986
3.942,2.03575,25.8857
3.943,2.10456,26.564
3.944,2.15729,27.2771
3.945,2.22497,28.0604
3.946,2.34214,28.817
3.947,2.4412,29.4968
3.948,2.57213,30.1039
3.949,2.74104,30.5572
3.950,2.89748,30.986
3.951,3.05857,31.4148
3.952,3.20218,31.7957
3.953,3.33116,32.1441
3.954,3.48204,32.4968
3.955,3.61734,32.8581
3.956,3.74802,33.2742
3.957,3.8923,33.698
3.958,4.04056,34.1608
3.959,4.16438,34.6474
3.960,4.31097,35.1294
3.961,4.43504,35.6362
3.962,4.55221,36.0957
3.963,4.65839,36.5071
3.964,4.77458,36.8056
3.965,4.86114,36.9197
3.966,4.96707,37.0415
3.967,5.04156,37.1112
3.968,5.15443,37.1062
3.969,5.22222,37.0629
3.970,5.30908,36.9529
3.971,5.37781,36.8234
3.972,5.44038,36.8007
3.973,5.4802,36.8072
3.974,5.558,36.8829
3.975,5.57396,36.9823
3.976,5.62989,37.139
3.977,5.66842,37.3573
3.978,5.72075,37.5978
3.979,5.74737,37.8659
3.980,5.81032,38.0168
3.981,5.88887,38.0292
3.982,5.97854,37.9704
3.983,6.12163,37.8142
3.984,6.38305,37.6292
3.985,6.81162,37.4304
3.986,7.47346,37.1888
3.987,8.53401,36.9858
3.988,10.3174,36.8297
3.989,13.745,36.7386
3.990,19.2461,36.8519
3.991,25.2286,37.0414
3.992,31.6611,37.3064
3.993,38.4044,37.638
3.994,45.221,38.0226
3.995,51.7048,38.4255
3.996,57.7871,38.7494
3.997,63.5045,39.0075
3.998,69.0496,39.1516
3.999,74.6067,39.1771
4.000,80.0705,39.1307
4.001,84.8425,38.9969
4.002,88.3885,38.7241
4.003,90.8844,38.3544
4.004,92.4195,37.8633
4.005,93.1444,37.3557
4.006,93.4746,36.9132
4.007,93.6087,36.4422
4.008,93.6733,35.9911
4.009,93.6058,35.5111
4.010,93.4855,35.0059
4.011,93.3632,34.4735
4.012,93.2039,33.8896
4.013,92.9533,33.2519
4.014,92.6236,32.4965
4.015,92.1871,31.6614
4.016,91.6251,30.7596
4.017,90.9004,29.7779
4.018,90.0654,28.7199
4.019,89.0566,27.598
4.020,87.9114,26.3801
4.021,86.6321,25.2319
4.022,85.2321,24.226
4.023,83.719,23.3641
4.024,82.1211,22.703
4.025,80.4526,22.1576
4.026,78.7967,21.7562
4.027,77.117,21.4375
4.028,75.3669,21.1968
4.029,73.4592,21.0442
4.030,71.2204,20.9131
4.031,68.0283,20.8071
4.032,62.5083,20.6851
4.033,56.0642,20.5556
4.034,50.6398,20.409
4.035,45.542,20.2535
4.036,40.4913,20.076
4.037,35.4687,19.9472
4.038,30.675,19.8458
4.039,26.251,19.8587
4.040,22.2196,19.976
4.041,18.5149,20.1603
4.042,15.1815,20.4146
4.043,12.1774,20.7261
4.044,9.56741,21.1473
4.045,7.31823,21.6122
4.046,5.47481,22.0666
4.047,4.01039,22.5295
4.048,2.94388,22.878
4.049,2.20068,23.1935
4.050,1.76506,23.4885
4.051,1.54836,23.779
4.052,1.47592,24.0884
4.053,1.5105,24.4173
4.054,1.63086,24.7458
4.055,1.73677,25.1623
4.056,1.83843,25.6633
4.057,1.9602,26.2521
4.058,2.07945,26.9085
4.059,2.2145,27.618
4.060,2.34462,28.5193
4.061,2.46523,29.441
4.062,2.61341,30.3028
4.063,2.76679,31.0986
4.064,2.90742,31.7279
4.065,3.0469,32.286
4.066,3.17868,32.7012
4.067,3.33484,33.064
4.068,3.48861,33.4269
4.069,3.6336,33.7482
4.070,3.76891,34.0561
4.071,3.88853,34.3746
4.072,4.00574,34.6628
4.073,4.14099,34.9861
4.074,4.23075,35.3122
4.075,4.33769,35.6781
4.076,4.41429,36.1932
4.077,4.50574,36.6885
4.078,4.56711,37.1299
4.079,4.62972,37.51
4.080,4.6953,37.7629
4.081,4.74832,37.9571
4.082,4.77678,37.9708
4.083,4.81909,37.9679
4.084,4.84813,37.969
4.085,4.88041,37.9005
4.086,4.87862,37.807
4.087,4.89448,37.6992
4.088,4.89172,37.5752
4.089,4.89159,37.5897
4.090,4.87475,37.6687
4.091,4.88361,37.8419
4.092,4.87537,38.1226
4.093,4.87497,38.4346
4.094,4.88992,38.8468
4.095,4.89492,39.2526
4.096,4.89497,39.6434
4.097,4.90859,39.9255
4.098,4.93742,39.9995
4.099,5.01808,40.0343
4.100,5.17572,39.9883
4.101,5.48066,39.7521
4.102,5.96561,39.4605
4.103,6.78561,39.1505
4.104,8.12561,38.8393
4.105,10.3681,38.6462
4.106,14.0195,38.5333
4.107,18.7626,38.5831
4.108,24.4273,38.7283
4.109,30.7355,38.9093
4.110,37.2398,39.1778
4.111,43.5446,39.4021
4.112,49.5815,39.6405
4.113,55.3517,39.8178
4.114,60.8302,39.909
4.115,66.1158,39.9375
4.116,71.2181,39.8555
4.117,75.7359,39.5446
4.118,79.0481,39.14
4.119,81.1578,38.6223
4.120,82.3187,38.0439
4.121,82.8715,37.445
4.122,83.0812,36.8347
4.123,83.1523,36.3485
4.124,83.1001,35.8804
4.125,83.0774,35.4054
4.126,83.0907,34.9348
4.127,83.1422,34.4124
4.128,83.1667,33.871
4.129,83.172,33.274
4.130,83.0466,32.6305
4.131,82.8186,31.9208
4.132,82.5121,31.1181
4.133,82.1065,30.2238
4.134,81.6177,29.2614
4.135,81.0908,28.1684
4.136,80.4938,27.0386
4.137,79.8809,25.8514
4.138,79.206,24.7017
4.139,78.4538,23.7653
4.140,77.6618,22.9461
4.141,76.801,22.2866
4.142,75.8364,21.7224
4.143,74.7381,21.2549
4.144,73.4788,20.9088
4.145,71.9872,20.6445
4.146,70.0999,20.4682
4.147,67.5612,20.2811
4.148,63.2016,20.1039
4.149,56.923,19.9362
4.150,51.2252,19.7819
4.151,46.2064,19.5988
4.152,41.314,19.4473
4.153,36.5327,19.276
4.154,31.8606,19.1742
4.155,27.4851,19.1792
4.156,23.5143,19.2899
4.157,19.9033,19.4661
4.158,16.564,19.6769
4.159,13.5114,19.9717
4.160,10.7954,20.3603
4.161,8.42135,20.8358
4.162,6.31867,21.3914
4.163,4.5738,21.8887
4.164,3.15967,22.3612
4.165,2.08436,22.7677
4.166,1.30095,23.1345
4.167,0.799489,23.4744
4.168,0.512387,23.8179
4.169,0.376199,24.1866
4.170,0.339086,24.6022
4.171,0.372079,25.0548
4.172,0.433226,25.5785
4.173,0.52045,26.1868
4.174,0.592497,26.8433
4.175,0.670009,27.5891
4.176,0.731949,28.372
4.177,0.840765,29.2305
4.178,0.935249,30.1207
4.179,1.05357,30.9792
4.180,1.19289,31.7873
4.181,1.3635,32.4291
4.182,1.53702,32.9821
4.183,1.73738,33.4549
4.184,1.90001,33.8583
4.185,2.06901,34.2421
4.186,2.23276,34.5947
4.187,2.40796,34.8833
4.188,2.53214,35.181
4.189,2.66023,35.5439
4.190,2.78467,35.9367
4.191,2.89353,36.353
4.192,2.97772,36.7566
4.193,3.07244,37.2269
4.194,3.14618,37.6864
4.195,3.22126,38.1429
4.196,3.27388,38.5225
4.197,3.32931,38.6935
4.198,3.36538,38.8088
4.199,3.40992,38.8176
4.200,3.43938,38.7523
4.201,3.45025,38.6973
4.202,3.46209,38.5753
4.203,3.48866,38.3692
4.204,3.51209,38.184
4.205,3.50496,38.0083
4.206,3.51428,37.9106
4.207,3.53567,37.9023
4.208,3.54844,37.9605
4.209,3.54486,38.1478
4.210,3.54591,38.3543
4.211,3.56027,38.6439
4.212,3.56165,38.9058
4.213,3.58431,39.0364
4.214,3.6069,39.1116
4.215,3.66966,39.0409
4.216,3.78333,38.9114
4.217,3.99543,38.7397
4.218,4.37836,38.5008
4.219,5.02809,38.301
4.220,6.051,38.0938
4.221,7.68298,37.8697
4.222,10.3312,37.7495
4.223,14.5709,37.7444
4.224,19.9844,37.8392
4.225,26.0942,38.055
4.226,32.5082,38.2627
4.227,38.9959,38.5346
4.228,45.3192,38.7902
4.229,51.2547,39.0496
4.230,56.7838,39.2005
4.231,61.9813,39.1943
4.232,67.0076,39.1138
4.233,72.0038,38.9861
4.234,76.6511,38.7048
4.235,80.2776,38.3545
4.236,82.8068,37.8325
4.237,84.472,37.1739
4.238,85.3818,36.5251
4.239,85.829,35.8768
4.240,86.0838,35.3212
4.241,86.239,34.8238
4.242,86.4172,34.2741
4.243,86.5907,33.7256
4.244,86.7327,33.1408
4.245,86.8635,32.545
4.246,86.9271,31.9151
4.247,86.8827,31.217
4.248,86.7113,30.4784
4.249,86.401,29.6612
4.250,85.9698,28.7618
4.251,85.4283,27.8323
4.252,84.7786,26.7752
4.253,84.0253,25.6787
4.254,83.1514,24.6542
4.255,82.1863,23.6802
4.256,81.1272,22.905
4.257,79.9723,22.2494
4.258,78.7587,21.7595
4.259,77.4875,21.4212
4.260,76.1668,21.1033
4.261,74.7088,20.8872
4.262,73.0094,20.726
4.263,70.9011,20.6168
4.264,67.8557,20.4936
4.265,62.4593,20.3403
4.266,56.028,20.1873
4.267,50.5808,20.0641
4.268,45.5468,19.9083
4.269,40.5484,19.7796
4.270,35.6997,19.6396
4.271,31.1893,19.5378
4.272,27.0028,19.562
4.273,23.1258,19.6423
4.274,19.5634,19.8121
4.275,16.2818,20.0637
4.276,13.3404,20.372
4.277,10.7239,20.7983
4.278,8.39302,21.2874
4.279,6.3778,21.8409
4.280,4.66737,22.3405
4.281,3.29984,22.7552
4.282,2.3006,23.1443
4.283,1.61182,23.5095
4.284,1.17488,23.8683
4.285,0.906564,24.2493
4.286,0.809462,24.638
4.287,0.813519,25.0747
4.288,0.869388,25.5638
4.289,0.940026,26.081
4.290,1.02406,26.6999
4.291,1.07978,27.3565
4.292,1.14266,28.0622
4.293,1.2111,28.812
4.294,1.282,29.5878
4.295,1.36663,30.3944
4.296,1.46769,31.1227
4.297,1.57637,31.7608
4.298,1.72232,32.296
4.299,1.8569,32.7015
4.300,2.01951,33.0479
4.301,2.18754,33.342
4.302,2.38232,33.6197
4.303,2.54274,33.9143
4.304,2.72435,34.1996
4.305,2.86794,34.4968
4.306,3.01003,34.8761
4.307,3.14397,35.2651
4.308,3.25278,35.6935
4.309,3.36794,36.1267
4.310,3.48474,36.6103
4.311,3.57011,37.1194
4.312,3.64504,37.5934
4.313,3.72503,38.0269
4.314,3.79994,38.3365
4.315,3.87672,38.5136
4.316,3.95008,38.6308
4.317,4.00998,38.6618
4.318,4.06979,38.6508
4.319,4.09545,38.6138
4.320,4.12854,38.4973
4.321,4.16418,38.3918
4.322,4.20281,38.3511
4.323,4.21008,38.3331
4.324,4.24907,38.4225
4.325,4.24803,38.5528
4.326,4.27691,38.7667
4.327,4.28722,39.0036
4.328,4.32523,39.2379
4.329,4.32699,39.4643
4.330,4.35394,39.5242
4.331,4.37602,39.4775
4.332,4.44936,39.3151
4.333,4.5508,39.0763
4.334,4.76173,38.8368
4.335,5.12687,38.5734
4.336,5.76686,38.3084
4.337,6.7821,38.1031
4.338,8.49282,37.9802
4.339,11.5393,37.9731
4.340,16.3558,38.1515
4.341,22.2352,38.4165
4.342,28.8953,38.8344
4.343,36.0014,39.2651
4.344,43.0635,39.7267
4.345,49.8479,40.1696
4.346,56.4892,40.5544
4.347,62.7491,40.8618
4.348,68.7788,41.0315
4.349,74.6223,41.0865
4.350,80.1904,41.0876
4.351,84.7544,40.9379
4.352,88.0287,40.6393
4.353,90.2646,40.2095
4.354,91.5668,39.6674
4.355,92.2845,39.1327
4.356,92.6781,38.6369
4.357,92.8406,38.1379
4.358,92.9788,37.6717
4.359,93.1458,37.1236
4.360,93.2943,36.5282
4.361,93.4121,35.869
4.362,93.457,35.1442
4.363,93.4262,34.3803
4.364,93.2529,33.5156
4.365,92.9426,32.5691
4.366,92.5224,31.5455
4.367,91.9552,30.4207
4.368,91.2484,29.2131
4.369,90.4139,27.9187
4.370,89.4641,26.5702
4.371,88.3753,25.3554
4.372,87.178,24.2658
4.373,85.8822,23.3759
4.374,84.555,22.6627
4.375,83.1846,22.0685
4.376,81.8496,21.6414
4.377,80.4763,21.2768
4.378,79.0376,21.0077
4.379,77.4499,20.7869
4.380,75.5168,20.5866
4.381,72.8483,20.4118
4.382,68.1086,20.2359
4.383,61.4826,20.0451
4.384,55.6507,19.8782
4.385,50.4395,19.6801
4.386,45.319,19.4843
4.387,40.2423,19.3227
4.388,35.421,19.1894
4.389,30.9647,19.1845
4.390,26.8058,19.2537
4.391,22.9286,19.3811
4.392,19.4004,19.5893
4.393,16.1946,19.8528
4.394,13.2861,20.2137
4.395,10.7282,20.5985
4.396,8.5239,21.0045
4.397,6.64468,21.395
4.398,5.13935,21.6906
4.399,4.01354,21.9712
4.400,3.22842,22.24
4.401,2.73385,22.4981
4.402,2.44364,22.792
4.403,2.30605,23.0974
4.404,2.26737,23.4197
4.405,2.30067,23.8316
4.406,2.34821,24.272
4.407,2.40962,24.7972
4.408,2.4471,25.3868
4.409,2.50398,26.0541
4.410,2.57461,26.8365
4.411,2.63094,27.6325
4.412,2.7046,28.4599
4.413,2.80125,29.2181
4.414,2.92073,29.827
4.415,3.05972,30.3901
4.416,3.22412,30.8505
4.417,3.36838,31.2733
4.418,3.51155,31.702
4.419,3.64079,32.0821
4.420,3.76257,32.4399
4.421,3.87867,32.8083
4.422,3.98115,33.1593
4.423,4.07925,33.5487
4.424,4.16913,33.9191
4.425,4.25956,34.3153
4.426,4.38017,34.7553
4.427,4.48159,35.2045
4.428,4.54732,35.6876
4.429,4.64418,36.098
4.430,4.72987,36.3912
4.431,4.81654,36.6157
4.432,4.88121,36.6967
4.433,4.94375,36.735
4.434,4.99605,36.7145
4.435,5.04744,36.6636
4.436,5.08727,36.6294
4.437,5.11541,36.5538
4.438,5.14541,36.4514
4.439,5.15941,36.4997
4.440,5.16291,36.6352
4.441,5.18953,36.7773
4.442,5.19064,36.8597
4.443,5.2074,36.9691
4.444,5.20308,37.141
4.445,5.23198,37.2899
4.446,5.25015,37.4262
4.447,5.27319,37.4692
4.448,5.2871,37.3666
4.449,5.35131,37.2127
4.450,5.46175,36.9792
4.451,5.70007,36.7121
4.452,6.08922,36.4649
4.453,6.7501,36.1772
4.454,7.84025,35.9367
4.455,9.67048,35.8308
4.456,13.0704,35.8032
4.457,18.3972,35.9536
4.458,24.5088,36.1829
4.459,31.2267,36.4738
4.460,38.2844,36.8293
4.461,45.4388,37.2163
4.462,52.0327,37.6323
4.463,58.0225,37.9438
4.464,63.638,38.1647
4.465,69.2958,38.3318
4.466,75.0135,38.4061
4.467,80.621,38.4016
4.468,85.6187,38.3173
4.469,89.4306,38.0714
4.470,92.0007,37.7635
4.471,93.5407,37.425
4.472,94.319,37.0784
4.473,94.6924,36.8011
4.474,94.7753,36.5184
4.475,94.7817,36.2721
4.476,94.7827,35.9809
4.477,94.792,35.601
4.478,94.8087,35.1767
4.479,94.7947,34.6845
4.480,94.7545,34.0737
4.481,94.6348,33.2421
4.482,94.4089,32.3265
4.483,94.066,31.4156
4.484,93.6238,30.4186
4.485,93.1081,29.3048
4.486,92.4679,28.1386
4.487,91.7298,26.9187
4.488,90.8625,25.7847
4.489,89.8842,24.8163
4.490,88.7892,23.98
4.491,87.613,23.3461
4.492,86.3604,22.8053
4.493,85.041,22.3712
4.494,83.6145,22.0278
4.495,82.0453,21.7532
4.496,80.2627,21.5566
4.497,78.0358,21.3713
4.498,74.56,21.2088
4.499,68.6506,21.0643
4.500,62.3609,20.9188
4.501,57.0459,20.764
4.502,51.974,20.587
4.503,46.889,20.3522
4.504,41.8609,20.1965
4.505,37.1668,20.1262
4.506,32.798,20.1584
4.507,28.6992,20.2795
4.508,24.8931,20.4453
4.509,21.3765,20.6738
4.510,18.2022,20.9498
4.511,15.3982,21.3056
4.512,12.8698,21.6963
4.513,10.6185,22.0313
4.514,8.71997,22.3503
4.515,7.23432,22.5755
4.516,6.1015,22.7653
4.517,5.28132,22.9375
4.518,4.72958,23.1001
4.519,4.39017,23.2638
4.520,4.18537,23.4557
4.521,4.09595,23.6624
4.522,4.05372,23.9604
4.523,4.03549,24.309
4.524,4.01777,24.731
4.525,3.99502,25.2748
4.526,4.00671,25.8836
4.527,4.03177,26.6041
4.528,4.0557,27.3495
4.529,4.10984,28.0809
4.530,4.20428,28.7922
4.531,4.31792,29.3631
4.532,4.41699,29.9055
4.533,4.51701,30.4886
4.534,4.60348,31.0248
4.535,4.69378,31.4588
4.536,4.78778,31.842
4.537,4.87925,32.2035
4.538,4.98462,32.6044
4.539,5.08261,33.0264
4.540,5.17324,33.4682
4.541,5.28599,33.9211
4.542,5.37479,34.3694
4.543,5.47205,34.8678
4.544,5.55362,35.3531
4.545,5.64041,35.856
4.546,5.73008,36.2862
4.547,5.81794,36.5287
4.548,5.90071,36.7075
4.549,5.9707,36.742
4.550,6.05821,36.7277
4.551,6.11777,36.6905
4.552,6.16646,36.578
4.553,6.22056,36.4335
4.554,6.25711,36.3178
4.555,6.26504,36.2038
4.556,6.28391,36.195
4.557,6.32432,36.2359
4.558,6.32085,36.3297
4.559,6.30631,36.4913
4.560,6.30469,36.67
4.561,6.29075,36.9099
4.562,6.2861,37.1167
4.563,6.29218,37.244
4.564,6.30045,37.3459
4.565,6.29788,37.2826
4.566,6.37606,37.1833
4.567,6.53023,37.0771
4.568,6.84747,36.9286
4.569,7.35881,36.8204
4.570,8.23197,36.7291
4.571,9.63134,36.6875
4.572,12.128,36.8196
4.573,16.815,37.0513
4.574,22.8584,37.2805
4.575,29.338,37.5704
4.576,36.1364,37.9448
4.577,43.1975,38.4165
4.578,50.1156,38.8454
4.579,56.6106,39.2531
4.580,62.6562,39.5474
4.581,68.559,39.6947
4.582,74.3802,39.768
4.583,80.1202,39.7707
4.584,85.381,39.6421
4.585,89.4404,39.4506
4.586,92.2695,39.074
4.587,94.0702,38.6059
4.588,95.1363,38.165
4.589,95.8007,37.7193
4.590,96.2646,37.3482
4.591,96.6074,36.9755
4.592,96.9052,36.5808
4.593,97.1459,36.1782
4.594,97.3317,35.7011
4.595,97.4385,35.1854
4.596,97.4494,34.5655
4.597,97.3311,33.8386
4.598,97.0817,33.0214
4.599,96.7224,32.0985
4.600,96.2471,31.0898
4.601,95.605,30.0172
4.602,94.8796,28.8272
4.603,94.0309,27.6105
4.604,93.0693,26.4318
4.605,91.9703,25.3249
4.606,90.7641,24.4719
4.607,89.4783,23.7435
4.608,88.1001,23.1687
4.609,86.633,22.7146
4.610,85.1436,22.3317
4.611,83.5462,22.0575
4.612,81.8336,21.827
4.613,79.8024,21.6585
4.614,77.1676,21.4789
4.615,72.6913,21.2976
4.616,66.1198,21.1139
4.617,60.1283,20.9491
4.618,54.9023,20.733
4.619,49.7451,20.54
4.620,44.5801,20.3287
4.621,39.6187,20.1867
4.622,34.9862,20.1754
4.623,30.6092,20.2427
4.624,26.5471,20.3894
4.625,22.7238,20.59
4.626,19.2189,20.8639
4.627,16.0884,21.2302
4.628,13.3591,21.6348
4.629,10.9448,22.0745
4.630,8.90856,22.4213
4.631,7.23554,22.7197
4.632,5.97045,22.9809
4.633,5.05272,23.2157
4.634,4.45218,23.4311
4.635,4.04254,23.6468
4.636,3.80008,23.8246
4.637,3.64477,24.0314
4.638,3.58675,24.2788
4.639,3.56441,24.5848
4.640,3.56326,24.9964
4.641,3.5648,25.468
4.642,3.57537,26.0886
4.643,3.58962,26.7906
4.644,3.65458,27.4924
4.645,3.70897,28.1862
4.646,3.79485,28.8154
4.647,3.88102,29.4067
4.648,4.01127,29.891
4.649,4.12745,30.3156
4.650,4.24372,30.7413
4.651,4.32986,31.1599
4.652,4.42401,31.5822
4.653,4.51595,32.0092
4.654,4.6061,32.4024
4.655,4.70644,32.8176
4.656,4.7986,33.2978
4.657,4.8715,33.7959
4.658,4.94132,34.3469
4.659,5.01448,34.8985
4.660,5.09239,35.5064
4.661,5.15357,36.1045
4.662,5.21922,36.6641
4.663,5.29725,37.1648
4.664,5.35705,37.4673
4.665,5.40974,37.6821
4.666,5.46336,37.8338
4.667,5.51521,37.8978
4.668,5.55716,37.9052
4.669,5.59166,37.8559
