Time A1 (s),Pressure A1 (mmHg),Volume A1 (μl)
5.678,5.06597,22.9688
5.679,4.08033,23.4193
5.680,3.40679,23.757
5.681,2.9767,24.0533
5.682,2.7206,24.2878
5.683,2.61951,24.5075
5.684,2.6032,24.7386
5.685,2.63404,24.9699
5.686,2.65771,25.2369
5.687,2.70963,25.5762
5.688,2.74872,25.9378
5.689,2.80818,26.4215
5.690,2.86838,26.9695
5.691,2.93581,27.5904
5.692,3.0083,28.2858
5.693,3.10926,29.0316
5.694,3.22693,29.8417
5.695,3.36135,30.6035
5.696,3.47332,31.2891
5.697,3.6267,31.886
5.698,3.74553,32.3628
5.699,3.86148,32.8058
5.700,3.97248,33.2205
5.701,4.10129,33.5784
5.702,4.1925,33.9192
5.703,4.3118,34.2169
5.704,4.40711,34.4878
5.705,4.50581,34.8187
5.706,4.61416,35.1526
5.707,4.72281,35.5362
5.708,4.80933,35.9311
5.709,4.90025,36.3544
5.710,4.96553,36.8136
5.711,5.04956,37.2603
5.712,5.10218,37.6668
5.713,5.17675,37.9341
5.714,5.22385,38.0313
5.715,5.27941,38.0574
5.716,5.31828,37.9996
5.717,5.34909,37.9032
5.718,5.36571,37.7889
5.719,5.4059,37.5805
5.720,5.42214,37.3691
5.721,5.44077,37.2716
5.722,5.44568,37.2293
5.723,5.45991,37.2952
5.724,5.46007,37.3959
5.725,5.48005,37.5762
5.726,5.4798,37.7984
5.727,5.5169,38.0529
5.728,5.5434,38.3389
5.729,5.62088,38.5163
5.730,5.80193,38.5966
5.731,6.15943,38.6067
5.732,6.72594,38.5514
5.733,7.65193,38.4878
5.734,9.127,38.3957
5.735,11.7558,38.2546
5.736,16.1568,38.1364
5.737,21.6397,38.0675
5.738,27.732,38.0661
5.739,34.2278,38.1962
5.740,40.735,38.3563
5.741,47.0473,38.63
5.742,53.0832,38.92
5.743,58.9324,39.1785
5.744,64.6279,39.399
5.745,70.2423,39.5469
5.746,75.6672,39.6147
5.747,80.4892,39.5711
5.748,84.1273,39.415
5.749,86.6347,39.1751
5.750,88.1935,38.7919
5.751,89.0993,38.2584
5.752,89.6358,37.6091
5.753,90.0171,36.8465
5.754,90.247,36.1135
5.755,90.4491,35.4631
5.756,90.5954,34.8358
5.757,90.6644,34.2784
5.758,90.5846,33.6809
5.759,90.4195,33.0436
5.760,90.1317,32.388
5.761,89.7018,31.7181
5.762,89.1326,31.0118
5.763,88.4299,30.1984
5.764,87.6274,29.3461
5.765,86.751,28.4664
5.766,85.767,27.5386
5.767,84.6672,26.5876
5.768,83.4919,25.5804
5.769,82.2846,24.5122
5.770,81.0343,23.5673
5.771,79.6915,22.7629
5.772,78.3114,22.1222
5.773,76.8551,21.6503
5.774,75.277,21.279
5.775,73.5114,21.0443
5.776,71.3569,20.877
5.777,68.3898,20.7983
5.778,63.1736,20.7703
5.779,56.5916,20.7452
5.780,51.0675,20.7509
5.781,46.0798,20.7422
5.782,41.1389,20.6815
5.783,36.174,20.5998
5.784,31.3456,20.5201
5.785,26.9331,20.4478
5.786,22.9516,20.4304
5.787,19.3121,20.4295
5.788,15.9986,20.539
5.789,13.0234,20.742
5.790,10.3981,21.0272
5.791,8.08478,21.4322
5.792,6.13146,21.8846
5.793,4.55091,22.423
5.794,3.31368,22.9681
5.795,2.4016,23.5001
5.796,1.78548,24.0031
5.797,1.40706,24.3724
5.798,1.20078,24.7011
5.799,1.14139,25.004
5.800,1.14518,25.298
5.801,1.2278,25.5959
5.802,1.31622,25.89
5.803,1.40015,26.1599
5.804,1.47256,26.5238
5.805,1.53299,26.9364
5.806,1.6228,27.4356
5.807,1.71822,28.0002
5.808,1.81707,28.6252
5.809,1.92965,29.3819
5.810,2.08603,30.1646
5.811,2.21721,30.9753
5.812,2.38838,31.7219
5.813,2.57394,32.2959
5.814,2.73385,32.8167
5.815,2.90984,33.2387
5.816,3.08511,33.6186
5.817,3.23979,33.9849
5.818,3.38184,34.3139
5.819,3.5319,34.6529
5.820,3.68559,35.001
5.821,3.82332,35.3186
5.822,3.94725,35.7016
5.823,4.07775,36.1138
5.824,4.21122,36.5489
5.825,4.32478,37.0315
5.826,4.43453,37.5161
5.827,4.51686,38.0397
5.828,4.60967,38.5221
5.829,4.67794,38.886
5.830,4.73301,39.1523
5.831,4.77794,39.2267
5.832,4.83778,39.2121
5.833,4.86728,39.1161
5.834,4.89424,38.9424
5.835,4.9323,38.7419
5.836,4.97128,38.5224
5.837,4.97258,38.3049
5.838,4.98578,38.2076
5.839,4.99793,38.1318
5.840,5.0274,38.1233
5.841,5.03158,38.1697
5.842,5.04692,38.2566
5.843,5.05985,38.4121
5.844,5.10332,38.5839
5.845,5.20397,38.7547
5.846,5.36973,38.8581
5.847,5.67732,38.8347
5.848,6.22757,38.8055
5.849,7.11312,38.739
5.850,8.54397,38.6018
5.851,11.1141,38.481
5.852,15.8092,38.2997
5.853,21.5368,38.1445
5.854,27.8001,38.1156
5.855,34.4974,38.1417
5.856,41.1347,38.2914
5.857,47.5478,38.4958
5.858,53.6613,38.7475
5.859,59.4953,39.0418
5.860,65.2483,39.2744
5.861,70.8848,39.5007
5.862,76.3763,39.6374
5.863,81.3965,39.6632
5.864,85.2864,39.5794
5.865,87.9874,39.3827
5.866,89.6769,39.0493
5.867,90.6436,38.6083
5.868,91.2076,37.9725
5.869,91.5368,37.2499
5.870,91.8102,36.4818
5.871,92.0043,35.696
5.872,92.1917,35.0056
5.873,92.317,34.3148
5.874,92.3684,33.6676
5.875,92.3293,33.0187
5.876,92.1558,32.3487
5.877,91.8585,31.6658
5.878,91.4143,30.9214
5.879,90.8401,30.1514
5.880,90.1699,29.3369
5.881,89.3679,28.4737
5.882,88.4852,27.5893
5.883,87.4888,26.6828
5.884,86.4154,25.7212
5.885,85.2404,24.7685
5.886,83.9655,23.8211
5.887,82.5765,22.9841
5.888,81.1563,22.3463
5.889,79.6783,21.8358
5.890,78.1161,21.499
5.891,76.3695,21.2586
5.892,74.3219,21.0932
5.893,71.5173,21.0099
5.894,66.6045,20.9726
5.895,60.086,20.9983
5.896,54.5104,20.9955
5.897,49.4947,20.9926
5.898,44.5472,20.9786
5.899,39.5772,20.9542
5.900,34.7594,20.9023
5.901,30.2928,20.8527
5.902,26.2096,20.736
5.903,22.4042,20.6739
5.904,18.9361,20.6795
5.905,15.751,20.7696
5.906,12.9527,20.9651
5.907,10.4624,21.2319
5.908,8.31615,21.6086
5.909,6.52645,22.0475
5.910,5.12205,22.5379
5.911,4.05496,23.0509
5.912,3.32658,23.4962
5.913,2.85219,23.9188
5.914,2.56677,24.2514
5.915,2.43188,24.5483
5.916,2.40481,24.8437
5.917,2.40421,25.1375
5.918,2.45066,25.4241
5.919,2.49498,25.7392
5.920,2.56032,26.0596
5.921,2.59153,26.4606
5.922,2.64561,26.9579
5.923,2.72539,27.5132
5.924,2.8066,28.1601
5.925,2.9025,28.8442
5.926,3.01595,29.6081
5.927,3.17935,30.3775
5.928,3.32875,31.1056
5.929,3.46487,31.7943
5.930,3.60277,32.363
5.931,3.74853,32.8552
5.932,3.8678,33.204
5.933,4.01573,33.4813
5.934,4.14127,33.7604
5.935,4.25201,33.9981
5.936,4.36856,34.1744
5.937,4.49146,34.3797
5.938,4.61729,34.6158
5.939,4.72507,34.8904
5.940,4.82225,35.2222
5.941,4.92671,35.555
5.942,5.02938,35.9444
5.943,5.11121,36.3497
5.944,5.19554,36.7906
5.945,5.26846,37.1962
5.946,5.34152,37.4311
5.947,5.39177,37.5932
5.948,5.45071,37.617
5.949,5.51625,37.556
5.950,5.55778,37.4752
5.951,5.59178,37.3273
5.952,5.61325,37.1319
5.953,5.64391,36.9606
5.954,5.64578,36.7908
5.955,5.66652,36.7157
5.956,5.67049,36.6778
5.957,5.68162,36.6792
5.958,5.69939,36.7576
5.959,5.70628,36.8727
5.960,5.74706,37.0853
5.961,5.83937,37.3009
5.962,5.98876,37.4345
5.963,6.27543,37.5189
5.964,6.77911,37.463
5.965,7.61657,37.3729
5.966,8.93131,37.2949
5.967,11.1854,37.1638
5.968,15.4629,37.0608
5.969,21.2173,36.9626
5.970,27.5274,36.9067
5.971,34.2468,36.9329
5.972,41.0246,37.0189
5.973,47.5933,37.2405
5.974,53.8509,37.5681
5.975,59.8243,37.8823
5.976,65.6314,38.2733
5.977,71.3821,38.6292
5.978,77.0163,38.9624
5.979,82.2084,39.1963
5.980,86.3341,39.3027
5.981,89.2491,39.2858
5.982,91.167,39.1723
5.983,92.3372,38.8862
5.984,93.0614,38.5022
5.985,93.5735,37.9259
5.986,93.9662,37.2453
5.987,94.2838,36.5871
5.988,94.5318,35.9015
5.989,94.7522,35.2889
5.990,94.876,34.675
5.991,94.8984,34.0134
5.992,94.7881,33.3385
5.993,94.538,32.6134
5.994,94.129,31.8612
5.995,93.6334,31.0484
5.996,93.0014,30.1631
5.997,92.2366,29.2771
5.998,91.3668,28.357
5.999,90.3966,27.3984
6.000,89.3041,26.4171
6.001,88.1566,25.353
6.002,86.8772,24.3132
6.003,85.5527,23.3791
6.004,84.1216,22.5433
6.005,82.6538,21.957
6.006,81.0881,21.5179
6.007,79.3708,21.2177
6.008,77.3956,21.0545
6.009,74.8251,20.958
6.010,70.5137,20.9743
6.011,64.0676,20.9946
6.012,58.1728,21.0584
6.013,53.0379,21.0945
6.014,48.0021,21.1061
6.015,42.9682,21.1087
6.016,38.0341,21.1164
6.017,33.4727,21.0501
6.018,29.2414,20.9973
6.019,25.2704,20.9235
6.020,21.6035,20.8849
6.021,18.3069,20.9455
6.022,15.3263,21.0687
6.023,12.626,21.2891
6.024,10.2415,21.5874
6.025,8.25724,21.9514
6.026,6.69715,22.3937
6.027,5.52119,22.8324
6.028,4.64914,23.2823
6.029,4.0635,23.638
6.030,3.66698,23.9155
6.031,3.42169,24.1523
6.032,3.28042,24.3559
6.033,3.24342,24.5722
6.034,3.22457,24.8176
6.035,3.20835,25.0753
6.036,3.20547,25.3847
6.037,3.22142,25.7675
6.038,3.23885,26.2041
6.039,3.2971,26.764
6.040,3.37437,27.4002
6.041,3.47672,28.1384
6.042,3.60168,28.9268
6.043,3.73343,29.7418
6.044,3.8607,30.5684
6.045,3.97097,31.3117
6.046,4.08146,31.9813
6.047,4.21469,32.5257
6.048,4.29716,32.9712
6.049,4.42281,33.3758
6.050,4.53171,33.7328
6.051,4.65067,34.0174
6.052,4.7718,34.2635
6.053,4.89267,34.4788
6.054,4.98825,34.7088
6.055,5.09537,34.9495
6.056,5.20478,35.1755
6.057,5.33873,35.4842
6.058,5.4452,35.817
6.059,5.56426,36.2267
6.060,5.65414,36.6579
6.061,5.74884,37.0649
6.062,5.83536,37.4235
6.063,5.92173,37.6011
6.064,5.97595,37.6553
6.065,6.03066,37.6093
6.066,6.06832,37.4716
6.067,6.09794,37.29
6.068,6.11553,37.0784
6.069,6.1479,36.8385
6.070,6.15788,36.6627
6.071,6.15634,36.566
6.072,6.16727,36.5403
6.073,6.18297,36.6117
6.074,6.18407,36.7116
6.075,6.20887,36.8829
6.076,6.23022,37.0788
6.077,6.31195,37.3264
6.078,6.4361,37.5838
6.079,6.69908,37.7162
6.080,7.13558,37.7702
6.081,7.86368,37.7081
6.082,9.04895,37.5832
6.083,11.1013,37.4716
6.084,15.0599,37.3275
6.085,20.7805,37.2025
6.086,27.1289,37.122
6.087,34.0043,37.0937
6.088,40.9955,37.1587
6.089,47.8312,37.3278
6.090,54.3682,37.5112
6.091,60.5403,37.7676
6.092,66.5133,38.0148
6.093,72.449,38.3163
6.094,78.3148,38.5585
6.095,83.8516,38.7205
6.096,88.3577,38.8409
6.097,91.5688,38.8753
6.098,93.6998,38.7765
6.099,94.9682,38.5877
6.100,95.6688,38.2154
6.101,96.0899,37.7211
6.102,96.3839,37.0996
6.103,96.5705,36.3816
6.104,96.7315,35.72
6.105,96.8378,35.088
6.106,96.8759,34.4893
6.107,96.8322,33.9163
6.108,96.6642,33.2937
6.109,96.3659,32.6588
6.110,95.9429,31.967
6.111,95.393,31.2255
6.112,94.7067,30.445
6.113,93.902,29.5778
6.114,92.9892,28.6837
6.115,91.9612,27.7495
6.116,90.8255,26.774
6.117,89.582,25.8017
6.118,88.2597,24.7789
6.119,86.8554,23.7487
6.120,85.404,22.882
6.121,83.8946,22.1385
6.122,82.3433,21.6026
6.123,80.6595,21.2221
6.124,78.7567,20.9419
6.125,76.4067,20.8145
6.126,72.7206,20.7244
6.127,66.5979,20.7372
6.128,60.3541,20.7701
6.129,55.0648,20.8077
6.130,50.0099,20.8515
6.131,44.9115,20.8669
6.132,39.8607,20.8821
6.133,35.1207,20.9647
6.134,30.7644,20.9651
6.135,26.7019,20.8936
6.136,22.9483,20.847
6.137,19.5374,20.8301
6.138,16.4046,20.9373
6.139,13.6403,21.1317
6.140,11.2401,21.4152
6.141,9.16355,21.8103
6.142,7.4375,22.2373
6.143,6.08342,22.7419
6.144,5.08148,23.2278
6.145,4.37251,23.6995
6.146,3.91616,24.0992
6.147,3.62726,24.3612
6.148,3.48802,24.6064
6.149,3.41591,24.8276
6.150,3.41596,25.0459
6.151,3.41458,25.2828
6.152,3.42253,25.5417
6.153,3.42655,25.8243
6.154,3.47089,26.2178
6.155,3.51097,26.6777
6.156,3.58606,27.2436
6.157,3.63457,27.8735
6.158,3.72157,28.5705
6.159,3.81963,29.3564
6.160,3.96483,30.1681
6.161,4.07163,31.0092
6.162,4.19584,31.7573
6.163,4.31596,32.3746
6.164,4.42746,32.9339
6.165,4.51885,33.3979
6.166,4.63005,33.8172
6.167,4.73722,34.2176
6.168,4.83822,34.5491
6.169,4.92628,34.8581
6.170,5.02805,35.1645
6.171,5.10151,35.4572
6.172,5.19983,35.8154
6.173,5.27974,36.1475
6.174,5.37371,36.4743
6.175,5.43495,36.8484
6.176,5.50467,37.2983
6.177,5.56882,37.7663
6.178,5.61806,38.1538
6.179,5.66016,38.4269
6.180,5.70478,38.5767
6.181,5.73255,38.5755
6.182,5.76384,38.4849
6.183,5.77515,38.3191
6.184,5.78947,38.0967
6.185,5.80581,37.8628
6.186,5.81688,37.5933
6.187,5.80932,37.3461
6.188,5.82134,37.2523
6.189,5.80329,37.2156
6.190,5.82868,37.2922
6.191,5.82323,37.4281
6.192,5.82111,37.6667
6.193,5.85596,37.9817
6.194,5.97101,38.2839
6.195,6.15217,38.5564
6.196,6.51359,38.7028
6.197,7.12043,38.7546
6.198,8.11423,38.792
6.199,9.67307,38.7878
6.200,12.5331,38.7568
6.201,17.1087,38.705
6.202,22.6843,38.5776
6.203,28.8527,38.4773
6.204,35.3375,38.4849
6.205,41.881,38.5548
6.206,48.2494,38.748
6.207,54.3586,38.9551
6.208,60.3051,39.2077
6.209,66.1305,39.4512
6.210,71.8591,39.6549
6.211,77.2932,39.8116
6.212,81.9513,39.8505
6.213,85.3546,39.7924
6.214,87.675,39.6478
6.215,89.0699,39.3589
6.216,89.8562,38.9202
6.217,90.3502,38.3357
6.218,90.6601,37.5994
6.219,90.9168,36.8039
6.220,91.1218,35.9752
6.221,91.2414,35.1681
6.222,91.3074,34.4371
6.223,91.2377,33.7193
6.224,91.0558,33.0426
6.225,90.7478,32.3423
6.226,90.3034,31.6351
6.227,89.7263,30.9303
6.228,89.0447,30.2033
6.229,88.2465,29.4623
6.230,87.3536,28.6571
6.231,86.3533,27.8193
6.232,85.3017,26.9699
6.233,84.1306,26.0578
6.234,82.8455,25.0882
6.235,81.4758,24.1401
6.236,80.105,23.2158
6.237,78.6896,22.4499
6.238,77.2429,21.8642
6.239,75.7125,21.4121
6.240,73.9722,21.1009
6.241,71.8444,20.8599
6.242,68.8843,20.7349
6.243,63.5736,20.6896
6.244,56.9404,20.723
6.245,51.3851,20.7903
6.246,46.3294,20.8046
6.247,41.2823,20.8206
6.248,36.2231,20.8093
6.249,31.3942,20.7724
6.250,26.9897,20.7393
6.251,22.9782,20.7095
6.252,19.3219,20.6663
6.253,15.9723,20.7091
6.254,12.9842,20.8135
6.255,10.3405,21.017
6.256,8.04099,21.3064
6.257,6.09393,21.6674
6.258,4.50517,22.1529
6.259,3.24518,22.6751
6.260,2.33986,23.2794
6.261,1.73802,23.8797
6.262,1.37379,24.4015
6.263,1.17069,24.8821
6.264,1.12227,25.2414
6.265,1.15221,25.5814
6.266,1.2319,25.9107
6.267,1.32064,26.2243
6.268,1.40596,26.5355
6.269,1.47715,26.878
6.270,1.5542,27.2442
6.271,1.62927,27.7051
6.272,1.71715,28.2118
6.273,1.81507,28.771
6.274,1.93075,29.3796
6.275,2.06429,30.023
6.276,2.21273,30.765
6.277,2.37389,31.5005
6.278,2.56972,32.1887
6.279,2.75974,32.8038
6.280,2.92305,33.2348
6.281,3.08854,33.6374
6.282,3.22478,34.0218
6.283,3.37258,34.3525
6.284,3.50599,34.6701
6.285,3.65099,34.9235
6.286,3.80705,35.1193
6.287,3.93156,35.3707
6.288,4.05864,35.6292
6.289,4.1901,35.9683
6.290,4.30244,36.3661
6.291,4.39591,36.7873
6.292,4.49339,37.2806
6.293,4.59583,37.7677
6.294,4.67911,38.2437
6.295,4.75569,38.6384
6.296,4.8031,38.8505
6.297,4.86004,39.002
6.298,4.90671,39.0349
6.299,4.96191,38.983
6.300,4.99086,38.8785
6.301,5.02616,38.6658
6.302,5.06169,38.4075
6.303,5.08082,38.1785
6.304,5.07985,37.954
6.305,5.12421,37.8481
6.306,5.14492,37.7703
6.307,5.1907,37.7826
6.308,5.20833,37.8996
6.309,5.27884,38.0496
6.310,5.36442,38.247
6.311,5.53557,38.3956
6.312,5.84767,38.4776
6.313,6.37128,38.4979
6.314,7.22427,38.4043
6.315,8.59549,38.3302
6.316,10.981,38.2784
6.317,15.3195,38.1552
6.318,20.945,38.0553
6.319,27.0745,37.9557
6.320,33.5136,37.8996
6.321,40.077,38.0069
6.322,46.4424,38.1697
6.323,52.5867,38.382
6.324,58.5119,38.631
6.325,64.2632,38.8702
6.326,69.8754,39.1429
6.327,75.3444,39.3713
6.328,80.3677,39.5613
6.329,84.3118,39.6342
6.330,87.0446,39.5716
6.331,88.767,39.3815
6.332,89.7046,39.0713
6.333,90.2417,38.5717
6.334,90.5722,37.9597
6.335,90.8071,37.1802
6.336,90.9714,36.3328
6.337,91.1161,35.532
6.338,91.2022,34.7217
6.339,91.2235,33.976
6.340,91.1389,33.2244
6.341,90.9363,32.4736
6.342,90.6117,31.7176
6.343,90.1927,30.9494
6.344,89.6359,30.1835
6.345,88.9714,29.3709
6.346,88.1978,28.533
6.347,87.3487,27.7011
6.348,86.3775,26.8333
6.349,85.3081,25.9179
6.350,84.1269,25.0009
6.351,82.9222,24.0621
6.352,81.6459,23.1849
6.353,80.2794,22.3897
6.354,78.8372,21.7261
6.355,77.3242,21.2929
6.356,75.6325,20.9799
6.357,73.6323,20.7881
6.358,70.8951,20.6912
6.359,66.1317,20.6554
6.360,59.5957,20.6999
6.361,53.9102,20.7589
6.362,48.8535,20.8581
6.363,43.8966,20.9156
6.364,38.9142,20.9599
6.365,34.061,20.9827
6.366,29.5433,20.9916
6.367,25.4464,20.9467
6.368,21.6429,20.9164
6.369,18.1379,20.8581
6.370,14.9946,20.8724
6.371,12.2053,20.9939
6.372,9.76328,21.1986
6.373,7.65766,21.5021
6.374,5.89701,21.8703
6.375,4.51401,22.3498
6.376,3.48351,22.8961
6.377,2.76123,23.4713
6.378,2.29392,24.0499
6.379,2.03116,24.4878
6.380,1.91208,24.866
6.381,1.91503,25.1839
6.382,1.94124,25.4849
6.383,1.99967,25.7887
6.384,2.07073,26.0988
6.385,2.12759,26.4289
6.386,2.18475,26.8207
6.387,2.2613,27.2635
6.388,2.31492,27.775
6.389,2.42035,28.3589
6.390,2.50856,28.9872
6.391,2.64136,29.7271
6.392,2.78139,30.4929
6.393,2.91964,31.3069
6.394,3.08346,32.109
6.395,3.22288,32.7998
6.396,3.3669,33.4156
6.397,3.52915,33.8719
6.398,3.65309,34.2456
6.399,3.78134,34.5736
6.400,3.92386,34.8403
6.401,4.05682,35.0531
6.402,4.18975,35.2296
6.403,4.31778,35.3568
6.404,4.42295,35.524
6.405,4.54066,35.7217
6.406,4.63267,35.9598
6.407,4.74305,36.3249
6.408,4.83834,36.7137
6.409,4.92856,37.1574
6.410,5.01852,37.5937
6.411,5.09159,37.972
6.412,5.14519,38.2844
6.413,5.19948,38.3998
6.414,5.25846,38.4449
6.415,5.28855,38.4211
6.416,5.30597,38.2955
6.417,5.3338,38.1215
6.418,5.37826,37.8734
6.419,5.3963,37.5488
6.420,5.42013,37.3231
6.421,5.42799,37.1789
6.422,5.46067,37.1205
6.423,5.47994,37.0896
6.424,5.51783,37.1192
6.425,5.53934,37.2922
6.426,5.64262,37.4755
6.427,5.78052,37.6925
6.428,6.02351,37.8827
6.429,6.49971,37.951
6.430,7.28073,38.0177
6.431,8.51493,38.0949
6.432,10.6187,38.0845
6.433,14.6555,37.9922
6.434,20.2383,37.796
6.435,26.4009,37.582
6.436,32.9984,37.4156
6.437,39.766,37.3075
6.438,46.3666,37.3302
6.439,52.6805,37.4465
6.440,58.752,37.595
6.441,64.5945,37.8236
6.442,70.337,38.0334
6.443,75.9689,38.2847
6.444,81.2241,38.4857
6.445,85.4729,38.6225
6.446,88.5364,38.6856
6.447,90.5741,38.6455
6.448,91.7963,38.4196
6.449,92.4992,38.0896
6.450,92.9359,37.5712
6.451,93.2312,36.9522
6.452,93.4366,36.2276
6.453,93.5882,35.4291
6.454,93.6767,34.7127
6.455,93.7164,33.9978
6.456,93.6408,33.3084
6.457,93.453,32.6139
6.458,93.138,31.8818
6.459,92.6865,31.1546
6.460,92.1032,30.4219
6.461,91.4251,29.6813
6.462,90.6097,28.8794
6.463,89.6558,28.0075
6.464,88.5965,27.1792
6.465,87.418,26.3441
6.466,86.1143,25.442
6.467,84.6825,24.5513
6.468,83.1653,23.6321
6.469,81.6093,22.7597
6.470,80.0142,22.0605
6.471,78.3335,21.4647
6.472,76.5548,20.967
6.473,74.5589,20.5811
6.474,72.1407,20.3529
6.475,68.4276,20.2634
6.476,62.3121,20.2421
6.477,56.0339,20.3206
6.478,50.7406,20.3782
6.479,45.655,20.4228
6.480,40.6106,20.4421
6.481,35.612,20.4379
6.482,30.8927,20.4011
6.483,26.5289,20.3797
6.484,22.5274,20.3247
6.485,18.8576,20.3098
6.486,15.5736,20.356
6.487,12.6376,20.4767
6.488,10.0543,20.7172
6.489,7.81738,21.0377
6.490,5.97507,21.4363
6.491,4.52841,21.9105
6.492,3.47074,22.4399
6.493,2.74772,23.0479
6.494,2.32859,23.6342
6.495,2.11234,24.2055
6.496,2.07762,24.6906
6.497,2.09706,25.0977
6.498,2.18347,25.4891
6.499,2.25014,25.8611
6.500,2.3494,26.2518
6.501,2.4518,26.6766
6.502,2.565,27.0936
6.503,2.6561,27.5376
6.504,2.76019,28.0562
6.505,2.87712,28.6082
6.506,3.00391,29.2583
6.507,3.12429,29.9528
6.508,3.3004,30.7279
6.509,3.45863,31.5551
6.510,3.63764,32.3827
6.511,3.77735,33.1884
6.512,3.90943,33.8392
6.513,4.05357,34.359
6.514,4.19522,34.7351
6.515,4.30807,34.9945
6.516,4.42126,35.2297
6.517,4.50209,35.4288
6.518,4.59402,35.5428
6.519,4.66012,35.6354
6.520,4.73223,35.7473
6.521,4.77623,35.8796
6.522,4.83749,36.0812
6.523,4.86941,36.305
6.524,4.90849,36.6996
6.525,4.9355,37.1567
6.526,4.97183,37.5829
6.527,4.99482,37.9618
6.528,5.00888,38.2338
6.529,5.00958,38.4259
6.530,5.01665,38.4563
6.531,5.00404,38.3913
6.532,5.01747,38.3103
6.533,5.00217,38.1828
6.534,4.97755,38.0266
6.535,4.95543,37.8756
6.536,4.95405,37.7148
6.537,4.93525,37.6249
6.538,4.94764,37.6626
6.539,4.93994,37.7706
6.540,4.94164,38.0002
6.541,4.94799,38.2416
6.542,5.00229,38.5291
6.543,5.10538,38.8178
6.544,5.31669,39.0544
6.545,5.64351,39.2555
6.546,6.24247,39.3298
6.547,7.21763,39.3321
6.548,8.76989,39.28
6.549,11.4415,39.1391
6.550,15.6098,38.9794
6.551,20.7513,38.7613
6.552,26.739,38.4973
6.553,33.2207,38.2846
6.554,39.7819,38.142
6.555,46.0019,38.094
6.556,51.8834,38.1897
6.557,57.4351,38.2684
6.558,62.7045,38.3771
6.559,67.7725,38.4575
6.560,72.6773,38.5463
6.561,76.9506,38.5822
6.562,80.0915,38.5075
6.563,82.1937,38.3556
6.564,83.4666,38.1228
6.565,84.057,37.6694
6.566,84.2864,37.0611
6.567,84.3507,36.3412
6.568,84.3435,35.5402
6.569,84.3466,34.7142
6.570,84.3724,33.8682
6.571,84.4065,33.1267
6.572,84.415,32.4593
6.573,84.369,31.8103
6.574,84.2118,31.1973
6.575,83.9095,30.5561
6.576,83.4835,29.9304
6.577,82.9295,29.3031
6.578,82.2906,28.6544
6.579,81.5887,27.9743
6.580,80.8208,27.2187
6.581,79.9865,26.413
6.582,79.1224,25.5865
6.583,78.1619,24.6964
6.584,77.1344,23.7973
6.585,76.0023,22.9324
6.586,74.7927,22.1045
6.587,73.4483,21.4593
6.588,71.9477,20.9527
6.589,70.2113,20.607
6.590,68.0421,20.4118
6.591,64.8553,20.2742
6.592,59.3913,20.2581
6.593,53.2694,20.2812
6.594,48.0833,20.3649
6.595,43.2431,20.4563
6.596,38.4699,20.4941
6.597,33.7875,20.5147
6.598,29.2904,20.5076
6.599,25.1447,20.4895
6.600,21.3964,20.4956
6.601,17.9263,20.4957
6.602,14.7354,20.521
6.603,11.8655,20.6562
6.604,9.3133,20.8633
6.605,7.0657,21.1951
6.606,5.14981,21.6357
6.607,3.55643,22.1443
6.608,2.29797,22.7658
6.609,1.41224,23.4173
6.610,0.815011,24.1354
6.611,0.463674,24.8158
6.612,0.320905,25.4263
6.613,0.311131,25.985
6.614,0.387642,26.4264
6.615,0.502196,26.8603
6.616,0.607705,27.2936
6.617,0.730655,27.7147
6.618,0.855598,28.1534
6.619,0.967418,28.6097
6.620,1.08734,29.063
6.621,1.20709,29.6161
6.622,1.31189,30.2148
6.623,1.46062,30.8776
6.624,1.61291,31.5913
6.625,1.77682,32.3341
6.626,1.91308,33.137
6.627,2.09313,33.9008
6.628,2.24671,34.6051
6.629,2.39031,35.1808
6.630,2.51967,35.5674
6.631,2.66883,35.8832
6.632,2.7899,36.113
6.633,2.91831,36.2957
6.634,3.03503,36.4763
6.635,3.15025,36.5953
6.636,3.2128,36.681
6.637,3.31084,36.8479
6.638,3.40536,37.0336
6.639,3.47345,37.3059
6.640,3.50637,37.5998
6.641,3.57776,37.97
6.642,3.62266,38.4058
6.643,3.67015,38.8503
6.644,3.68099,39.2913
6.645,3.72321,39.6208
6.646,3.72377,39.7965
6.647,3.73768,39.8727
6.648,3.74865,39.834
6.649,3.74613,39.7823
6.650,3.71843,39.7436
6.651,3.72765,39.554
6.652,3.71412,39.2806
6.653,3.70933,39.0305
6.654,3.68457,38.8146
6.655,3.67973,38.7415
6.656,3.66904,38.7126
6.657,3.69918,38.7944
6.658,3.69647,38.9468
6.659,3.77473,39.1524
6.660,3.88994,39.4122
6.661,4.15309,39.6228
6.662,4.62297,39.7714
6.663,5.3866,39.8135
6.664,6.59466,39.7581
6.665,8.58194,39.7251
6.666,11.8566,39.6792
6.667,16.4295,39.5336
6.668,21.9256,39.3494
6.669,28.0434,39.131
6.670,34.4931,38.9566
6.671,40.941,38.9295
6.672,47.1678,38.9516
6.673,53.1198,39.0849
6.674,58.804,39.2177
6.675,64.2686,39.3304
6.676,69.5593,39.4337
6.677,74.4829,39.4937
6.678,78.4594,39.4903
6.679,81.2681,39.3516
6.680,83.1294,39.0994
6.681,84.2384,38.7664
6.682,84.8874,38.3009
6.683,85.3247,37.6845
6.684,85.6515,36.9443
