Time C2,Pressure C2, Volume C2
1.203,51.2505,50.0652
1.204,52.5516,49.4452
1.205,53.6142,48.7207
1.206,54.4701,47.8946
1.207,55.1985,46.974
1.208,55.7336,45.9342
1.209,56.1375,44.7638
1.21,56.4116,43.4858
1.211,56.5731,42.1251
1.212,56.5734,40.6862
1.213,56.4732,39.1744
1.214,56.2389,37.6482
1.215,55.8869,36.1769
1.216,55.4081,34.6521
1.217,54.843,33.0339
1.218,54.1981,31.5159
1.219,53.5296,30.2159
1.22,52.7921,28.9579
1.221,52.1204,27.7098
1.222,51.5298,26.5284
1.223,51.1036,25.4048
1.224,50.7666,24.3582
1.225,50.4178,23.4118
1.226,49.9411,22.5593
1.227,49.3226,21.7932
1.228,48.5434,21.1299
1.229,47.599,20.5822
1.23,46.4555,20.0967
1.231,45.1459,19.6219
1.232,43.7089,19.2148
1.233,42.1464,18.8697
1.234,40.3893,18.57
1.235,38.1039,18.2925
1.236,34.9899,18.036
1.237,32.0827,17.7841
1.238,29.5583,17.5843
1.239,27.2138,17.4292
1.24,24.8381,17.3057
1.241,22.2986,17.2049
1.242,19.8159,17.1206
1.243,17.7637,17.018
1.244,16.1619,16.9274
1.245,14.827,16.8366
1.246,13.5828,16.7582
1.247,12.4602,16.6874
1.248,11.4335,16.6457
1.249,10.5068,16.6202
1.25,9.63652,16.6348
1.251,8.5716,16.693
1.252,7.45558,16.7919
1.253,6.41923,16.9308
1.254,5.45436,17.1116
1.255,4.61948,17.2973
1.256,3.99065,17.5109
1.257,3.54888,17.77
1.258,3.25761,18.0543
1.259,3.14227,18.3552
1.26,3.20444,18.6732
1.261,3.38743,18.9914
1.262,3.55749,19.3109
1.263,3.67841,19.6507
1.264,3.69138,20.0087
1.265,3.6757,20.3221
1.266,3.64638,20.6276
1.267,3.6196,20.9224
1.268,3.58703,21.2332
1.269,3.5586,21.5588
1.27,3.54299,21.8834
1.271,3.53458,22.1767
1.272,3.52683,22.4796
1.273,3.51144,22.783
1.274,3.51993,23.1026
1.275,3.53967,23.4327
1.276,3.53565,23.7752
1.277,3.53748,24.0791
1.278,3.56852,24.3935
1.279,3.59016,24.7216
1.28,3.58309,25.0701
1.281,3.59097,25.4016
1.282,3.60349,25.7428
1.283,3.623,26.0857
1.284,3.64705,26.4599
1.285,3.6544,26.815
1.286,3.68803,27.2104
1.287,3.73419,27.6369
1.288,3.74505,28.0958
1.289,3.771,28.5546
1.29,3.80882,29.0531
1.291,3.83642,29.5702
1.292,3.86146,30.117
1.293,3.89213,30.6703
1.294,3.93227,31.2336
1.295,3.97078,31.7727
1.296,3.98541,32.367
1.297,4.00546,32.9686
1.298,4.02071,33.6171
1.299,4.0517,34.3631
1.3,4.07912,35.1028
1.301,4.07575,35.7612
1.302,4.10761,36.4436
1.303,4.11903,37.1835
1.304,4.13091,37.8568
1.305,4.16504,38.3948
1.306,4.17559,38.9648
1.307,4.17489,39.5339
1.308,4.18927,40.1238
1.309,4.20651,40.7003
1.31,4.20652,41.2796
1.311,4.19849,41.8565
1.312,4.20572,42.455
1.313,4.20599,43.0474
1.314,4.22153,43.6278
1.315,4.2095,44.1583
1.316,4.23512,44.6766
1.317,4.29245,45.1982
1.318,4.4303,45.7622
1.319,4.73442,46.345
1.32,5.28939,46.9209
1.321,6.1267,47.5252
1.322,7.32372,48.1233
1.323,9.06256,48.7194
1.324,11.9533,49.2469
1.325,15.9666,49.7246
1.326,20.1657,50.1603
1.327,24.5299,50.5412
1.328,29.023,50.8226
1.329,33.3136,51.0341
1.33,37.2793,51.1376
1.331,40.8485,51.1293
1.332,44.0466,51.0025
1.333,46.7978,50.7729
1.334,49.0344,50.4088
1.335,50.8086,49.923
1.336,52.2051,49.3438
1.337,53.3176,48.6668
1.338,54.2196,47.9101
1.339,54.9662,47.0322
1.34,55.5557,45.9429
1.341,56.0037,44.7344
1.342,56.3174,43.495
1.343,56.5013,42.1601
1.344,56.5791,40.6735
1.345,56.4915,39.1286
1.346,56.2975,37.6278
1.347,55.9768,36.1142
1.348,55.5415,34.6139
1.349,55.0253,33.1351
1.35,54.427,31.6992
1.351,53.7426,30.3062
1.352,53.0589,28.9522
1.353,52.4093,27.656
1.354,51.8956,26.4169
1.355,51.5317,25.2619
1.356,51.2511,24.2217
1.357,50.9252,23.2726
1.358,50.441,22.4183
1.359,49.7944,21.6768
1.36,49.0453,21.0242
1.361,48.0931,20.4667
1.362,46.9864,19.9405
1.363,45.6921,19.4907
1.364,44.2512,19.0705
1.365,42.6411,18.7299
1.366,40.8996,18.4197
1.367,38.7266,18.1682
1.368,35.7244,17.9274
1.369,32.7171,17.7241
1.37,30.1111,17.5106
1.371,27.7212,17.3379
1.372,25.3187,17.1912
1.373,22.7442,17.0813
1.374,20.2197,16.9612
1.375,18.0231,16.8703
1.376,16.3212,16.7681
1.377,14.8403,16.6733
1.378,13.5058,16.5912
1.379,12.3025,16.5423
1.38,11.2384,16.5049
1.381,10.2509,16.4943
1.382,9.28123,16.5117
1.383,8.32484,16.5674
1.384,7.37096,16.6597
1.385,6.42473,16.786
1.386,5.47305,16.9321
1.387,4.60096,17.1137
1.388,3.96661,17.3326
1.389,3.48772,17.5809
1.39,3.20776,17.8526
1.391,3.03631,18.1452
1.392,3.05436,18.4158
1.393,3.18677,18.6804
1.394,3.33428,18.9335
1.395,3.44614,19.1941
1.396,3.50437,19.4752
1.397,3.49553,19.7825
1.398,3.51271,20.1061
1.399,3.48263,20.4339
1.4,3.47141,20.7552
1.401,3.42991,21.0762
1.402,3.39962,21.394
1.403,3.36713,21.7124
1.404,3.37739,22.0206
1.405,3.38514,22.3179
1.406,3.37855,22.5901
1.407,3.3824,22.8557
1.408,3.3962,23.1061
1.409,3.39695,23.3587
1.41,3.43184,23.5818
1.411,3.4344,23.8057
1.412,3.44484,24.0473
1.413,3.43702,24.299
1.414,3.4678,24.527
1.415,3.4869,24.7594
1.416,3.5018,25.0034
1.417,3.50489,25.287
1.418,3.54498,25.6038
1.419,3.56549,25.9394
1.42,3.59257,26.2719
1.421,3.6081,26.6303
1.422,3.63792,27.0154
1.423,3.66415,27.4286
1.424,3.70543,27.8685
1.425,3.72653,28.3385
1.426,3.75408,28.8923
1.427,3.77413,29.4607
1.428,3.80438,29.9196
1.429,3.81842,30.3537
1.43,3.84381,30.7719
1.431,3.86137,31.194
1.432,3.89167,31.6537
1.433,3.8913,32.1478
1.434,3.91494,32.6506
1.435,3.93594,33.1579
1.436,3.94189,33.6222
1.437,3.95194,34.058
1.438,3.96956,34.4345
1.439,3.98614,34.8
1.44,3.98677,35.108
1.441,4.00482,35.4263
1.442,3.99035,35.7607
1.443,3.98844,36.1221
1.444,4.00551,36.5321
1.445,4.01135,36.9623
1.446,4.01263,37.3968
1.447,4.02483,37.8299
1.448,4.0434,38.2305
1.449,4.11357,38.6363
1.45,4.27651,39.0769
1.451,4.59916,39.5557
1.452,5.13898,40.0632
1.453,5.97949,40.5634
1.454,7.16309,41.1041
1.455,8.78329,41.6419
1.456,11.4626,42.1751
1.457,15.3746,42.6571
1.458,19.482,43.1294
1.459,23.5977,43.5339
1.46,27.7807,43.8801
1.461,31.8581,44.1554
1.462,35.611,44.3809
1.463,38.979,44.5102
1.464,41.9866,44.5534
1.465,44.6286,44.4851
1.466,46.8208,44.3357
1.467,48.5645,43.9792
1.468,49.9697,43.487
1.469,51.1002,42.9653
1.47,51.9605,42.3746
1.471,52.6833,41.7026
1.472,53.2602,40.9367
1.473,53.7051,40.0282
1.474,54.0303,39.0114
1.475,54.214,37.8974
1.476,54.2547,36.6972
1.477,54.1706,35.4742
1.478,53.9952,34.2278
1.479,53.6832,32.995
1.48,53.2614,31.769
1.481,52.7725,30.6198
1.482,52.1956,29.5318
1.483,51.5991,28.4839
1.484,51.042,27.4829
1.485,50.6182,26.4778
1.486,50.2767,25.5026
1.487,49.9946,24.5601
1.488,49.6797,23.6707
1.489,49.2238,22.8752
1.49,48.64,22.1589
1.491,47.8861,21.4904
1.492,46.9404,20.911
1.493,45.8723,20.3909
1.494,44.612,19.9452
1.495,43.2067,19.4985
1.496,41.6489,19.1038
1.497,39.9679,18.7406
1.498,38.0773,18.4351
1.499,35.5391,18.125
1.5,32.5258,17.8575
1.501,29.8672,17.6246
1.502,27.4778,17.4627
1.503,25.1271,17.2938
1.504,22.6289,17.1415
1.505,20.1504,17.0021
1.506,17.9747,16.8853
1.507,16.3144,16.756
1.508,14.9125,16.641
1.509,13.6507,16.521
1.51,12.485,16.4162
1.511,11.4259,16.3366
1.512,10.4344,16.2967
1.513,9.50538,16.2929
1.514,8.5507,16.3274
1.515,7.63745,16.389
1.516,6.61081,16.4824
1.517,5.64493,16.6326
1.518,4.77878,16.8349
1.519,4.12017,17.0657
1.52,3.67263,17.3336
1.521,3.39747,17.6342
1.522,3.27918,17.9637
1.523,3.34831,18.2999
1.524,3.47704,18.6553
1.525,3.6169,19.0097
1.526,3.69236,19.3733
1.527,3.70284,19.7377
1.528,3.69233,20.1069
1.529,3.69642,20.4887
1.53,3.67551,20.8789
1.531,3.66049,21.2631
1.532,3.62614,21.6325
1.533,3.59263,21.9859
1.534,3.53243,22.3322
1.535,3.54149,22.6826
1.536,3.55598,23.0369
1.537,3.55615,23.3716
1.538,3.55432,23.6868
1.539,3.57341,24.0061
1.54,3.58423,24.3291
1.541,3.59048,24.639
1.542,3.58328,24.9246
1.543,3.59851,25.169
1.544,3.62246,25.4103
1.545,3.65641,25.6927
1.546,3.66119,26.0033
1.547,3.68595,26.3036
1.548,3.69733,26.6045
1.549,3.73341,26.9644
1.55,3.74596,27.3738
1.551,3.78388,27.8333
1.552,3.78793,28.3242
1.553,3.84784,28.8255
1.554,3.88367,29.3448
1.555,3.90081,29.8911
1.556,3.92784,30.4729
1.557,3.95299,31.1238
1.558,3.97558,31.8086
1.559,4.007,32.4717
1.56,4.04514,33.1358
1.561,4.06548,33.8207
1.562,4.08385,34.5207
1.563,4.10229,35.208
1.564,4.11513,35.8899
1.565,4.13381,36.5711
1.566,4.14876,37.2517
1.567,4.17731,37.9292
1.568,4.16414,38.5991
1.569,4.16849,39.1911
1.57,4.18157,39.7391
1.571,4.18783,40.1949
1.572,4.1986,40.643
1.573,4.21055,41.1532
1.574,4.21368,41.7038
1.575,4.22489,42.3116
1.576,4.22758,42.9296
1.577,4.21729,43.5396
1.578,4.21307,44.1572
1.579,4.2343,44.7778
1.58,4.25423,45.3791
1.581,4.34246,45.9905
1.582,4.54345,46.6028
1.583,4.93407,47.2417
1.584,5.56496,47.8706
1.585,6.5531,48.533
1.586,7.92601,49.1379
1.587,10.0609,49.71
1.588,13.5663,50.2436
1.589,17.7661,50.7325
1.59,21.9833,51.1143
1.591,26.4226,51.4297
1.592,30.8295,51.6412
1.593,34.9381,51.8016
1.594,38.7273,51.8613
1.595,42.1234,51.8164
1.596,45.0983,51.6468
1.597,47.6091,51.4092
1.598,49.6247,51.0135
1.599,51.2125,50.4763
1.6,52.4812,49.8239
1.601,53.5323,49.0737
1.602,54.383,48.1853
1.603,55.0845,47.1764
1.604,55.627,46.0596
1.605,56.0547,44.8227
1.606,56.3197,43.4769
1.607,56.452,42.0512
1.608,56.4305,40.5356
1.609,56.3373,38.9433
1.61,56.0852,37.3653
1.611,55.7268,35.8015
1.612,55.2518,34.3382
1.613,54.6825,32.9664
1.614,54.0386,31.6262
1.615,53.3403,30.355
1.616,52.6186,29.1016
1.617,51.9184,27.8908
1.618,51.3399,26.7289
1.619,50.9082,25.63
1.62,50.556,24.6143
1.621,50.1684,23.6985
1.622,49.6455,22.8487
1.623,48.9748,22.0987
1.624,48.1727,21.4085
1.625,47.2203,20.8085
1.626,46.0609,20.2328
1.627,44.7382,19.7254
1.628,43.2645,19.2388
1.629,41.6745,18.8178
1.63,39.8963,18.4617
1.631,37.5706,18.1844
1.632,34.4573,17.9366
1.633,31.5536,17.7467
1.634,29.0457,17.5468
1.635,26.6844,17.3893
1.636,24.2496,17.266
1.637,21.6787,17.1801
1.638,19.2481,17.073
1.639,17.259,16.9787
1.64,15.6846,16.8893
1.641,14.3259,16.8152
1.642,13.1446,16.7431
1.643,12.0231,16.6802
1.644,10.9945,16.6317
1.645,10.0423,16.6175
1.646,9.15471,16.6527
1.647,8.16805,16.7209
1.648,7.0772,16.8144
1.649,6.03079,16.9431
1.65,5.13952,17.1059
1.651,4.37528,17.2983
1.652,3.80664,17.5221
1.653,3.40218,17.7697
1.654,3.23774,18.0482
1.655,3.26247,18.3664
1.656,3.41758,18.6756
1.657,3.55722,18.986
1.658,3.64596,19.2981
1.659,3.6951,19.608
1.66,3.69523,19.9328
1.661,3.66926,20.261
1.662,3.66835,20.5962
1.663,3.63468,20.9282
1.664,3.58455,21.261
1.665,3.56622,21.5888
1.666,3.54826,21.9065
1.667,3.5114,22.1992
1.668,3.50446,22.5056
1.669,3.51188,22.8202
1.67,3.51292,23.1338
1.671,3.51174,23.4311
1.672,3.53512,23.7393
1.673,3.53591,24.046
1.674,3.55359,24.3652
1.675,3.56196,24.6793
1.676,3.58072,24.9982
1.677,3.5812,25.3136
1.678,3.59711,25.6548
1.679,3.61282,26.0029
1.68,3.63287,26.3827
1.681,3.66659,26.7771
1.682,3.70557,27.2074
1.683,3.71613,27.6556
1.684,3.76397,28.1622
1.685,3.77994,28.7029
1.686,3.81963,29.2255
1.687,3.83276,29.7229
1.688,3.8847,30.3159
1.689,3.89527,30.9876
1.69,3.91408,31.6049
1.691,3.92795,32.1591
1.692,3.97419,32.7717
1.693,3.99538,33.4355
1.694,4.02282,34.1259
1.695,4.04809,34.814
1.696,4.04947,35.489
1.697,4.06653,36.1565
1.698,4.09375,36.8195
1.699,4.09583,37.4708
1.7,4.11562,38.0976
1.701,4.12531,38.6917
1.702,4.1447,39.2589
1.703,4.13343,39.7965
1.704,4.15085,40.3004
1.705,4.14143,40.7698
1.706,4.14102,41.2712
1.707,4.15741,41.8035
1.708,4.16252,42.3677
1.709,4.16641,42.9247
1.71,4.17992,43.4807
1.711,4.18388,44.0367
1.712,4.20907,44.6015
1.713,4.2612,45.1525
1.714,4.4181,45.7231
1.715,4.74662,46.2887
1.716,5.32999,46.8698
1.717,6.21256,47.436
1.718,7.49112,48.0326
1.719,9.31593,48.6102
1.72,12.456,49.1603
1.721,16.6051,49.6455
1.722,20.8015,50.1041
1.723,25.1523,50.4905
1.724,29.6285,50.8019
1.725,33.8643,50.9914
1.726,37.7669,51.0878
1.727,41.2982,51.111
1.728,44.4146,51.0772
1.729,47.0807,50.8613
1.73,49.2455,50.4579
1.731,50.94,49.9793
1.732,52.3047,49.4647
1.733,53.3971,48.8055
1.734,54.3066,47.9966
1.735,55.0398,47.0604
1.736,55.6118,45.9971
1.737,56.0599,44.8114
1.738,56.3723,43.5133
1.739,56.5173,42.1164
1.74,56.5712,40.6499
1.741,56.4853,39.1414
1.742,56.2741,37.6131
1.743,55.9384,36.0796
1.744,55.4787,34.5634
1.745,54.9388,33.0983
1.746,54.3351,31.7167
1.747,53.6519,30.3623
1.748,52.9643,29.051
1.749,52.2791,27.7955
1.75,51.7074,26.5955
1.751,51.2829,25.4559
1.752,50.9907,24.3955
1.753,50.6187,23.4293
1.754,50.1291,22.5725
1.755,49.4731,21.7997
1.756,48.6935,21.129
1.757,47.7725,20.5379
1.758,46.6607,20.0314
1.759,45.3623,19.5627
1.76,43.9196,19.1533
1.761,42.3181,18.7988
1.762,40.5625,18.4955
1.763,38.3827,18.2092
1.764,35.3595,17.9625
1.765,32.4034,17.7558
1.766,29.8567,17.5946
1.767,27.4846,17.4378
1.768,25.0976,17.3034
1.769,22.5718,17.1908
1.77,20.0854,17.0956
1.771,17.9682,17.0004
1.772,16.3404,16.9058
1.773,14.9178,16.8204
1.774,13.64,16.7381
1.775,12.5152,16.6699
1.776,11.5097,16.619
1.777,10.5619,16.6061
1.778,9.69991,16.6219
1.779,8.64763,16.6834
1.78,7.53294,16.7759
1.781,6.46045,16.9023
1.782,5.49948,17.0685
1.783,4.6396,17.2686
1.784,3.96307,17.5008
1.785,3.4891,17.7585
1.786,3.29182,18.031
1.787,3.25978,18.3145
1.788,3.32922,18.6123
1.789,3.48887,18.9076
1.79,3.61402,19.1858
1.791,3.70032,19.4858
1.792,3.72732,19.7955
1.793,3.73493,20.1192
1.794,3.6972,20.442
1.795,3.6597,20.7774
1.796,3.62915,21.1131
1.797,3.59229,21.4553
1.798,3.57916,21.7975
1.799,3.59,22.1637
1.8,3.58248,22.5597
1.801,3.57214,22.9417
1.802,3.5673,23.2738
1.803,3.57406,23.6197
1.804,3.58883,23.958
1.805,3.60129,24.2972
1.806,3.60687,24.6041
1.807,3.62742,24.9319
1.808,3.61438,25.2709
1.809,3.62371,25.6065
1.81,3.64769,25.9033
1.811,3.67193,26.2156
1.812,3.69053,26.502
1.813,3.74638,26.8302
1.814,3.77446,27.1876
1.815,3.81403,27.6024
1.816,3.81718,28.0557
1.817,3.85713,28.5334
1.818,3.87707,29.0017
1.819,3.89519,29.5147
1.82,3.91507,30.0622
1.821,3.90967,30.6555
1.822,3.87879,31.2683
1.823,3.91223,31.8918
1.824,3.91044,32.5057
1.825,3.94264,33.1261
1.826,3.96882,33.7415
1.827,4.01844,34.3906
1.828,4.0499,35.067
1.829,4.06572,35.7131
1.83,4.0728,36.3055
1.831,4.08082,36.9059
1.832,4.07828,37.4887
1.833,4.08354,38.04
1.834,4.08814,38.5232
1.835,4.10431,38.9904
1.836,4.10754,39.4027
1.837,4.11351,39.8955
1.838,4.10126,40.4738
1.839,4.12191,41.0627
1.84,4.10276,41.6273
1.841,4.11361,42.1457
1.842,4.11128,42.6388
1.843,4.14861,43.1585
1.844,4.16186,43.6713
1.845,4.25301,44.1974
1.846,4.46687,44.7331
1.847,4.86592,45.3094
1.848,5.50891,45.8925
1.849,6.50241,46.4431
1.85,7.85731,46.971
1.851,9.98709,47.4987
1.852,13.4612,48.0061
1.853,17.5861,48.4916
1.854,21.7316,48.9082
1.855,26.0799,49.2593
1.856,30.4151,49.5371
1.857,34.5326,49.6876
1.858,38.2848,49.7287
1.859,41.6775,49.6955
1.86,44.6487,49.5579
1.861,47.1729,49.2958
1.862,49.1846,48.9182
1.863,50.8097,48.4053
1.864,52.1022,47.7664
1.865,53.1127,47.0164
1.866,53.9376,46.1512
1.867,54.6159,45.1737
1.868,55.1417,44.0622
1.869,55.552,42.7975
1.87,55.8224,41.438
1.871,55.9755,40.0289
1.872,55.9725,38.553
1.873,55.8339,37.0281
1.874,55.594,35.497
1.875,55.2462,34.0217
1.876,54.7641,32.605
1.877,54.2405,31.3207
1.878,53.6323,30.0628
1.879,52.9848,28.7849
1.88,52.3323,27.5566
1.881,51.8045,26.4036
1.882,51.3915,25.3319
1.883,51.118,24.3426
1.884,50.8651,23.4389
1.885,50.4825,22.6335
1.886,49.9408,21.9181
1.887,49.2344,21.2798
1.888,48.3355,20.7127
1.889,47.2552,20.193
1.89,45.9834,19.738
1.891,44.5879,19.329
1.892,43.0416,18.968
1.893,41.3662,18.6236
1.894,39.4271,18.3291
1.895,36.8357,18.073
1.896,33.7144,17.8445
1.897,30.9658,17.6171
1.898,28.5378,17.4307
1.899,26.1722,17.2842
1.9,23.639,17.167
1.901,21.0816,17.0506
1.902,18.7529,16.9472
1.903,16.9208,16.837
1.904,15.367,16.7467
1.905,13.9939,16.6674
1.906,12.7482,16.6098
1.907,11.6571,16.5638
1.908,10.6302,16.5462
1.909,9.67216,16.5421
1.91,8.70156,16.5691
1.911,7.76531,16.6328
1.912,6.82627,16.7329
1.913,5.99137,16.8498
1.914,5.12486,16.9968
1.915,4.30351,17.1771
1.916,3.71433,17.3909
1.917,3.34393,17.6313
1.918,3.11152,17.8869
1.919,3.02778,18.1401
1.92,3.05399,18.4069
1.921,3.19737,18.6935
1.922,3.31766,18.9876
1.923,3.41802,19.2646
1.924,3.45683,19.5547
1.925,3.46272,19.8682
1.926,3.45409,20.1937
1.927,3.46162,20.5267
1.928,3.42943,20.8622
1.929,3.4011,21.1733
1.93,3.37457,21.4794
1.931,3.37842,21.7807
1.932,3.38418,22.0756
1.933,3.37866,22.3395
1.934,3.37686,22.6014
1.935,3.37285,22.8428
1.936,3.39189,23.0886
1.937,3.41892,23.3103
1.938,3.43042,23.5366
1.939,3.44055,23.7358
1.94,3.43353,23.9436
1.941,3.45504,24.1635
1.942,3.4788,24.4132
1.943,3.49299,24.68
1.944,3.52331,24.9727
1.945,3.54972,25.2681
1.946,3.55564,25.5842
1.947,3.59003,25.8972
1.948,3.61985,26.2346
1.949,3.66017,26.5864
1.95,3.68723,26.9751
1.951,3.71494,27.3772
1.952,3.73235,27.8012
1.953,3.75823,28.2445
1.954,3.80048,28.7179
1.955,3.81176,29.18
1.956,3.82811,29.6627
1.957,3.85378,30.1741
1.958,3.88272,30.6996
1.959,3.88148,31.2235
1.96,3.90618,31.7572
1.961,3.9177,32.2701
1.962,3.92039,32.7658
1.963,3.92559,33.2244
1.964,3.9581,33.6942
1.965,3.97231,34.146
1.966,3.96474,34.572
1.967,3.96558,34.9233
1.968,3.98851,35.2689
1.969,3.98082,35.6066
1.97,3.98702,35.9917
1.971,3.96918,36.427
1.972,3.96073,36.8596
1.973,3.95725,37.2679
1.974,3.97386,37.6915
1.975,3.96978,38.1225
1.976,3.99669,38.5602
1.977,4.10464,38.9833
1.978,4.33777,39.4436
1.979,4.74521,39.9584
1.98,5.39115,40.4994
1.981,6.35854,41.0389
1.982,7.70239,41.5502
1.983,9.71095,42.0435
1.984,13.0889,42.5058
1.985,17.2379,42.9673
1.986,21.3527,43.3698
1.987,25.5194,43.7097
1.988,29.6788,43.9969
1.989,33.5973,44.2475
1.99,37.1552,44.4061
1.991,40.3626,44.483
1.992,43.2037,44.4656
1.993,45.6381,44.3596
1.994,47.6205,44.1357
1.995,49.2031,43.8281
1.996,50.4741,43.4353
1.997,51.4663,42.941
1.998,52.3069,42.302
1.999,52.9969,41.535
2,53.5416,40.6541
2.001,53.928,39.6743
2.002,54.1835,38.6228
2.003,54.2952,37.5039
2.004,54.2994,36.339
2.005,54.1323,35.1207
2.006,53.8521,33.8814
2.007,53.476,32.6376
2.008,53.0323,31.4696
2.009,52.4824,30.3421
2.01,51.8932,29.2617
2.011,51.2525,28.2138
2.012,50.686,27.1547
2.013,50.1873,26.1306
2.014,49.8267,25.1626
2.015,49.5149,24.2472
2.016,49.1674,23.3763
2.017,48.6587,22.5736
2.018,47.9802,21.8622
2.019,47.1405,21.2264
2.02,46.1625,20.6102
2.021,45.0331,20.0667
2.022,43.7527,19.5799
2.023,42.3177,19.1649
2.024,40.8047,18.7991
2.025,39.103,18.4881
2.026,37.0739,18.169
2.027,34.2503,17.8989
2.028,31.3513,17.6719
2.029,28.8276,17.4913
2.03,26.5047,17.305
2.031,24.1134,17.156
2.032,21.5768,17.0179
2.033,19.1568,16.911
2.034,17.1957,16.8099
2.035,15.6725,16.7315
2.036,14.3725,16.6327
2.037,13.1365,16.5457
2.038,12.0431,16.4737
2.039,11.0465,16.4415
2.04,10.1016,16.4361
2.041,9.24982,16.461
2.042,8.3463,16.5201
2.043,7.25403,16.6175
2.044,6.19216,16.7314
2.045,5.24595,16.8805
2.046,4.52636,17.0824
2.047,3.95983,17.3337
2.048,3.57748,17.6238
2.049,3.3979,17.946
2.05,3.42152,18.2753
2.051,3.55836,18.6189
2.052,3.72329,18.971
2.053,3.7726,19.3397
2.054,3.79454,19.7124
2.055,3.78343,20.0944
2.056,3.77979,20.4638
2.057,3.74797,20.8355
2.058,3.71037,21.213
2.059,3.65738,21.5926
2.06,3.65005,21.9647
2.061,3.61906,22.3364
2.062,3.6244,22.7013
2.063,3.5915,23.065
2.064,3.59487,23.3802
2.065,3.59673,23.679
2.066,3.59995,23.9725
2.067,3.60711,24.2775
2.068,3.62287,24.5656
2.069,3.63839,24.8592
2.07,3.66147,25.174
2.071,3.66643,25.5108
2.072,3.6935,25.8418
2.073,3.70275,26.1883
2.074,3.71122,26.5375
2.075,3.72187,26.9094
2.076,3.74681,27.312
2.077,3.77518,27.7553
2.078,3.81005,28.2135
2.079,3.8281,28.6937
2.08,3.86747,29.216
2.081,3.89422,29.7754
2.082,3.92857,30.2943
2.083,3.96184,30.8234
2.084,3.99612,31.3661
2.085,4.00996,31.957
2.086,4.03678,32.5882
2.087,4.08416,33.2503
2.088,4.11371,33.9337
2.089,4.13417,34.6346
2.09,4.14937,35.3004
2.091,4.15138,35.9844
2.092,4.17056,36.7222
2.093,4.18284,37.4734
2.094,4.19931,38.2148
2.095,4.22692,38.9399
2.096,4.2251,39.5981
2.097,4.24086,40.2494
2.098,4.25338,40.8688
2.099,4.2551,41.4975
2.1,4.26726,42.2161
2.101,4.26052,42.9122
2.102,4.2607,43.4186
2.103,4.27503,43.8721
2.104,4.27892,44.3125
2.105,4.2805,44.795
2.106,4.2837,45.3018
2.107,4.28124,45.8153
2.108,4.30633,46.3249
2.109,4.375,46.8684
2.11,4.53542,47.4753
2.111,4.85784,48.0743
2.112,5.43564,48.7153
2.113,6.33328,49.3329
2.114,7.62639,49.9243
2.115,9.52888,50.4659
2.116,12.7446,50.982
2.117,16.8992,51.4129
2.118,21.1192,51.8189
2.119,25.5651,52.1342
2.12,30.0731,52.3592
2.121,34.2931,52.4237
2.122,38.175,52.3885
2.123,41.7235,52.2833
2.124,44.8055,52.1045
2.125,47.4258,51.8134
2.126,49.5459,51.4369
2.127,51.2223,50.9301
2.128,52.5798,50.3117
2.129,53.668,49.5538
2.13,54.5494,48.6805
2.131,55.2932,47.7338
2.132,55.8662,46.7059
2.133,56.307,45.5276
2.134,56.5949,44.2147
2.135,56.7503,42.7976
2.136,56.7688,41.2985
2.137,56.6806,39.7906
2.138,56.4816,38.2822
2.139,56.1525,36.7795
2.14,55.6683,35.252
2.141,55.1186,33.601
2.142,54.4846,31.937
2.143,53.7924,30.448
2.144,53.065,29.0659
2.145,52.3402,27.7516
2.146,51.7029,26.5212
2.147,51.2163,25.3709
2.148,50.8634,24.322
2.149,50.532,23.3789
2.15,50.0846,22.5475
2.151,49.5021,21.7725
2.152,48.7605,21.0967
2.153,47.8469,20.4353
2.154,46.7526,19.857
2.155,45.5023,19.3451
2.156,44.1069,18.9333
2.157,42.5902,18.5674
2.158,40.8815,18.2811
2.159,38.7975,17.9767
2.16,35.8277,17.7171
2.161,32.8272,17.4917
2.162,30.2296,17.3306
2.163,27.8685,17.1686
2.164,25.5078,17.0496
2.165,23.0089,16.9363
2.166,20.4778,16.8572
2.167,18.262,16.7647
2.168,16.5365,16.696
2.169,15.1239,16.6185
2.17,13.8125,16.5486
2.171,12.6617,16.493
2.172,11.6219,16.4694
2.173,10.6464,16.4522
2.174,9.74833,16.4585
2.175,8.71454,16.5151
2.176,7.59003,16.6158
2.177,6.53336,16.7627
2.178,5.57024,16.9469
2.179,4.74298,17.1369
2.18,4.07943,17.354
2.181,3.59969,17.6019
2.182,3.29695,17.8694
2.183,3.188,18.1551
2.184,3.2584,18.4675
2.185,3.41402,18.7835
2.186,3.56381,19.1101
2.187,3.66735,19.4391
2.188,3.70054,19.7728
2.189,3.70798,20.0982
2.19,3.66148,20.417
2.191,3.63801,20.7485
2.192,3.5951,21.0879
2.193,3.57198,21.4316
2.194,3.55552,21.7809
2.195,3.55407,22.1118
2.196,3.53034,22.4223
2.197,3.52249,22.7411
2.198,3.51586,23.066
2.199,3.53354,23.3733
2.2,3.54207,23.6733
2.201,3.55449,23.9753
2.202,3.56237,24.2707
2.203,3.5758,24.5802
2.204,3.56848,24.9024
2.205,3.58437,25.2236
2.206,3.60862,25.5448
2.207,3.63856,25.8979
2.208,3.64226,26.2736
2.209,3.67037,26.6297
2.21,3.69428,26.9861
2.211,3.72481,27.373
