Time C1,Pressure C1, Volume C1,Time C2,Pressure C2, Volume C2,Time C3,Pressure C3, Volume C3
1.222,3.01949,23.6016,1.037,3.97696,33.9132,3.294,63.4811,30.2698
1.223,3.12867,24.0541,1.038,4.01672,34.5297,3.295,64.4391,29.4559
1.224,3.25573,24.5044,1.039,4.01534,35.137,3.296,65.2069,28.5899
1.225,3.36139,24.9434,1.04,4.02904,35.7361,3.297,65.7821,27.7089
1.226,3.46794,25.3962,1.041,4.03643,36.3184,3.298,66.2068,26.8329
1.227,3.52128,25.8416,1.042,4.03752,36.7974,3.299,66.4647,25.9535
1.228,3.58957,26.2542,1.043,4.04685,37.1895,3.3,66.5769,25.0592
1.229,3.60217,26.6253,1.044,4.0579,37.5917,3.301,66.511,24.1701
1.23,3.62638,26.9751,1.045,4.06174,38.0253,3.302,66.3361,23.2998
1.231,3.62825,27.3081,1.046,4.05605,38.5485,3.303,66.0275,22.4187
1.232,3.64863,27.6058,1.047,4.05831,39.1286,3.304,65.5772,21.4771
1.233,3.64931,27.8746,1.048,4.07702,39.773,3.305,64.9745,20.5411
1.234,3.65977,28.1311,1.049,4.07936,40.4604,3.306,64.2584,19.6097
1.235,3.66255,28.3693,1.05,4.07609,41.2527,3.307,63.3106,18.7132
1.236,3.65731,28.6253,1.051,4.09102,42.0823,3.308,62.1582,17.8737
1.237,3.61273,28.9226,1.052,4.14096,42.7863,3.309,60.7607,17.1009
1.238,3.61557,29.274,1.053,4.26585,43.3464,3.31,59.1004,16.3912
1.239,3.62096,29.6641,1.054,4.55094,43.8666,3.311,57.1048,15.7494
1.24,3.6709,30.1693,1.055,5.06927,44.4206,3.312,54.8405,15.176
1.241,3.8198,30.7492,1.056,5.8907,45.0827,3.313,52.2321,14.6782
1.242,4.17463,31.406,1.057,7.04708,45.7312,3.314,49.3049,14.2379
1.243,4.76298,32.0896,1.058,8.69626,46.3388,3.315,46.0265,13.8544
1.244,5.69622,32.8036,1.059,11.4531,46.8804,3.316,42.424,13.5085
1.245,7.09428,33.5212,1.06,15.4651,47.3607,3.317,38.3368,13.2357
1.246,9.2045,34.2558,1.061,19.6599,47.7515,3.318,33.3396,13.0263
1.247,12.5177,34.9659,1.062,23.9347,48.1002,3.319,28.0109,12.8954
1.248,17.1908,35.6506,1.063,28.3283,48.3803,3.32,23.4259,12.8207
1.249,22.8732,36.2767,1.064,32.5353,48.589,3.321,19.5918,12.8257
1.25,29.4456,36.9408,1.065,36.4074,48.6876,3.322,16.2498,12.8766
1.251,36.3807,37.5721,1.066,39.9367,48.6985,3.323,13.3208,12.9964
1.252,43.4293,38.1043,1.067,43.0599,48.5926,3.324,10.7917,13.172
1.253,50.7108,38.5125,1.068,45.7874,48.387,3.325,8.61698,13.4285
1.254,57.6816,38.8523,1.069,48.022,48.0613,3.326,6.78573,13.7506
1.255,63.5831,39.0993,1.07,49.8028,47.6266,3.327,5.24905,14.147
1.256,68.1247,39.2783,1.071,51.2117,47.0667,3.328,4.05133,14.5867
1.257,71.4463,39.3195,1.072,52.374,46.3954,3.329,3.17356,15.0854
1.258,73.6642,39.2291,1.073,53.3073,45.6219,3.33,2.58414,15.6059
1.259,75.0696,39.0155,1.074,54.0669,44.7512,3.331,2.2606,16.176
1.26,76.0736,38.7058,1.075,54.7007,43.7476,3.332,2.10846,16.7656
1.261,76.8982,38.2475,1.076,55.1766,42.6116,3.333,2.08247,17.3929
1.262,77.6879,37.6506,1.077,55.4975,41.372,3.334,2.13351,18.0765
1.263,78.4686,36.8949,1.078,55.6833,40.0508,3.335,2.21067,18.8098
1.264,79.2715,35.9947,1.079,55.7443,38.6572,3.336,2.28043,19.545
1.265,80.0898,34.953,1.08,55.6885,37.2079,3.337,2.31504,20.3005
1.266,80.9662,33.7863,1.081,55.4861,35.7157,3.338,2.3667,21.0672
1.267,81.8477,32.4827,1.082,55.1567,34.1969,3.339,2.39206,21.8507
1.268,82.7532,31.0532,1.083,54.7141,32.7792,3.34,2.4166,22.6212
1.269,83.7011,29.5399,1.084,54.1983,31.5126,3.341,2.41036,23.4119
1.27,84.731,27.9701,1.085,53.59,30.3256,3.342,2.4114,24.245
1.271,85.8849,26.3425,1.086,52.9375,29.2477,3.343,2.41394,25.0945
1.272,87.1401,24.6716,1.087,52.2126,28.2184,3.344,2.43277,25.9246
1.273,88.4803,23.0144,1.088,51.5184,27.238,3.345,2.44192,26.7548
1.274,89.749,21.4016,1.089,50.9788,26.2881,3.346,2.45764,27.5671
1.275,90.8038,19.8637,1.09,50.5632,25.3633,3.347,2.47142,28.384
1.276,91.6482,18.4275,1.091,50.2496,24.3995,3.348,2.50559,29.2214
1.277,92.2335,17.0698,1.092,49.8909,23.4155,3.349,2.52238,30.0457
1.278,92.5829,15.8052,1.093,49.3756,22.5899,3.35,2.56683,30.8363
1.279,92.6972,14.6613,1.094,48.7142,21.9422,3.351,2.59959,31.5966
1.28,92.5793,13.65,1.095,47.9044,21.3371,3.352,2.64901,32.3094
1.281,92.1472,12.7095,1.096,46.9119,20.7838,3.353,2.69323,32.9716
1.282,91.3724,11.8508,1.097,45.7606,20.2562,3.354,2.75376,33.5497
1.283,90.1593,11.0616,1.098,44.491,19.7664,3.355,2.80034,34.0803
1.284,88.343,10.3611,1.099,43.0742,19.3198,3.356,2.85115,34.5502
1.285,85.7507,9.72181,1.1,41.5371,18.9244,3.357,2.90669,34.9896
1.286,82.2828,9.15278,1.101,39.8585,18.5832,3.358,2.95538,35.4222
1.287,77.9071,8.64306,1.102,37.7713,18.3082,3.359,3.0205,35.8244
1.288,72.6122,8.20511,1.103,34.8091,18.0413,3.36,3.07224,36.1509
1.289,66.1373,7.85162,1.104,31.8541,17.7892,3.361,3.12017,36.4498
1.29,58.5891,7.58581,1.105,29.3021,17.5735,3.362,3.18358,36.7265
1.291,51.3933,7.29968,1.106,26.9752,17.4102,3.363,3.22333,37.0104
1.292,44.6937,7.01624,1.107,24.6189,17.2704,3.364,3.2736,37.2733
1.293,38.2371,6.81592,1.108,22.108,17.1584,3.365,3.31162,37.5441
1.294,32.2475,6.69091,1.109,19.6529,17.054,3.366,3.32987,37.8436
1.295,27.0013,6.60177,1.11,17.6052,16.9548,3.367,3.3609,38.1368
1.296,22.4834,6.56094,1.111,15.9994,16.8626,3.368,3.38256,38.4042
1.297,18.6003,6.5553,1.112,14.644,16.7743,3.369,3.40308,38.6579
1.298,15.2253,6.59904,1.113,13.4115,16.6901,3.37,3.42726,38.9079
1.299,12.2996,6.6681,1.114,12.3261,16.61,3.371,3.42234,39.1614
1.3,9.74558,6.77665,1.115,11.3229,16.557,3.372,3.42935,39.456
1.301,7.6575,6.90714,1.116,10.3556,16.527,3.373,3.44939,39.7443
1.302,6.01921,7.06432,1.117,9.514,16.5373,3.374,3.44589,40.0145
1.303,4.74355,7.23533,1.118,8.53336,16.5851,3.375,3.4425,40.2024
1.304,3.78911,7.41713,1.119,7.42197,16.6694,3.376,3.4475,40.3124
1.305,3.16199,7.60945,1.12,6.36788,16.774,3.377,3.44123,40.381
1.306,2.78327,7.82032,1.121,5.39358,16.9147,3.378,3.42709,40.4016
1.307,2.55388,8.04288,1.122,4.56721,17.0836,3.379,3.42437,40.3725
1.308,2.42896,8.27679,1.123,3.94682,17.2971,3.38,3.41601,40.2887
1.309,2.35591,8.52992,1.124,3.51853,17.556,3.381,3.47919,40.1812
1.31,2.32063,8.80876,1.125,3.26318,17.843,3.382,3.64365,40.0467
1.311,2.31471,9.09851,1.126,3.23168,18.1552,3.383,3.98827,39.8419
1.312,2.31139,9.38385,1.127,3.35827,18.4692,3.384,4.64052,39.5741
1.313,2.31912,9.68483,1.128,3.50905,18.7936,3.385,5.69135,39.2908
1.314,2.32784,9.98296,1.129,3.61614,19.1253,3.386,7.22421,39.0273
1.315,2.32913,10.2925,1.13,3.66028,19.4562,3.387,9.21638,38.7549
1.316,2.32471,10.5957,1.131,3.65136,19.8093,3.388,11.93,38.4913
1.317,2.32187,10.9119,1.132,3.65487,20.1625,3.389,15.4512,38.1643
1.318,2.31254,11.2338,1.133,3.63663,20.5339,3.39,19.6204,37.8076
1.319,2.29691,11.5649,1.134,3.59429,20.9257,3.391,24.0967,37.3953
1.32,2.25317,11.8796,1.135,3.54074,21.3158,3.392,28.6212,36.9482
1.321,2.25077,12.2098,1.136,3.51704,21.678,3.393,33.1475,36.4563
1.322,2.26767,12.5335,1.137,3.49885,22.0313,3.394,37.7006,35.9563
1.323,2.27967,12.8811,1.138,3.48343,22.3427,3.395,42.0614,35.4414
1.324,2.26337,13.254,1.139,3.47276,22.6578,3.396,46.0036,34.9297
1.325,2.28287,13.6343,1.14,3.46494,22.9681,3.397,49.5664,34.3959
1.326,2.31586,14.0055,1.141,3.46675,23.2986,3.398,52.6944,33.8582
1.327,2.33174,14.3875,1.142,3.48107,23.637,3.399,55.3982,33.2311
1.328,2.36474,14.7618,1.143,3.48339,23.9857,3.4,57.6448,32.5543
1.329,2.39566,15.1519,1.144,3.49537,24.3275,3.401,59.5306,31.8579
1.33,2.43268,15.5441,1.145,3.50889,24.6813,3.402,61.0852,31.1483
1.331,2.46647,15.9497,1.146,3.5109,25.0009,3.403,62.4023,30.3915
1.332,2.49362,16.3445,1.147,3.53162,25.3305,3.404,63.4806,29.6064
1.333,2.5043,16.7578,1.148,3.5505,25.656,3.405,64.3598,28.8146
1.334,2.52502,17.1748,1.149,3.56158,26.0031,3.406,65.0259,28.0127
1.335,2.61943,17.6279,1.15,3.56698,26.3487,3.407,65.5086,27.1577
1.336,2.73969,18.1042,1.151,3.57854,26.736,3.408,65.8251,26.2807
1.337,2.83573,18.5959,1.152,3.59409,27.144,3.409,66.0057,25.402
1.338,2.90177,19.0849,1.153,3.62465,27.5965,3.41,66.0425,24.5232
1.339,2.99677,19.5707,1.154,3.63854,28.0728,3.411,65.9199,23.6368
1.34,3.08628,20.0389,1.155,3.6703,28.5771,3.412,65.6804,22.754
1.341,3.20173,20.4888,1.156,3.7056,29.0755,3.413,65.3225,21.8175
1.342,3.28371,20.9015,1.157,3.74597,29.603,3.414,64.7878,20.879
1.343,3.3944,21.2846,1.158,3.79404,30.1368,3.415,64.1223,19.9327
1.344,3.47036,21.6048,1.159,3.82966,30.6865,3.416,63.2719,18.9934
1.345,3.52195,21.9205,1.16,3.84322,31.2277,3.417,62.221,18.0939
1.346,3.57606,22.1935,1.161,3.8775,31.8086,3.418,60.9352,17.2463
1.347,3.60904,22.4872,1.162,3.89924,32.4016,3.419,59.4272,16.46
1.348,3.64006,22.7928,1.163,3.92206,33.0312,3.42,57.607,15.7502
1.349,3.68587,23.1169,1.164,3.93604,33.6683,3.421,55.476,15.1201
1.35,3.70726,23.4322,1.165,3.97532,34.3168,3.422,53.063,14.5746
1.351,3.71046,23.769,1.166,3.97981,34.9561,3.423,50.3305,14.1014
1.352,3.71884,24.1359,1.167,4.00069,35.6241,3.424,47.2561,13.7108
1.353,3.74409,24.5457,1.168,4.0287,36.312,3.425,43.8771,13.4224
1.354,3.73358,24.9874,1.169,4.05387,36.9967,3.426,40.1496,13.2192
1.355,3.77892,25.4567,1.17,4.04825,37.669,3.427,35.7531,13.0501
1.356,3.90911,25.9399,1.171,4.06802,38.3425,3.428,30.5617,12.9332
1.357,4.20444,26.4543,1.172,4.08429,39.0055,3.429,25.517,12.8561
1.358,4.72122,26.9859,1.173,4.08737,39.6355,3.43,21.3358,12.8418
1.359,5.59202,27.4556,1.174,4.09312,40.1826,3.431,17.7997,12.8678
1.36,6.84724,27.8486,1.175,4.11664,40.7573,3.432,14.6899,12.9406
1.361,8.63361,28.2295,1.176,4.11103,41.3929,3.433,11.9834,13.0844
1.362,11.4162,28.5773,1.177,4.11749,41.9294,3.434,9.62642,13.3036
1.363,15.5109,28.9618,1.178,4.09721,42.3006,3.435,7.61424,13.5667
1.364,20.6028,29.3557,1.179,4.12188,42.7675,3.436,5.92829,13.8938
1.365,26.6358,29.7292,1.18,4.11301,43.3136,3.437,4.56942,14.2653
1.366,33.219,30.0862,1.181,4.1072,43.8775,3.438,3.55027,14.7006
1.367,39.9928,30.4504,1.182,4.12295,44.4323,3.439,2.83381,15.1803
1.368,47.0159,30.8075,1.183,4.12702,44.9742,3.44,2.37546,15.7348
1.369,54.0178,31.1636,1.184,4.15812,45.4926,3.441,2.16607,16.3245
1.37,60.33,31.4974,1.185,4.23747,46.0109,3.442,2.08016,16.9505
1.371,65.3703,31.7928,1.186,4.41422,46.5295,3.443,2.10318,17.5957
1.372,69.1625,32.0398,1.187,4.79753,47.079,3.444,2.13132,18.2723
1.373,71.8648,32.2298,1.188,5.41852,47.6196,3.445,2.20785,18.9592
1.374,73.6268,32.3402,1.189,6.39366,48.1991,3.446,2.25539,19.653
1.375,74.8182,32.3615,1.19,7.72056,48.8056,3.447,2.31985,20.3648
1.376,75.7863,32.2743,1.191,9.74205,49.3817,3.448,2.3513,21.0947
1.377,76.7018,32.0566,1.192,13.1481,49.9007,3.449,2.37068,21.8443
1.378,77.6432,31.7146,1.193,17.3457,50.3719,3.45,2.3878,22.6051
1.379,78.6835,31.2463,1.194,21.5708,50.7811,3.451,2.41127,23.3834
1.38,79.8213,30.6516,1.195,26.0102,51.113,3.452,2.39759,24.1644
1.381,81.0318,29.9293,1.196,30.4766,51.3675,3.453,2.38847,24.9522
1.382,82.2608,29.085,1.197,34.6585,51.5115,3.454,2.39926,25.7359
1.383,83.5132,28.1389,1.198,38.5041,51.5253,3.455,2.43499,26.5166
1.384,84.7908,27.1085,1.199,41.9808,51.4341,3.456,2.45022,27.2904
1.385,86.0887,26.0391,1.2,44.987,51.2376,3.457,2.46153,28.0511
1.386,87.4176,24.9248,1.201,47.5681,50.9557,3.458,2.48252,28.7791
1.387,88.7393,23.8188,1.202,49.6167,50.5681,3.459,2.53462,29.5055
1.388,90.0091,22.6878,1.203,51.2505,50.0652,3.46,2.56991,30.2141
1.389,91.1946,21.5531,1.204,52.5516,49.4452,3.461,2.62613,30.8839
1.39,92.2083,20.4311,1.205,53.6142,48.7207,3.462,2.65737,31.5101
1.391,93.0442,19.3508,1.206,54.4701,47.8946,3.463,2.71767,32.0814
1.392,93.7033,18.2877,1.207,55.1985,46.974,3.464,2.73889,32.6001
1.393,94.1636,17.2445,1.208,55.7336,45.9342,3.465,2.81892,33.0605
1.394,94.3095,16.2219,1.209,56.1375,44.7638,3.466,2.88097,33.4629
1.395,94.1222,15.2069,1.21,56.4116,43.4858,3.467,2.95437,33.8981
1.396,93.5228,14.2169,1.211,56.5731,42.1251,3.468,2.99135,34.3398
1.397,92.48,13.2501,1.212,56.5734,40.6862,3.469,3.06163,34.7331
1.398,90.8625,12.2992,1.213,56.4732,39.1744,3.47,3.09452,35.0618
1.399,88.5693,11.3345,1.214,56.2389,37.6482,3.471,3.16159,35.3616
1.4,85.5205,10.4472,1.215,55.8869,36.1769,3.472,3.20926,35.6341
1.401,81.7305,9.67451,1.216,55.4081,34.6521,3.473,3.2429,35.9243
1.402,77.1641,9.00782,1.217,54.843,33.0339,3.474,3.26548,36.1969
1.403,71.8376,8.46294,1.218,54.1981,31.5159,3.475,3.31021,36.5042
1.404,65.5421,8.00374,1.219,53.5296,30.2159,3.476,3.34063,36.8181
1.405,58.4432,7.6086,1.22,52.7921,28.9579,3.477,3.37335,37.1222
1.406,51.7621,7.30018,1.221,52.1204,27.7098,3.478,3.39861,37.3997
1.407,45.4699,7.06902,1.222,51.5298,26.5284,3.479,3.43868,37.6681
1.408,39.4288,6.90838,1.223,51.1036,25.4048,3.48,3.45335,37.8988
1.409,33.6402,6.80087,1.224,50.7666,24.3582,3.481,3.46218,38.1082
1.41,28.2369,6.74476,1.225,50.4178,23.4118,3.482,3.46951,38.2971
1.411,23.4868,6.7204,1.226,49.9411,22.5593,3.483,3.48437,38.5144
1.412,19.3621,6.73209,1.227,49.3226,21.7932,3.484,3.48064,38.7123
1.413,15.7804,6.76206,1.228,48.5434,21.1299,3.485,3.4673,38.8409
1.414,12.6831,6.82416,1.229,47.599,20.5822,3.486,3.46688,38.9144
1.415,10.0626,6.90503,1.23,46.4555,20.0967,3.487,3.47918,38.9429
1.416,7.89931,7.00983,1.231,45.1459,19.6219,3.488,3.45709,38.9174
1.417,6.17272,7.12038,1.232,43.7089,19.2148,3.489,3.4603,38.8671
1.418,4.8403,7.24807,1.233,42.1464,18.8697,3.49,3.47121,38.7812
1.419,3.86555,7.38564,1.234,40.3893,18.57,3.491,3.57289,38.6752
1.42,3.17679,7.53773,1.235,38.1039,18.2925,3.492,3.80132,38.5344
1.421,2.74034,7.69942,1.236,34.9899,18.036,3.493,4.28741,38.4201
1.422,2.49688,7.87774,1.237,32.0827,17.7841,3.494,5.13569,38.28
1.423,2.39043,8.06423,1.238,29.5583,17.5843,3.495,6.42773,38.0224
1.424,2.33546,8.26484,1.239,27.2138,17.4292,3.496,8.16871,37.678
1.425,2.29092,8.47823,1.24,24.8381,17.3057,3.497,10.4616,37.3052
1.426,2.25977,8.71497,1.241,22.2986,17.2049,3.498,13.5392,36.919
1.427,2.25854,8.95319,1.242,19.8159,17.1206,3.499,17.4035,36.546
1.428,2.24845,9.21161,1.243,17.7637,17.018,3.5,21.769,36.1374
1.429,2.24348,9.48777,1.244,16.1619,16.9274,3.501,26.3134,35.7011
1.43,2.24923,9.78017,1.245,14.827,16.8366,3.502,30.8286,35.2325
1.431,2.25097,10.0565,1.246,13.5828,16.7582,3.503,35.3482,34.758
1.432,2.22142,10.3487,1.247,12.4602,16.6874,3.504,39.8505,34.2656
1.433,2.19591,10.6522,1.248,11.4335,16.6457,3.505,44.0401,33.7796
1.434,2.16046,10.9711,1.249,10.5068,16.6202,3.506,47.7863,33.2962
1.435,2.12791,11.2948,1.25,9.63652,16.6348,3.507,51.1089,32.8367
1.436,2.11056,11.6355,1.251,8.5716,16.693,3.508,54.004,32.2841
1.437,2.07911,11.9776,1.252,7.45558,16.7919,3.509,56.4815,31.6499
1.438,2.07072,12.3265,1.253,6.41923,16.9308,3.51,58.5416,30.9893
1.439,2.06446,12.6622,1.254,5.45436,17.1116,3.511,60.2498,30.3184
1.44,2.07931,13.0121,1.255,4.61948,17.2973,3.512,61.6774,29.6176
1.441,2.10342,13.3685,1.256,3.99065,17.5109,3.513,62.8719,28.8978
1.442,2.13106,13.7403,1.257,3.54888,17.77,3.514,63.8168,28.1538
1.443,2.14206,14.1282,1.258,3.25761,18.0543,3.515,64.5722,27.392
1.444,2.18096,14.5238,1.259,3.14227,18.3552,3.516,65.1203,26.5773
1.445,2.23214,14.9034,1.26,3.20444,18.6732,3.517,65.5003,25.7181
1.446,2.27932,15.2964,1.261,3.38743,18.9914,3.518,65.7437,24.857
1.447,2.32343,15.6983,1.262,3.55749,19.3109,3.519,65.8846,24.0034
1.448,2.37157,16.1152,1.263,3.67841,19.6507,3.52,65.8437,23.1642
1.449,2.40883,16.5248,1.264,3.69138,20.0087,3.521,65.6787,22.3438
1.45,2.47545,16.9442,1.265,3.6757,20.3221,3.522,65.3641,21.5282
1.451,2.56428,17.3489,1.266,3.64638,20.6276,3.523,64.8984,20.7183
1.452,2.62857,17.7615,1.267,3.6196,20.9224,3.524,64.2792,19.8761
1.453,2.74682,18.1728,1.268,3.58703,21.2332,3.525,63.5092,19.0046
1.454,2.87243,18.5906,1.269,3.5586,21.5588,3.526,62.5719,18.1773
1.455,2.99398,18.9951,1.27,3.54299,21.8834,3.527,61.4195,17.4123
1.456,3.13575,19.3981,1.271,3.53458,22.1767,3.528,60.0485,16.7227
1.457,3.30761,19.7699,1.272,3.52683,22.4796,3.529,58.3645,16.1022
1.458,3.4199,20.1412,1.273,3.51144,22.783,3.53,56.3982,15.539
1.459,3.52376,20.4482,1.274,3.51993,23.1026,3.531,54.1438,15.0355
1.46,3.62363,20.7485,1.275,3.53967,23.4327,3.532,51.5699,14.5882
1.461,3.69252,20.9534,1.276,3.53565,23.7752,3.533,48.6905,14.1988
1.462,3.75268,21.1756,1.277,3.53748,24.0791,3.534,45.4784,13.8044
1.463,3.78306,21.3604,1.278,3.56852,24.3935,3.535,41.945,13.4132
1.464,3.82159,21.6208,1.279,3.59016,24.7216,3.536,37.9685,13.1423
1.465,3.86652,21.974,1.28,3.58309,25.0701,3.537,33.1762,12.9708
1.466,3.87905,22.41,1.281,3.59097,25.4016,3.538,27.9107,12.8663
1.467,3.88112,22.9453,1.282,3.60349,25.7428,3.539,23.2812,12.7992
1.468,3.89554,23.544,1.283,3.623,26.0857,3.54,19.4851,12.7921
1.469,3.91153,24.1664,1.284,3.64705,26.4599,3.541,16.1741,12.8335
1.47,3.94737,24.8206,1.285,3.6544,26.815,3.542,13.2769,12.9483
1.471,4.0495,25.4943,1.286,3.68803,27.2104,3.543,10.7646,13.1184
1.472,4.27335,26.2337,1.287,3.73419,27.6369,3.544,8.59554,13.3566
1.473,4.73977,27.0347,1.288,3.74505,28.0958,3.545,6.77497,13.668
1.474,5.49354,27.8802,1.289,3.771,28.5546,3.546,5.27227,14.0386
1.475,6.64635,28.7949,1.29,3.80882,29.0531,3.547,4.07482,14.4587
1.476,8.25751,29.707,1.291,3.83642,29.5702,3.548,3.21555,14.926
1.477,10.5282,30.5959,1.292,3.86146,30.117,3.549,2.65691,15.4368
1.478,14.3782,31.4662,1.293,3.89213,30.6703,3.55,2.34584,15.9862
1.479,19.5888,32.3171,1.294,3.93227,31.2336,3.551,2.21897,16.5676
1.48,25.4509,33.1496,1.295,3.97078,31.7727,3.552,2.19322,17.1881
1.481,31.9639,33.9599,1.296,3.98541,32.367,3.553,2.22578,17.8481
1.482,38.9332,34.736,1.297,4.00546,32.9686,3.554,2.28967,18.5388
1.483,46.0059,35.4938,1.298,4.02071,33.6171,3.555,2.31769,19.2479
1.484,53.2303,36.1793,1.299,4.0517,34.3631,3.556,2.3698,19.9798
1.485,59.8924,36.8302,1.3,4.07912,35.1028,3.557,2.40755,20.7176
1.486,65.3153,37.3909,1.301,4.07575,35.7612,3.558,2.42553,21.4774
1.487,69.5048,37.8696,1.302,4.10761,36.4436,3.559,2.43755,22.2409
1.488,72.5436,38.2008,1.303,4.11903,37.1835,3.56,2.43561,23.0158
1.489,74.4626,38.3989,1.304,4.13091,37.8568,3.561,2.44027,23.7785
1.49,75.7257,38.4477,1.305,4.16504,38.3948,3.562,2.45632,24.5589
1.491,76.6759,38.355,1.306,4.17559,38.9648,3.563,2.46248,25.3551
1.492,77.5311,38.1142,1.307,4.17489,39.5339,3.564,2.48097,26.1623
1.493,78.4094,37.7276,1.308,4.18927,40.1238,3.565,2.50877,26.9567
1.494,79.3105,37.1746,1.309,4.20651,40.7003,3.566,2.54756,27.7577
1.495,80.1835,36.4668,1.31,4.20652,41.2796,3.567,2.55674,28.5335
1.496,81.0466,35.5965,1.311,4.19849,41.8565,3.568,2.58721,29.2871
1.497,81.8784,34.5712,1.312,4.20572,42.455,3.569,2.63529,30.0098
1.498,82.6825,33.4024,1.313,4.20599,43.0474,3.57,2.67746,30.7235
1.499,83.4804,32.0945,1.314,4.22153,43.6278,3.571,2.7066,31.4269
1.5,84.327,30.7201,1.315,4.2095,44.1583,3.572,2.74735,32.0931
1.501,85.1913,29.2651,1.316,4.23512,44.6766,3.573,2.78609,32.6968
1.502,86.1241,27.8542,1.317,4.29245,45.1982,3.574,2.85845,33.248
1.503,87.0456,26.4285,1.318,4.4303,45.7622,3.575,2.92074,33.7188
1.504,87.9792,25.0882,1.319,4.73442,46.345,3.576,2.99221,34.1446
1.505,88.8977,23.7658,1.32,5.28939,46.9209,3.577,3.02465,34.5005
1.506,89.7395,22.4487,1.321,6.1267,47.5252,3.578,3.07661,34.8252
1.507,90.5198,21.1449,1.322,7.32372,48.1233,3.579,3.15475,35.1057
1.508,91.1792,19.8184,1.323,9.06256,48.7194,3.58,3.20896,35.3843
1.509,91.633,18.5204,1.324,11.9533,49.2469,3.581,3.24835,35.6195
1.51,91.8275,17.2907,1.325,15.9666,49.7246,3.582,3.2889,35.871
1.511,91.6584,16.1342,1.326,20.1657,50.1603,3.583,3.32721,36.1177
1.512,91.0316,15.0601,1.327,24.5299,50.5412,3.584,3.37475,36.3804
1.513,89.8516,14.0655,1.328,29.023,50.8226,3.585,3.42521,36.6242
1.514,88.0241,13.133,1.329,33.3136,51.0341,3.586,3.45206,36.8492
1.515,85.3394,12.2767,1.33,37.2793,51.1376,3.587,3.4489,37.0365
1.516,81.743,11.4387,1.331,40.8485,51.1293,3.588,3.49304,37.2397
1.517,77.238,10.6838,1.332,44.0466,51.0025,3.589,3.50575,37.4544
1.518,71.9255,10.0231,1.333,46.7978,50.7729,3.59,3.52502,37.6807
1.519,65.7618,9.46759,1.334,49.0344,50.4088,3.591,3.52692,37.9142
1.52,58.4718,8.98529,1.335,50.8086,49.923,3.592,3.54701,38.1459
1.521,51.0419,8.59684,1.336,52.2051,49.3438,3.593,3.53908,38.3681
1.522,44.2334,8.29999,1.337,53.3176,48.6668,3.594,3.54244,38.5207
1.523,37.991,8.10283,1.338,54.2196,47.9101,3.595,3.53516,38.5902
1.524,32.5625,7.95682,1.339,54.9662,47.0322,3.596,3.52358,38.6124
1.525,27.8703,7.88347,1.34,55.5557,45.9429,3.597,3.50522,38.584
1.526,23.6853,7.82212,1.341,56.0037,44.7344,3.598,3.50054,38.5112
1.527,19.8687,7.821,1.342,56.3174,43.495,3.599,3.50517,38.3778
1.528,16.4301,7.84172,1.343,56.5013,42.1601,3.6,3.57073,38.2515
1.529,13.3144,7.92302,1.344,56.5791,40.6735,3.601,3.73045,38.1424
1.53,10.5807,8.02547,1.345,56.4915,39.1286,3.602,4.04021,38.0169
1.531,8.24161,8.1703,1.346,56.2975,37.6278,3.603,4.66128,37.8482
1.532,6.33123,8.32642,1.347,55.9768,36.1142,3.604,5.69637,37.637
1.533,4.89506,8.51384,1.348,55.5415,34.6139,3.605,7.19263,37.4004
1.534,3.8928,8.71475,1.349,55.0253,33.1351,3.606,9.17567,37.1499
1.535,3.19356,8.94282,1.35,54.427,31.6992,3.607,11.8367,36.8955
1.536,2.77781,9.18194,1.351,53.7426,30.3062,3.608,15.3319,36.6263
1.537,2.51306,9.44198,1.352,53.0589,28.9522,3.609,19.504,36.3354
1.538,2.37885,9.68396,1.353,52.4093,27.656,3.61,24.0667,36.0319
1.539,2.31417,9.92836,1.354,51.8956,26.4169,3.611,28.6747,35.7122
1.54,2.285,10.1762,1.355,51.5317,25.2619,3.612,33.2705,35.3288
1.541,2.26544,10.4367,1.356,51.2511,24.2217,3.613,37.9342,34.9154
1.542,2.26433,10.7008,1.357,50.9252,23.2726,3.614,42.4259,34.4788
1.543,2.25351,10.9775,1.358,50.441,22.4183,3.615,46.4403,34.0316
1.544,2.20366,11.2435,1.359,49.7944,21.6768,3.616,50.0513,33.5744
1.545,2.13984,11.5086,1.36,49.0453,21.0242,3.617,53.2593,33.1027
1.546,2.07254,11.7813,1.361,48.0931,20.4667,3.618,56.0185,32.6169
1.547,2.03659,12.0624,1.362,46.9864,19.9405,3.619,58.2971,32.1087
1.548,2.00747,12.33,1.363,45.6921,19.4907,3.62,60.2237,31.5572
1.549,1.98868,12.6031,1.364,44.2512,19.0705,3.621,61.8042,30.9786
1.55,1.98118,12.8786,1.365,42.6411,18.7299,3.622,63.1388,30.3736
1.551,1.97599,13.1625,1.366,40.8996,18.4197,3.623,64.2072,29.7287
1.552,1.978,13.4556,1.367,38.7266,18.1682,3.624,65.0517,29.0284
1.553,1.98124,13.7686,1.368,35.7244,17.9274,3.625,65.7038,28.2958
1.554,1.99573,14.0786,1.369,32.7171,17.7241,3.626,66.2129,27.5309
1.555,2.01255,14.3983,1.37,30.1111,17.5106,3.627,66.5502,26.7548
1.556,2.02571,14.727,1.371,27.7212,17.3379,3.628,66.7341,25.9717
