Time C1,Pressure C1, Volume C1,Time C2,Pressure C2, Volume C2,Time C3,Pressure C3, Volume C3
3.911,64.4073,38.6077,3.726,51.8827,48.2558,5.983,2.74673,32.0608
3.912,68.3783,38.8568,3.727,52.9461,47.5409,5.984,2.7969,32.7031
3.913,71.1813,38.9986,3.728,53.8448,46.7201,5.985,2.84181,33.3
3.914,73.0389,39.0482,3.729,54.5607,45.7751,5.986,2.90894,33.8307
3.915,74.3147,38.9739,3.73,55.1471,44.7211,5.987,2.96605,34.2993
3.916,75.3094,38.7652,3.731,55.569,43.5721,5.988,3.02715,34.7154
3.917,76.202,38.4092,3.732,55.87,42.3412,5.989,3.06883,35.0926
3.918,77.0442,37.9025,3.733,56.0342,41.0283,5.99,3.14556,35.4746
3.919,77.8545,37.2383,3.734,56.0292,39.639,5.991,3.18675,35.829
3.92,78.6925,36.3992,3.735,55.9543,38.1843,5.992,3.25356,36.1236
3.921,79.4967,35.3935,3.736,55.7415,36.6822,5.993,3.29699,36.3849
3.922,80.2846,34.2354,3.737,55.4103,35.2159,5.994,3.3615,36.6317
3.923,81.0418,32.94,3.738,54.965,33.8178,5.995,3.39919,36.8724
3.924,81.7763,31.5341,3.739,54.4254,32.4428,5.996,3.44463,37.1744
3.925,82.4963,30.0426,3.74,53.8275,31.1143,5.997,3.48348,37.4877
3.926,83.2163,28.5363,3.741,53.1479,29.8157,5.998,3.51452,37.7756
3.927,83.9222,27.0058,3.742,52.4655,28.5653,5.999,3.54636,38.0455
3.928,84.6873,25.5142,3.743,51.844,27.3435,6,3.5816,38.3069
3.929,85.4601,23.9912,3.744,51.3414,26.1614,6.001,3.58841,38.5533
3.93,86.242,22.4321,3.745,50.9706,25.0728,6.002,3.59621,38.8135
3.931,87.0149,20.8818,3.746,50.6878,24.0822,6.003,3.6175,39.0636
3.932,87.7939,19.3746,3.747,50.3412,23.1684,6.004,3.62628,39.3568
3.933,88.4959,17.925,3.748,49.8068,22.3502,6.005,3.62793,39.6236
3.934,89.0607,16.5615,3.749,49.1094,21.6044,6.006,3.61711,39.8479
3.935,89.3854,15.2967,3.75,48.2421,20.9501,6.007,3.61591,39.9942
3.936,89.4019,14.1634,3.751,47.22,20.3555,6.008,3.6087,40.0327
3.937,88.9943,13.114,3.752,46.0511,19.8431,6.009,3.59074,40.0107
3.938,88.094,12.1269,3.753,44.7471,19.3935,6.01,3.59878,39.9501
3.939,86.5579,11.2135,3.754,43.31,19.0151,6.011,3.60347,39.8476
3.94,84.2478,10.3573,3.755,41.6843,18.6365,6.012,3.66391,39.7063
3.941,81.0674,9.58883,3.756,39.8486,18.2812,6.013,3.80136,39.5278
3.942,77.0007,8.88601,3.757,37.4929,17.9777,6.014,4.15673,39.3274
3.943,72.1114,8.27814,3.758,34.4333,17.7384,6.015,4.81578,39.0717
3.944,66.4706,7.7548,3.759,31.5761,17.5384,6.016,5.91102,38.8068
3.945,59.72,7.31426,3.76,29.0933,17.3916,6.017,7.48583,38.5475
3.946,52.3768,6.93023,3.761,26.7641,17.2495,6.018,9.5265,38.2838
3.947,45.6073,6.6263,3.762,24.3325,17.1233,6.019,12.311,37.9827
3.948,39.2596,6.37202,3.763,21.7635,16.9974,6.02,15.9615,37.6628
3.949,33.1902,6.1952,3.764,19.3069,16.8864,6.021,20.2753,37.3154
3.95,27.6467,6.08841,3.765,17.2925,16.7856,6.022,24.9145,36.9856
3.951,22.8147,6.05111,3.766,15.6998,16.6898,6.023,29.6071,36.6053
3.952,18.6931,6.07279,3.767,14.2816,16.6058,6.024,34.3459,36.2013
3.953,15.1615,6.16093,3.768,13.0076,16.5385,6.025,39.1471,35.7491
3.954,12.1182,6.30265,3.769,11.8863,16.4918,6.026,43.7625,35.2686
3.955,9.47701,6.49706,3.77,10.8986,16.4593,6.027,47.9096,34.7606
3.956,7.2846,6.73069,3.771,9.95815,16.4479,6.028,51.6277,34.2423
3.957,5.50483,7.00757,3.772,8.96615,16.4577,6.029,54.8794,33.6893
3.958,4.11794,7.31453,3.773,7.96658,16.5023,6.03,57.6607,33.1358
3.959,3.09067,7.64746,3.774,7.06407,16.5964,6.031,59.9486,32.5034
3.96,2.39454,7.99443,3.775,6.03941,16.7376,6.032,61.8667,31.8219
3.961,1.95898,8.37267,3.776,5.07468,16.9246,6.033,63.4362,31.1155
3.962,1.76201,8.78884,3.777,4.28256,17.1419,6.034,64.7525,30.4045
3.963,1.6923,9.226,3.778,3.69488,17.3678,6.035,65.8345,29.6783
3.964,1.69338,9.68287,3.779,3.29294,17.6087,6.036,66.6924,28.9428
3.965,1.73123,10.1585,3.78,3.05632,17.8633,6.037,67.3354,28.1313
3.966,1.77193,10.6343,3.781,2.99895,18.1238,6.038,67.8304,27.2781
3.967,1.84827,11.1153,3.782,3.10286,18.3985,6.039,68.1576,26.4189
3.968,1.91594,11.5836,3.783,3.22407,18.6693,6.04,68.343,25.5472
3.969,1.96912,12.0582,3.784,3.35094,18.9277,6.041,68.3914,24.6807
3.97,2.01219,12.518,3.785,3.43006,19.1895,6.042,68.3144,23.8215
3.971,2.01631,12.9799,3.786,3.51344,19.449,6.043,68.104,22.952
3.972,2.00468,13.4181,3.787,3.52133,19.7299,6.044,67.7341,22.0774
3.973,1.97192,13.8554,3.788,3.49055,20.0263,6.045,67.2405,21.1454
3.974,1.97346,14.2715,3.789,3.45174,20.3276,6.046,66.599,20.1884
3.975,1.98683,14.6935,3.79,3.42174,20.6166,6.047,65.8074,19.2351
3.976,1.98444,15.1029,3.791,3.38178,20.9047,6.048,64.8156,18.3031
3.977,1.98541,15.5157,3.792,3.33604,21.1801,6.049,63.6311,17.4459
3.978,1.99263,15.9206,3.793,3.34602,21.4541,6.05,62.1819,16.662
3.979,2.0103,16.3277,3.794,3.33431,21.7253,6.051,60.4489,15.9403
3.98,2.02771,16.6944,3.795,3.3218,22.002,6.052,58.4059,15.288
3.981,2.04666,17.0582,3.796,3.3214,22.2666,6.053,56.0444,14.7135
3.982,2.07369,17.4011,3.797,3.32211,22.5358,6.054,53.3663,14.2196
3.983,2.09861,17.7646,3.798,3.33703,22.7928,6.055,50.3353,13.7973
3.984,2.12068,18.1335,3.799,3.35372,23.0551,6.056,46.9394,13.4391
3.985,2.18008,18.5248,3.8,3.36379,23.3047,6.057,43.1687,13.1187
3.986,2.21417,18.9146,3.801,3.38705,23.5537,6.058,38.8457,12.8684
3.987,2.27979,19.3383,3.802,3.39466,23.7741,6.059,33.5709,12.6942
3.988,2.34786,19.7798,3.803,3.43094,24.0183,6.06,28.0434,12.5795
3.989,2.45202,20.2731,3.804,3.43366,24.2759,6.061,23.3601,12.5361
3.99,2.54638,20.7949,3.805,3.46495,24.5513,6.062,19.4633,12.5424
3.991,2.63118,21.3463,3.806,3.4885,24.8237,6.063,16.0999,12.5972
3.992,2.73063,21.8884,3.807,3.50399,25.1255,6.064,13.1501,12.7196
3.993,2.84169,22.4517,3.808,3.5083,25.4271,6.065,10.5863,12.8903
3.994,2.93872,23.0397,3.809,3.52397,25.7544,6.066,8.37568,13.0994
3.995,3.06358,23.6479,3.81,3.53957,26.0872,6.067,6.54567,13.3792
3.996,3.19105,24.2676,3.811,3.5786,26.4575,6.068,5.0443,13.7479
3.997,3.29865,24.8806,3.812,3.60432,26.8388,6.069,3.89088,14.1765
3.998,3.40374,25.4219,3.813,3.63011,27.251,6.07,3.07438,14.6509
3.999,3.47313,25.9607,3.814,3.65566,27.6614,6.071,2.56631,15.1608
4,3.529,26.4635,3.815,3.68737,28.0984,6.072,2.31093,15.7213
4.001,3.54954,26.9587,3.816,3.68625,28.566,6.073,2.21476,16.3316
4.002,3.56353,27.3538,3.817,3.70967,29.0539,6.074,2.20941,17.0082
4.003,3.56943,27.7831,3.818,3.75993,29.5673,6.075,2.27548,17.6825
4.004,3.57131,28.3088,3.819,3.78662,30.0911,6.076,2.33985,18.3352
4.005,3.58495,28.8359,3.82,3.78997,30.584,6.077,2.3825,19.0027
4.006,3.60167,29.3113,3.821,3.79643,31.1194,6.078,2.42739,19.6788
4.007,3.62188,29.7754,3.822,3.82241,31.6948,6.079,2.46176,20.371
4.008,3.59933,30.1719,3.823,3.84594,32.2537,6.08,2.46666,21.0785
4.009,3.60086,30.5998,3.824,3.87805,32.7816,6.081,2.49083,21.8165
4.01,3.61303,31.0549,3.825,3.89526,33.3641,6.082,2.48746,22.565
4.011,3.65633,31.5716,3.826,3.8929,34.0045,6.083,2.49736,23.3422
4.012,3.79591,32.1644,3.827,3.92822,34.5836,6.084,2.49934,24.139
4.013,4.09059,32.834,3.828,3.93006,35.0583,6.085,2.51556,24.9492
4.014,4.62375,33.6287,3.829,3.94612,35.4971,6.086,2.52528,25.7478
4.015,5.49441,34.4014,3.83,3.96106,35.8973,6.087,2.56402,26.5583
4.016,6.79157,35.0889,3.831,3.95858,36.2645,6.088,2.57092,27.3565
4.017,8.72998,35.7572,3.832,3.94882,36.5704,6.089,2.62101,28.1638
4.018,11.7724,36.4126,3.833,3.96587,36.9358,6.09,2.64232,28.9685
4.019,16.2105,37.022,3.834,3.96773,37.3504,6.091,2.68053,29.7237
4.02,21.6961,37.5861,3.835,3.99238,37.7766,6.092,2.70871,30.4064
4.021,28.1235,38.1614,3.836,3.97643,38.2066,6.093,2.77759,31.0547
4.022,34.9903,38.7649,3.837,3.9895,38.643,6.094,2.80931,31.6561
4.023,41.9199,39.3278,3.838,3.98603,39.0724,6.095,2.8642,32.2269
4.024,49.1001,39.8536,3.839,4.00335,39.4724,6.096,2.91833,32.7575
4.025,56.063,40.2855,3.84,4.05226,39.828,6.097,2.97854,33.2541
4.026,62.0409,40.6339,3.841,4.17624,40.2025,6.098,3.0446,33.6832
4.027,66.7105,40.8859,3.842,4.43234,40.5929,6.099,3.11806,34.083
4.028,70.1995,41.0551,3.843,4.92467,41.0525,6.1,3.16093,34.4521
4.029,72.576,41.0891,3.844,5.65235,41.5424,6.101,3.24282,34.8032
4.03,74.1273,40.9999,3.845,6.74015,42.0104,6.102,3.27703,35.1101
4.031,75.2572,40.7624,3.846,8.20451,42.4499,6.103,3.32107,35.4162
4.032,76.1722,40.3991,3.847,10.5366,42.8683,6.104,3.36636,35.675
4.033,77.0188,39.9061,3.848,14.212,43.2505,6.105,3.42109,35.9259
4.034,77.8466,39.2737,3.849,18.3054,43.6089,6.106,3.43494,36.1595
4.035,78.68,38.4641,3.85,22.3758,43.9239,6.107,3.47146,36.4105
4.036,79.4662,37.4961,3.851,26.5711,44.1827,6.108,3.50931,36.6307
4.037,80.2426,36.347,3.852,30.664,44.3724,6.109,3.5537,36.8482
4.038,80.9916,35.0518,3.853,34.5311,44.5142,6.11,3.56102,37.0652
4.039,81.7133,33.6824,3.854,38.0398,44.6012,6.111,3.57935,37.3257
4.04,82.3792,32.2133,3.855,41.1908,44.655,6.112,3.59522,37.5971
4.041,83.0553,30.6783,3.856,43.9164,44.6303,6.113,3.60878,37.8932
4.042,83.6781,29.0901,3.857,46.2434,44.4914,6.114,3.60918,38.1825
4.043,84.2968,27.5769,3.858,48.1139,44.2344,6.115,3.63231,38.346
4.044,84.9391,26.034,3.859,49.6299,43.8386,6.116,3.63722,38.4195
4.045,85.6187,24.3897,3.86,50.8204,43.3462,6.117,3.62889,38.4941
4.046,86.3312,22.7232,3.861,51.7828,42.7973,6.118,3.59226,38.5363
4.047,87.0782,21.1135,3.862,52.5463,42.135,6.119,3.58491,38.5716
4.048,87.7893,19.565,3.863,53.1893,41.3328,6.12,3.57417,38.5813
4.049,88.4448,18.1662,3.864,53.7024,40.4408,6.121,3.59734,38.5377
4.05,88.9415,16.8711,3.865,54.081,39.4838,6.122,3.65084,38.4412
4.051,89.2125,15.688,3.866,54.3059,38.3953,6.123,3.83649,38.345
4.052,89.1219,14.6094,3.867,54.3932,37.1287,6.124,4.22384,38.2296
4.053,88.6045,13.5583,3.868,54.3373,35.8119,6.125,4.95872,38.074
4.054,87.5009,12.544,3.869,54.1662,34.5218,6.126,6.10698,37.8901
4.055,85.7056,11.4804,3.87,53.871,33.2183,6.127,7.75045,37.7059
4.056,83.1161,10.5096,3.871,53.4996,31.9274,6.128,9.9288,37.5077
4.057,79.6308,9.68114,3.872,53.0251,30.6886,6.129,12.8954,37.2918
4.058,75.2662,8.96348,3.873,52.5093,29.5685,6.13,16.6851,37.033
4.059,70.0722,8.31838,3.874,51.9188,28.4732,6.131,21.0862,36.7328
4.06,64.0272,7.78598,3.875,51.3527,27.3826,6.132,25.7494,36.4258
4.061,56.8427,7.36092,3.876,50.8784,26.3225,6.133,30.4903,36.1119
4.062,49.5135,7.02864,3.877,50.5301,25.2851,6.134,35.2445,35.7647
4.063,42.8946,6.70662,3.878,50.3085,24.2858,6.135,40.0591,35.4257
4.064,36.6621,6.46033,3.879,50.1073,23.3435,6.136,44.5996,35.0738
4.065,30.7606,6.2547,3.88,49.7807,22.4999,6.137,48.6972,34.6893
4.066,25.4374,6.14025,3.881,49.2954,21.7664,6.138,52.3245,34.2813
4.067,20.9009,6.09245,3.882,48.6375,21.1097,6.139,55.5239,33.8695
4.068,17.0145,6.12828,3.883,47.7925,20.5357,6.14,58.2043,33.411
4.069,13.7059,6.20894,3.884,46.7526,20.0103,6.141,60.4386,32.8883
4.07,10.8705,6.36891,3.885,45.5724,19.5115,6.142,62.2904,32.3163
4.071,8.45271,6.57164,3.886,44.2177,19.0717,6.143,63.8441,31.6916
4.072,6.44862,6.83102,3.887,42.7385,18.6815,6.144,65.0998,31.0264
4.073,4.84102,7.09847,3.888,41.1123,18.3412,6.145,66.1316,30.3331
4.074,3.62146,7.40369,3.889,39.3449,18.0503,6.146,66.942,29.5987
4.075,2.76492,7.74561,3.89,37.1922,17.7996,6.147,67.5927,28.8319
4.076,2.19698,8.13601,3.891,34.2973,17.5602,6.148,68.0526,28.0546
4.077,1.88449,8.54622,3.892,31.4643,17.3577,6.149,68.3535,27.2692
4.078,1.75439,8.98777,3.893,29.0213,17.1871,6.15,68.5073,26.46
4.079,1.74802,9.45481,3.894,26.73,17.0412,6.151,68.5381,25.6223
4.08,1.76579,9.94747,3.895,24.3684,16.9151,6.152,68.411,24.7489
4.081,1.82775,10.4552,3.896,21.857,16.8002,6.153,68.1576,23.8286
4.082,1.88247,10.9813,3.897,19.4823,16.6765,6.154,67.7664,22.8484
4.083,1.95118,11.4723,3.898,17.5468,16.5668,6.155,67.2558,21.7947
4.084,2.01939,11.9549,3.899,16.0206,16.4612,6.156,66.5745,20.7746
4.085,2.07706,12.4564,3.9,14.6777,16.377,6.157,65.7548,19.8002
4.086,2.1092,12.976,3.901,13.4733,16.2981,6.158,64.7789,18.8569
4.087,2.12396,13.4901,3.902,12.3259,16.239,6.159,63.6161,17.951
4.088,2.11823,14.0048,3.903,11.2795,16.1994,6.16,62.1654,17.0865
4.089,2.11811,14.5238,3.904,10.3261,16.1905,6.161,60.4174,16.2621
4.09,2.10021,15.0432,3.905,9.39994,16.2063,6.162,58.3952,15.5299
4.091,2.09932,15.5284,3.906,8.46272,16.2582,6.163,56.0245,14.9081
4.092,2.10951,15.985,3.907,7.49106,16.3482,6.164,53.3032,14.3607
4.093,2.11181,16.3929,3.908,6.52682,16.4812,6.165,50.2544,13.8791
4.094,2.09879,16.8031,3.909,5.62429,16.6378,6.166,46.8256,13.483
4.095,2.12882,17.2188,3.91,4.75071,16.8225,6.167,43.018,13.1609
4.096,2.14236,17.6283,3.911,4.06117,17.0399,6.168,38.5881,12.9113
4.097,2.14852,18.0061,3.912,3.55971,17.2871,6.169,33.238,12.7184
4.098,2.16437,18.3782,3.913,3.23105,17.5468,6.17,27.7315,12.6072
4.099,2.21503,18.7285,3.914,3.03688,17.8123,6.171,23.0643,12.5473
4.1,2.22384,19.0906,3.915,2.99262,18.0761,6.172,19.1796,12.5508
4.101,2.30234,19.4706,3.916,3.09408,18.3451,6.173,15.8207,12.5778
4.102,2.33483,19.8776,3.917,3.22593,18.62,6.174,12.883,12.6945
4.103,2.40798,20.3036,3.918,3.35223,18.9111,6.175,10.3682,12.8751
4.104,2.48007,20.7704,3.919,3.44809,19.1957,6.176,8.21134,13.1206
4.105,2.59244,21.2969,3.92,3.47076,19.4802,6.177,6.40599,13.3996
4.106,2.68138,21.8652,3.921,3.48083,19.7675,6.178,4.93969,13.7584
4.107,2.78028,22.4763,3.922,3.46083,20.0713,6.179,3.81227,14.2156
4.108,2.8911,23.1086,3.923,3.42761,20.3738,6.18,3.00016,14.7468
4.109,3.0175,23.7322,3.924,3.41935,20.6881,6.181,2.50244,15.3344
4.11,3.14174,24.3491,3.925,3.4087,21.0586,6.182,2.24655,15.9737
4.111,3.28974,24.9634,3.926,3.38298,21.4249,6.183,2.15784,16.6539
4.112,3.39844,25.5733,3.927,3.37574,21.7145,6.184,2.16038,17.3755
4.113,3.50026,26.1463,3.928,3.38945,21.9867,6.185,2.20939,18.11
4.114,3.56183,26.7163,3.929,3.37976,22.2247,6.186,2.28447,18.8737
4.115,3.61608,27.209,3.93,3.38748,22.4531,6.187,2.35013,19.6527
4.116,3.63335,27.6751,3.931,3.40925,22.6613,6.188,2.41709,20.4521
4.117,3.65795,28.0783,3.932,3.42482,22.8854,6.189,2.44804,21.2834
4.118,3.68303,28.4966,3.933,3.43839,23.0989,6.19,2.46585,22.1341
4.119,3.69711,28.9814,3.934,3.45355,23.3273,6.191,2.50264,22.9688
4.12,3.70492,29.4845,3.935,3.47248,23.5405,6.192,2.49725,23.8085
4.121,3.71704,29.9331,3.936,3.48793,23.7662,6.193,2.48279,24.6237
4.122,3.72871,30.3581,3.937,3.50486,23.9909,6.194,2.48893,25.4439
4.123,3.74857,30.702,3.938,3.52889,24.2394,6.195,2.49249,26.2597
4.124,3.71734,31.0912,3.939,3.53923,24.481,6.196,2.50374,27.0675
4.125,3.71636,31.5301,3.94,3.54433,24.7527,6.197,2.52763,27.8299
4.126,3.73402,32.0177,3.941,3.55852,25.0378,6.198,2.56553,28.5878
4.127,3.82823,32.6448,3.942,3.57911,25.3695,6.199,2.60356,29.3259
4.128,4.05102,33.3188,3.943,3.59817,25.7206,6.2,2.64675,30.0593
4.129,4.47525,33.9957,3.944,3.63128,26.106,6.201,2.68628,30.7814
4.13,5.19016,34.6617,3.945,3.66855,26.4993,6.202,2.71963,31.4786
4.131,6.29277,35.3729,3.946,3.69379,26.9272,6.203,2.7565,32.0918
4.132,7.9012,36.0768,3.947,3.72118,27.3665,6.204,2.81007,32.6697
4.133,10.3877,36.7514,3.948,3.75227,27.8342,6.205,2.85737,33.2253
4.134,14.2845,37.403,3.949,3.78278,28.3194,6.206,2.92305,33.7564
4.135,19.3696,38.0749,3.95,3.81574,28.8542,6.207,2.98454,34.2657
4.136,25.4282,38.7042,3.951,3.85309,29.4237,6.208,3.03362,34.7434
4.137,32.2189,39.3194,3.952,3.85761,30.0174,6.209,3.08602,35.1671
4.138,39.1525,39.8799,3.953,3.87956,30.6259,6.21,3.16758,35.5489
4.139,46.2906,40.4184,3.954,3.90479,31.2576,6.211,3.2093,35.8548
4.14,53.493,40.8936,3.955,3.93204,31.8889,6.212,3.25471,36.1405
4.141,60.0467,41.3345,3.956,3.93755,32.5308,6.213,3.3158,36.3592
4.142,65.3392,41.6665,3.957,3.93563,33.1572,6.214,3.36032,36.6125
4.143,69.3322,41.9103,3.958,3.96481,33.7769,6.215,3.40031,36.9146
4.144,72.1754,42.0321,3.959,3.97548,34.3746,6.216,3.44908,37.2613
4.145,74.0106,42.0667,3.96,3.99201,34.9873,6.217,3.4738,37.6158
4.146,75.2598,41.9343,3.961,3.98674,35.5824,6.218,3.50978,38.0035
4.147,76.2385,41.6701,3.962,4.00966,36.146,6.219,3.53334,38.3835
4.148,77.0918,41.2192,3.963,4.01933,36.621,6.22,3.5493,38.7508
4.149,77.9075,40.6239,3.964,4.02761,37.0887,6.221,3.56309,39.1356
4.15,78.7547,39.8664,3.965,4.01882,37.4789,6.222,3.59252,39.5115
4.151,79.5662,38.9625,3.966,4.03505,37.846,6.223,3.59289,39.9082
4.152,80.3438,37.8761,3.967,4.02431,38.2641,6.224,3.59955,40.26
4.153,81.1067,36.6316,3.968,4.02814,38.7601,6.225,3.57515,40.5765
4.154,81.8344,35.248,3.969,4.02328,39.291,6.226,3.57825,40.8329
4.155,82.542,33.7376,3.97,4.03585,39.8685,6.227,3.57018,40.9891
4.156,83.215,32.1925,3.971,4.02426,40.4778,6.228,3.57637,41.0917
4.157,83.8248,30.5865,3.972,4.0481,41.0887,6.229,3.56635,41.1327
4.158,84.4115,28.9866,3.973,4.10112,41.6799,6.23,3.55925,41.0964
4.159,84.9899,27.3573,3.974,4.25285,42.2765,6.231,3.58874,41.0102
4.16,85.6463,25.651,3.975,4.53342,42.868,6.232,3.6807,40.8847
4.161,86.3294,23.9057,3.976,5.03913,43.4921,6.233,3.90771,40.7149
4.162,87.0138,22.2132,3.977,5.84789,44.1538,6.234,4.34711,40.5215
4.163,87.7024,20.5682,3.978,7.03101,44.8026,6.235,5.18168,40.2974
4.164,88.3713,19.0661,3.979,8.70275,45.4464,6.236,6.45824,40.0376
4.165,88.9503,17.679,3.98,11.5508,46.0616,6.237,8.19838,39.7714
4.166,89.368,16.4095,3.981,15.5574,46.6426,6.238,10.5551,39.4913
4.167,89.499,15.2449,3.982,19.7075,47.1513,6.239,13.7008,39.193
4.168,89.3112,14.0676,3.983,23.9301,47.5874,6.24,17.6639,38.8661
4.169,88.6619,12.9631,3.984,28.2997,47.9431,6.241,22.1622,38.5251
4.17,87.4146,11.961,3.985,32.4461,48.2298,6.242,26.8472,38.1286
4.171,85.425,11.0669,3.986,36.2896,48.4276,6.243,31.5736,37.716
4.172,82.6043,10.2076,3.987,39.7898,48.5361,6.244,36.3252,37.3243
4.173,78.8271,9.44581,3.988,42.8986,48.5481,6.245,41.0944,36.9437
4.174,74.1527,8.78712,3.989,45.5713,48.4635,6.246,45.5275,36.5033
4.175,68.6488,8.23308,3.99,47.8281,48.2628,6.247,49.4827,36.0226
4.176,62.1264,7.72716,3.991,49.6004,47.9481,6.248,53.0156,35.4635
4.177,54.5564,7.31208,3.992,51.0197,47.502,6.249,56.0676,34.8734
4.178,47.4068,6.94435,3.993,52.1964,46.9435,6.25,58.6426,34.2213
4.179,40.8835,6.66216,3.994,53.1595,46.2379,6.251,60.7526,33.5321
4.18,34.7356,6.4291,3.995,53.9276,45.3984,6.252,62.5196,32.8157
4.181,28.9625,6.28571,3.996,54.5706,44.4352,6.253,63.9752,32.0901
4.182,23.9183,6.17883,3.997,55.0451,43.359,6.254,65.1994,31.3683
4.183,19.5878,6.15392,3.998,55.379,42.1783,6.255,66.1849,30.6194
4.184,15.9212,6.18393,3.999,55.5609,40.8946,6.256,66.9552,29.7922
4.185,12.7459,6.29222,4,55.642,39.5298,6.257,67.5442,28.9347
4.186,10.0336,6.43495,4.001,55.5808,38.0859,6.258,67.9977,28.0498
4.187,7.73926,6.64636,4.002,55.409,36.59,6.259,68.2491,27.1601
4.188,5.87094,6.88646,4.003,55.0977,35.0723,6.26,68.3791,26.2752
4.189,4.39352,7.17877,4.004,54.6844,33.6316,6.261,68.3735,25.3801
4.19,3.29722,7.49,4.005,54.16,32.2505,6.262,68.2433,24.448
4.191,2.5127,7.85062,4.006,53.5911,31.0139,6.263,67.9739,23.5001
4.192,2.04332,8.21927,4.007,52.9457,29.8369,6.264,67.5733,22.4895
4.193,1.79727,8.61069,4.008,52.2502,28.6609,6.265,66.9928,21.4668
4.194,1.72085,9.01627,4.009,51.5384,27.5303,6.266,66.288,20.4146
4.195,1.73326,9.44881,4.01,50.9172,26.4365,6.267,65.4504,19.3784
4.196,1.7841,9.89444,4.011,50.4224,25.3899,6.268,64.4278,18.4264
4.197,1.82905,10.3616,4.012,50.0535,24.3795,6.269,63.12,17.5443
4.198,1.91156,10.8381,4.013,49.7114,23.4464,6.27,61.5759,16.74
4.199,1.97912,11.3244,4.014,49.2436,22.6094,6.271,59.7386,16.0118
4.2,2.0383,11.8078,4.015,48.6297,21.8744,6.272,57.5942,15.339
4.201,2.06294,12.2824,4.016,47.8334,21.2262,6.273,55.1031,14.7399
4.202,2.1024,12.7636,4.017,46.9146,20.6528,6.274,52.316,14.2176
4.203,2.09212,13.2468,4.018,45.8222,20.1079,6.275,49.1586,13.7809
4.204,2.08794,13.724,4.019,44.5845,19.6325,6.276,45.6431,13.4176
4.205,2.08077,14.1894,4.02,43.2171,19.188,6.277,41.728,13.1284
4.206,2.09166,14.6426,4.021,41.6752,18.8086,6.278,37.0786,12.8823
4.207,2.07072,15.0848,4.022,39.9745,18.4481,6.279,31.5952,12.711
4.208,2.07293,15.5174,4.023,37.9386,18.1421,6.28,26.3115,12.5978
4.209,2.08572,15.9346,4.024,35.091,17.8676,6.281,21.9001,12.5548
4.21,2.09619,16.3386,4.025,32.052,17.6402,6.282,18.2045,12.5617
4.211,2.0916,16.7299,4.026,29.4658,17.4217,6.283,14.9713,12.6408
4.212,2.11356,17.1168,4.027,27.1022,17.2443,6.284,12.1644,12.7763
4.213,2.11563,17.4943,4.028,24.7743,17.0893,6.285,9.75307,12.9864
4.214,2.16108,17.8687,4.029,22.2699,16.9746,6.286,7.70048,13.2457
4.215,2.18039,18.2431,4.03,19.7959,16.8681,6.287,5.96087,13.591
4.216,2.23347,18.6486,4.031,17.6676,16.7906,6.288,4.60086,14.0145
4.217,2.26937,19.0715,4.032,16.0462,16.7106,6.289,3.56349,14.5223
4.218,2.34634,19.5001,4.033,14.6512,16.6429,6.29,2.85269,15.0932
4.219,2.40731,19.9315,4.034,13.3799,16.566,6.291,2.41278,15.7453
4.22,2.50031,20.4078,4.035,12.2287,16.5147,6.292,2.23215,16.4144
4.221,2.59323,20.9051,4.036,11.2038,16.487,6.293,2.15929,17.1113
4.222,2.68311,21.4268,4.037,10.2304,16.4901,6.294,2.19574,17.7989
4.223,2.77336,21.9604,4.038,9.30315,16.5027,6.295,2.25347,18.5068
4.224,2.90156,22.5172,4.039,8.354,16.5444,6.296,2.33329,19.2495
4.225,3.00986,23.0813,4.04,7.438,16.6123,6.297,2.38223,20.0253
4.226,3.1248,23.639,4.041,6.54922,16.7172,6.298,2.44428,20.8241
4.227,3.22435,24.1808,4.042,5.54062,16.8598,6.299,2.47216,21.6425
4.228,3.33349,24.7201,4.043,4.64646,17.0442,6.3,2.52013,22.4729
4.229,3.42513,25.2489,4.044,3.96298,17.2614,6.301,2.51242,23.3159
4.23,3.4967,25.6984,4.045,3.48872,17.5078,6.302,2.51943,24.0914
4.231,3.52969,26.0892,4.046,3.24383,17.7767,6.303,2.51199,24.8191
4.232,3.55833,26.3994,4.047,3.15973,18.0658,6.304,2.52126,25.6058
4.233,3.57393,26.6849,4.048,3.23356,18.3425,6.305,2.53184,26.4279
4.234,3.59927,27.0447,4.049,3.36364,18.6263,6.306,2.54128,27.2371
4.235,3.60927,27.4503,4.05,3.51823,18.9283,6.307,2.553,28.0364
4.236,3.61265,27.8711,4.051,3.55958,19.2541,6.308,2.57346,28.7945
4.237,3.5972,28.2967,4.052,3.56933,19.5935,6.309,2.60421,29.5145
4.238,3.61355,28.6641,4.053,3.57522,19.9449,6.31,2.64662,30.2559
4.239,3.61219,29.0109,4.054,3.57585,20.295,6.311,2.69525,30.996
4.24,3.62343,29.3515,4.055,3.56229,20.6451,6.312,2.75087,31.7108
4.241,3.62785,29.7191,4.056,3.54098,20.9874,6.313,2.78261,32.3973
4.242,3.68093,30.2203,4.057,3.49526,21.336,6.314,2.83049,33.0425
4.243,3.81274,30.7804,4.058,3.46741,21.6734,6.315,2.88059,33.6428
4.244,4.14,31.3864,4.059,3.43088,22.0077,6.316,2.95583,34.2079
4.245,4.71265,32.0038,4.06,3.42278,22.3266,6.317,3.01512,34.736
