Time A1,Pressure A1,Volume A1,Time A2,Pressure A2,Volume A2,Time A3,Pressure A3,Volume A3
5.247,4.70515,37.1768,6.845,106.929,44.1126,3.011,71.3877,21.0112
5.248,4.77064,37.3071,6.846,108.005,43.7312,3.012,72.9607,20.7311
5.249,4.82482,37.3333,6.847,108.883,43.2936,3.013,74.4237,20.4125
5.25,4.86226,37.3119,6.848,109.552,42.7753,3.014,75.7527,20.0637
5.251,4.89549,37.253,6.849,110.032,42.1844,3.015,76.9324,19.6699
5.252,4.93098,37.1569,6.85,110.372,41.4709,3.016,77.93,19.2436
5.253,4.95309,37.0768,6.851,110.589,40.6994,3.017,78.7882,18.7693
5.254,4.99021,37.0084,6.852,110.752,39.9576,3.018,79.4993,18.2631
5.255,5.00482,36.9659,6.853,110.852,39.19,3.019,80.07,17.7406
5.256,5.03999,37.0411,6.854,110.947,38.3231,3.02,80.5278,17.2124
5.257,5.05752,37.1448,6.855,111.022,37.4227,3.021,80.8529,16.7014
5.258,5.0922,37.3282,6.856,111.138,36.5328,3.022,81.0647,16.1971
5.259,5.11828,37.5563,6.857,111.371,35.6603,3.023,81.1945,15.708
5.26,5.14805,37.832,6.858,111.948,34.7391,3.024,81.1826,15.2271
5.261,5.14426,38.1269,6.859,112.552,33.7925,3.025,81.049,14.7556
5.262,5.19529,38.3284,6.86,112.611,32.8876,3.026,80.7719,14.3024
5.263,5.24623,38.4566,6.861,112.815,31.9796,3.027,80.3896,13.8893
5.264,5.37514,38.4452,6.862,113.382,31.0388,3.028,79.8392,13.5113
5.265,5.56404,38.3332,6.863,114.132,30.1053,3.029,79.1681,13.1603
5.266,5.92802,38.1989,6.864,115.003,29.2135,3.03,78.3223,12.835
5.267,6.52918,38.027,6.865,115.812,28.3614,3.031,77.3427,12.5251
5.268,7.49445,37.8455,6.866,116.372,27.4975,3.032,76.1938,12.2496
5.269,8.99657,37.6853,6.867,116.484,26.6485,3.033,74.9209,12.0161
5.27,11.728,37.5309,6.868,116.052,25.785,3.034,73.4443,11.8253
5.271,16.3525,37.4407,6.869,114.961,24.9308,3.035,71.7638,11.6414
5.272,21.9869,37.4761,6.87,113.146,23.9966,3.036,69.8338,11.4821
5.273,28.149,37.5642,6.871,110.205,23.0819,3.037,67.5906,11.3371
5.274,34.6002,37.7721,6.872,104.7,22.2315,3.038,65.0124,11.2276
5.275,41.0757,38.0279,6.873,94.5599,21.4195,3.039,62.0606,11.1386
5.276,47.3233,38.3775,6.874,83.8047,20.6372,3.04,58.6138,11.0753
5.277,53.2388,38.7344,6.875,73.9856,19.9072,3.041,54.4764,11.0347
5.278,58.9927,39.0638,6.876,64.8407,19.2117,3.042,49.7778,11.0229
5.279,64.6011,39.3432,6.877,56.1954,18.5666,3.043,44.9193,11.0161
5.28,70.1172,39.5037,6.878,48.377,17.9777,3.044,40.1432,11.0277
5.281,75.4337,39.5516,6.879,41.3289,17.469,3.045,35.6592,11.0562
5.282,80.1739,39.5035,6.88,35.1149,17.0536,3.046,31.5175,11.1151
5.283,83.7549,39.3244,6.881,29.6349,16.7111,3.047,27.7636,11.1875
5.284,86.2317,39.0342,6.882,24.843,16.4205,3.048,24.3544,11.2781
5.285,87.7634,38.6064,6.883,20.6872,16.2015,3.049,21.2564,11.371
5.286,88.6545,38.0385,6.884,17.141,16.0035,3.05,18.5127,11.4793
5.287,89.1825,37.4532,6.885,14.1643,15.8813,3.051,16.0702,11.6072
5.288,89.5303,36.8902,6.886,11.8,15.8212,3.052,13.7146,11.7613
5.289,89.7709,36.3522,6.887,10.0764,15.8485,3.053,11.6601,11.9308
5.29,89.9396,35.8763,6.888,8.92259,15.9402,3.054,9.95093,12.1202
5.291,90.0271,35.377,6.889,8.1398,16.1088,3.055,8.52934,12.3273
5.292,90.0512,34.8858,6.89,7.65534,16.3471,3.056,7.33815,12.5516
5.293,89.9756,34.3312,6.891,7.32302,16.6631,3.057,6.37516,12.7832
5.294,89.8126,33.7194,6.892,7.09682,17.0415,3.058,5.64341,13.0265
5.295,89.5208,33.0697,6.893,6.82852,17.4904,3.059,5.11937,13.2695
5.296,89.0937,32.3189,6.894,6.73271,17.9727,3.06,4.73857,13.5121
5.297,88.5193,31.5128,6.895,6.67242,18.4938,3.061,4.48454,13.7625
5.298,87.8065,30.6299,6.896,6.60327,19.0277,3.062,4.30274,14.0183
5.299,87.0299,29.6652,6.897,6.49495,19.577,3.063,4.21703,14.2644
5.3,86.1705,28.6483,6.898,6.38015,20.0911,3.064,4.20283,14.507
5.301,85.1975,27.5575,6.899,6.22547,20.6202,3.065,4.24346,14.7445
5.302,84.135,26.4428,6.9,6.11601,21.1575,3.066,4.2666,14.9827
5.303,82.9727,25.3831,6.901,6.0246,21.7084,3.067,4.3188,15.2293
5.304,81.7,24.3247,6.902,5.98549,22.2732,3.068,4.36395,15.473
5.305,80.3203,23.4364,6.903,5.95191,22.8506,3.069,4.41897,15.6967
5.306,78.8882,22.7375,6.904,5.96217,23.4163,3.07,4.44949,15.915
5.307,77.421,22.177,6.905,5.97913,23.9696,3.071,4.4962,16.1368
5.308,75.9027,21.7812,6.906,6.03493,24.5435,3.072,4.52029,16.3588
5.309,74.3177,21.4502,6.907,6.0737,25.1346,3.073,4.55957,16.5711
5.31,72.5775,21.2226,6.908,6.14219,25.7041,3.074,4.59732,16.7705
5.311,70.4493,21.0643,6.909,6.22233,26.2463,3.075,4.66165,16.9505
5.312,67.3194,20.9609,6.91,6.31064,26.7526,3.076,4.6987,17.125
5.313,61.7768,20.9056,6.911,6.3878,27.2277,3.077,4.72928,17.2886
5.314,55.3264,20.8408,6.912,6.4677,27.6581,3.078,4.7735,17.4397
5.315,50.0199,20.7752,6.913,6.56235,28.0583,3.079,4.81254,17.5684
5.316,45.1042,20.7175,6.914,6.65456,28.4586,3.08,4.85261,17.6957
5.317,40.1762,20.6308,6.915,6.73636,28.8389,3.081,4.91519,17.8199
5.318,35.2445,20.5426,6.916,6.84778,29.1675,3.082,4.95206,17.9435
5.319,30.5159,20.4639,6.917,6.92944,29.4663,3.083,4.99568,18.0667
5.32,26.1979,20.3966,6.918,7.03472,29.7848,3.084,5.03425,18.2004
5.321,22.2707,20.4353,6.919,7.09968,30.099,3.085,5.05928,18.3398
5.322,18.6889,20.5328,6.92,7.16135,30.3781,3.086,5.10275,18.4808
5.323,15.4369,20.7189,6.921,7.18084,30.6417,3.087,5.14118,18.6274
5.324,12.5314,20.9781,6.922,7.20495,30.9112,3.088,5.17695,18.7851
5.325,9.97851,21.2967,6.923,7.21559,31.1725,3.089,5.22682,18.9419
5.326,7.74839,21.7534,6.924,7.23501,31.4096,3.09,5.25262,19.1183
5.327,5.85406,22.246,6.925,7.24518,31.6322,3.091,5.31059,19.3236
5.328,4.27939,22.7935,6.926,7.26429,31.8336,3.092,5.32662,19.5389
5.329,3.07311,23.3126,6.927,7.28188,32.0254,3.093,5.38226,19.7645
5.33,2.1947,23.6964,6.928,7.30489,32.2184,3.094,5.40128,19.9952
5.331,1.62027,24.0484,6.929,7.33883,32.4252,3.095,5.42174,20.232
5.332,1.26013,24.3417,6.93,7.37723,32.668,3.096,5.4618,20.46
5.333,1.07385,24.6201,6.931,7.41478,32.9219,3.097,5.50739,20.6734
5.334,1.03715,24.9168,6.932,7.44447,33.1602,3.098,5.50568,20.8745
5.335,1.06406,25.1988,6.933,7.47423,33.3846,3.099,5.51935,21.0672
5.336,1.14819,25.4731,6.934,7.52266,33.6006,3.1,5.54497,21.2597
5.337,1.22357,25.823,6.935,7.55325,33.8212,3.101,5.55363,21.4608
5.338,1.29865,26.2044,6.936,7.58301,34.0537,3.102,5.56618,21.6368
5.339,1.36246,26.6891,6.937,7.62947,34.2877,3.103,5.57115,21.77
5.34,1.43818,27.2388,6.938,7.64171,34.4942,3.104,5.56524,21.8847
5.341,1.52652,27.8515,6.939,7.64376,34.6885,3.105,5.56237,21.9829
5.342,1.62053,28.5529,6.94,7.66239,34.8637,3.106,5.56601,22.0644
5.343,1.71375,29.2419,6.941,7.64749,35.0415,3.107,5.60187,22.1131
5.344,1.82488,29.9916,6.942,7.65621,35.2011,3.108,5.61385,22.134
5.345,1.97312,30.7486,6.943,7.65163,35.3639,3.109,5.64685,22.1141
5.346,2.09848,31.4225,6.944,7.64112,35.509,3.11,5.71729,22.0945
5.347,2.28638,32.0367,6.945,7.64644,35.6868,3.111,5.8119,22.0835
5.348,2.47392,32.5167,6.946,7.68962,35.836,3.112,5.95641,22.0654
5.349,2.65824,32.9477,6.947,7.81306,35.9785,3.113,6.1963,22.0333
5.35,2.82524,33.3368,6.948,8.05929,36.177,3.114,6.54812,22.0072
5.351,3.00761,33.6675,6.949,8.56276,36.4402,3.115,7.06168,21.998
5.352,3.17893,33.9738,6.95,9.5782,36.8002,3.116,7.80571,21.9949
5.353,3.34435,34.262,6.951,12.1129,37.2041,3.117,8.88623,22.0082
5.354,3.50363,34.5402,6.952,16.6537,37.6617,3.118,10.508,22.0242
5.355,3.66024,34.8704,6.953,21.594,38.1442,3.119,12.6682,22.0524
5.356,3.82062,35.194,6.954,27.683,38.6566,3.12,15.3075,22.0813
5.357,3.95956,35.5582,6.955,34.6073,39.1378,3.121,18.4481,22.1206
5.358,4.10574,35.9641,6.956,42.142,39.6004,3.122,21.9866,22.153
5.359,4.24738,36.3776,6.957,50.136,40.048,3.123,25.8231,22.1849
5.36,4.36947,36.8315,6.958,58.5738,40.4974,3.124,29.9581,22.1971
5.361,4.48409,37.2474,6.959,67.5223,40.8662,3.125,34.3366,22.2035
5.362,4.60114,37.6175,6.96,76.9129,41.1624,3.126,38.915,22.1917
5.363,4.69789,37.8976,6.961,86.3726,41.4076,3.127,43.5711,22.1716
5.364,4.78407,37.9786,6.962,94.5205,41.6302,3.128,48.1202,22.116
5.365,4.86424,38.03,6.963,99.7736,41.7853,3.129,52.3018,22.0379
5.366,4.92169,37.9986,6.964,102.705,41.8897,3.13,56.0657,21.9429
5.367,4.97809,37.8838,6.965,104.109,41.9398,3.131,59.4217,21.8392
5.368,5.01821,37.7442,6.966,104.715,41.952,3.132,62.3937,21.6977
5.369,5.06844,37.5241,6.967,105.165,41.915,3.133,64.9875,21.5301
5.37,5.11008,37.2812,6.968,105.825,41.8471,3.134,67.2884,21.3194
5.371,5.14958,37.151,6.969,106.813,41.7043,3.135,69.4021,21.0741
5.372,5.15766,37.0503,6.97,107.958,41.5022,3.136,71.3386,20.7895
5.373,5.17779,37.0654,6.971,109.078,41.1889,3.137,73.1323,20.4863
5.374,5.19129,37.1451,6.972,110.036,40.7798,3.138,74.7966,20.1556
5.375,5.21626,37.2608,6.973,110.818,40.2882,3.139,76.2923,19.8077
5.376,5.23519,37.4347,6.974,111.393,39.7126,3.14,77.6143,19.4253
5.377,5.26075,37.6185,6.975,111.851,39.0521,3.141,78.8018,19.021
5.378,5.29238,37.821,6.976,112.197,38.3495,3.142,79.8384,18.565
5.379,5.34469,38,6.977,112.433,37.5577,3.143,80.6845,18.0754
5.38,5.44238,38.1299,6.978,112.59,36.6826,3.144,81.414,17.5728
5.381,5.62027,38.1531,6.979,112.692,35.756,3.145,82.0367,17.0561
5.382,5.9407,38.0098,6.98,112.724,34.7865,3.146,82.512,16.5206
5.383,6.48601,37.8313,6.981,112.719,33.7888,3.147,82.8962,15.9748
5.384,7.36444,37.6458,6.982,112.767,32.8086,3.148,83.1506,15.4386
5.385,8.79735,37.3782,6.983,112.887,31.8219,3.149,83.2773,14.9101
5.386,11.3731,37.129,6.984,113.095,30.8274,3.15,83.2934,14.4175
5.387,15.9651,36.9656,6.985,113.38,29.8448,3.151,83.1654,13.9487
5.388,21.7565,36.8831,6.986,113.759,28.8766,3.152,82.9253,13.4924
5.389,28.0955,36.94,6.987,114.261,28.0108,3.153,82.5215,13.0583
5.39,34.8157,37.0512,6.988,114.925,27.2063,3.154,81.9593,12.6631
5.391,41.6323,37.2515,6.989,115.711,26.4151,3.155,81.2946,12.3039
5.392,47.9699,37.5189,6.99,116.542,25.6617,3.156,80.4727,11.9642
5.393,54.1312,37.802,6.991,117.276,24.8973,3.157,79.4985,11.6518
5.394,60.0262,38.1059,6.992,117.723,24.1672,3.158,78.4259,11.3547
5.395,65.7235,38.3242,6.993,117.755,23.4412,3.159,77.1711,11.0859
5.396,71.3021,38.475,6.994,117.269,22.7566,3.16,75.7245,10.843
5.397,76.7789,38.5365,6.995,116.139,22.0823,3.161,74.0582,10.6474
5.398,81.8473,38.4853,6.996,114.237,21.428,3.162,72.1153,10.4695
5.399,85.8114,38.3379,6.997,111.169,20.7968,3.163,69.8952,10.3266
5.4,88.5615,38.1048,6.998,105.307,20.213,3.164,67.3148,10.1992
5.401,90.3326,37.7075,6.999,94.8689,19.6471,3.165,64.317,10.0977
5.402,91.3025,37.2123,7,83.8008,19.1199,3.166,60.9059,10.007
5.403,91.8628,36.5943,7.001,73.5828,18.6319,3.167,56.8542,9.9379
5.404,92.2272,35.9537,7.002,64.0718,18.1793,3.168,52.1566,9.8827
5.405,92.4666,35.4206,7.003,55.4239,17.7493,3.169,47.0184,9.85446
5.406,92.6596,34.9029,7.004,47.6925,17.3644,3.17,41.9419,9.84351
5.407,92.846,34.451,7.005,40.8247,17.0218,3.171,37.2301,9.85491
5.408,92.9531,33.9903,7.006,34.6815,16.7483,3.172,32.9116,9.88166
5.409,93.0168,33.4988,7.007,29.2785,16.5097,3.173,28.9462,9.93609
5.41,92.9917,32.9882,7.008,24.5595,16.3217,3.174,25.3763,10.0072
5.411,92.8524,32.4296,7.009,20.476,16.1591,3.175,22.1592,10.1021
5.412,92.5711,31.84,7.01,16.9838,16.0473,3.176,19.3719,10.2252
5.413,92.1741,31.167,7.011,14.0594,15.955,3.177,16.8118,10.3753
5.414,91.6401,30.4106,7.012,11.7474,15.8837,3.178,14.3037,10.5346
5.415,90.9878,29.5928,7.013,10.0894,15.8617,3.179,12.1606,10.7112
5.416,90.2285,28.7195,7.014,8.98898,15.9051,3.18,10.3902,10.8862
5.417,89.3812,27.7858,7.015,8.26373,16.0175,3.181,8.87768,11.0651
5.418,88.4005,26.8265,7.016,7.74764,16.1937,3.182,7.61928,11.2482
5.419,87.306,25.8123,7.017,7.37771,16.3811,3.183,6.58858,11.4464
5.42,86.1071,24.8074,7.018,7.03933,16.6013,3.184,5.80398,11.6538
5.421,84.8373,23.833,7.019,6.7632,16.8547,3.185,5.22636,11.8704
5.422,83.4727,22.9958,7.02,6.61381,17.1272,3.186,4.8232,12.0797
5.423,82.0456,22.4143,7.021,6.49414,17.4487,3.187,4.54043,12.2833
5.424,80.5533,21.9505,7.022,6.40132,17.8235,3.188,4.37214,12.4831
5.425,78.9853,21.6255,7.023,6.30697,18.173,3.189,4.26152,12.6794
5.426,77.2539,21.4069,7.024,6.22416,18.5298,3.19,4.20609,12.8758
5.427,75.214,21.284,7.025,6.15107,18.8827,3.191,4.17202,13.0684
5.428,72.4205,21.2317,7.026,6.07333,19.2386,3.192,4.18558,13.2537
5.429,67.4754,21.1535,7.027,6.02742,19.5996,3.193,4.20916,13.4324
5.43,61.0249,21.1009,7.028,5.9923,19.9676,3.194,4.24774,13.6175
5.431,55.5256,21.0438,7.029,5.96332,20.3592,3.195,4.28521,13.8034
5.432,50.5131,20.9782,7.03,5.95961,20.7677,3.196,4.3209,13.9815
5.433,45.5777,20.881,7.031,5.96967,21.1797,3.197,4.35553,14.1522
5.434,40.6128,20.7742,7.032,5.99738,21.5929,3.198,4.40924,14.3286
5.435,35.8287,20.6473,7.033,6.0539,21.965,3.199,4.45242,14.5069
5.436,31.38,20.572,7.034,6.11345,22.2783,3.2,4.52667,14.6928
5.437,27.2971,20.5206,7.035,6.17669,22.5699,3.201,4.57689,14.8716
5.438,23.5155,20.5585,7.036,6.22712,22.8508,3.202,4.61245,15.0281
5.439,20.0244,20.6874,7.037,6.31047,23.1333,3.203,4.63858,15.1717
5.44,16.8129,20.8763,7.038,6.39708,23.3937,3.204,4.67171,15.3161
5.441,13.958,21.1512,7.039,6.49173,23.6473,3.205,4.69762,15.4641
5.442,11.3831,21.494,7.04,6.5819,23.8914,3.206,4.74423,15.6169
5.443,9.16212,21.9446,7.041,6.67606,24.1279,3.207,4.78488,15.7722
5.444,7.29468,22.4446,7.042,6.77817,24.3475,3.208,4.81967,15.93
5.445,5.81542,22.9314,7.043,6.87558,24.6034,3.209,4.84756,16.0856
5.446,4.6985,23.4024,7.044,6.96405,24.8747,3.21,4.8978,16.2474
5.447,3.91858,23.7479,7.045,7.05189,25.1573,3.211,4.92533,16.4162
5.448,3.39981,24.0404,7.046,7.12647,25.4266,3.212,4.98612,16.5964
5.449,3.08894,24.2819,7.047,7.1655,25.6905,3.213,5.03883,16.7788
5.45,2.91483,24.5002,7.048,7.17725,25.9489,3.214,5.09013,16.9619
5.451,2.85651,24.7086,7.049,7.20822,26.24,3.215,5.12411,17.1477
5.452,2.8433,24.9258,7.05,7.21093,26.5551,3.216,5.15938,17.3301
5.453,2.86249,25.1418,7.051,7.23393,26.8177,3.217,5.18645,17.5079
5.454,2.87909,25.4358,7.052,7.26079,27.0306,3.218,5.22367,17.6923
5.455,2.91126,25.8084,7.053,7.26902,27.2633,3.219,5.26092,17.8804
5.456,2.94766,26.245,7.054,7.28962,27.4876,3.22,5.29828,18.0674
5.457,2.99416,26.7363,7.055,7.34646,27.7177,3.221,5.32793,18.2598
5.458,3.05745,27.2678,7.056,7.37913,27.9478,3.222,5.34546,18.4631
5.459,3.14833,27.9222,7.057,7.41766,28.1629,3.223,5.35955,18.6639
5.46,3.22793,28.6216,7.058,7.45183,28.3634,3.224,5.38947,18.87
5.461,3.34273,29.3612,7.059,7.4819,28.5616,3.225,5.39696,19.0704
5.462,3.47293,30.0853,7.06,7.52267,28.7643,3.226,5.42047,19.2593
5.463,3.6136,30.6546,7.061,7.5771,29.024,3.227,5.41169,19.4407
5.464,3.72923,31.1704,7.062,7.60125,29.3001,3.228,5.41062,19.6214
5.465,3.8251,31.6069,7.063,7.63169,29.556,3.229,5.41757,19.7913
5.466,3.95157,31.9966,7.064,7.63393,29.8003,3.23,5.43847,19.9393
5.467,4.06675,32.3516,7.065,7.65313,29.9959,3.231,5.44164,20.0666
5.468,4.17893,32.6631,7.066,7.64815,30.1587,3.232,5.43989,20.1573
5.469,4.29829,32.9701,7.067,7.66251,30.3595,3.233,5.43421,20.2317
5.47,4.41197,33.3002,7.068,7.63951,30.5921,3.234,5.46471,20.2941
5.471,4.54375,33.6394,7.069,7.6315,30.849,3.235,5.49226,20.3432
5.472,4.64329,34.0188,7.07,7.6235,31.1183,3.236,5.55986,20.3778
5.473,4.74913,34.4212,7.071,7.60971,31.3888,3.237,5.64065,20.4123
5.474,4.8519,34.854,7.072,7.62852,31.6592,3.238,5.79342,20.4502
5.475,4.96627,35.3918,7.073,7.71435,31.8551,3.239,5.98095,20.4878
5.476,5.04162,35.913,7.074,7.89077,32.0378,3.24,6.29739,20.533
5.477,5.12167,36.45,7.075,8.26288,32.3903,3.241,6.78288,20.5824
5.478,5.20905,36.9448,7.076,8.99074,32.8385,3.242,7.49556,20.6555
5.479,5.30633,37.327,7.077,10.7007,33.2814,3.243,8.51351,20.7422
5.48,5.36784,37.6431,7.078,14.5753,33.7273,3.244,10.0081,20.8455
5.481,5.41524,37.7635,7.079,19.216,34.2565,3.245,12.0686,20.9391
5.482,5.47853,37.8122,7.08,24.7368,34.8282,3.246,14.611,21.0323
5.483,5.54074,37.8207,7.081,31.3179,35.4306,3.247,17.625,21.1094
5.484,5.60443,37.7296,7.082,38.5731,36.0454,3.248,21.0436,21.1781
5.485,5.65216,37.5776,7.083,46.3716,36.642,3.249,24.7521,21.2315
5.486,5.68253,37.3946,7.084,54.5674,37.1906,3.25,28.7302,21.2796
5.487,5.70022,37.1939,7.085,63.2838,37.7034,3.251,32.9652,21.3028
5.488,5.7281,37.0775,7.086,72.503,38.183,3.252,37.3993,21.3057
5.489,5.74662,36.9782,7.087,81.9821,38.6252,3.253,41.9558,21.2788
5.49,5.75283,36.9443,7.088,90.9005,39.0134,3.254,46.4763,21.2196
5.491,5.75694,36.9915,7.089,97.6575,39.3657,3.255,50.6887,21.1309
5.492,5.7703,37.0597,7.09,101.567,39.6286,3.256,54.4507,21.0379
5.493,5.78203,37.1736,7.091,103.578,39.7961,3.257,57.8077,20.9325
5.494,5.78558,37.2807,7.092,104.421,39.9197,3.258,60.7843,20.819
5.495,5.83754,37.3757,7.093,104.869,40.0396,3.259,63.3781,20.6747
5.496,5.91526,37.4189,7.094,105.403,40.1028,3.26,65.6821,20.5059
5.497,6.05371,37.2927,7.095,106.257,40.0959,3.261,67.7317,20.3113
5.498,6.32772,37.1687,7.096,107.361,39.9889,3.262,69.6112,20.1026
5.499,6.79573,37.0199,7.097,108.514,39.799,3.263,71.3614,19.8679
5.5,7.58218,36.8137,7.098,109.556,39.5217,3.264,72.9688,19.6106
5.501,8.84171,36.6443,7.099,110.406,39.1616,3.265,74.4201,19.3129
5.502,10.9521,36.4308,7.1,111.057,38.7126,3.266,75.7,18.9925
5.503,15.0274,36.2367,7.101,111.583,38.1869,3.267,76.8692,18.6385
5.504,20.7205,36.1837,7.102,111.961,37.553,3.268,77.8826,18.259
5.505,27.097,36.2305,7.103,112.233,36.8054,3.269,78.7233,17.8424
5.506,33.8751,36.3938,7.104,112.403,35.9711,3.27,79.4142,17.3993
5.507,40.7055,36.6498,7.105,112.516,35.0622,3.271,79.9797,16.9373
5.508,47.3349,36.9724,7.106,112.563,34.1447,3.272,80.4464,16.4575
5.509,53.7005,37.4091,7.107,112.575,33.264,3.273,80.7863,15.9872
5.51,59.7177,37.8074,7.108,112.571,32.3566,3.274,81.0123,15.5227
5.511,65.5271,38.2284,7.109,112.639,31.4443,3.275,81.1259,15.07
5.512,71.2663,38.5556,7.11,112.768,30.5203,3.276,81.1383,14.6263
5.513,76.9124,38.7618,7.111,113.022,29.5834,3.277,81.0129,14.201
5.514,82.2533,38.8886,7.112,113.356,28.6373,3.278,80.7393,13.7909
5.515,86.5559,38.9222,7.113,113.779,27.6714,3.279,80.3049,13.4074
5.516,89.6444,38.7818,7.114,114.353,26.7953,3.28,79.7346,13.051
5.517,91.6787,38.5503,7.115,115.096,26.0396,3.281,79.0091,12.721
5.518,92.9473,38.1311,7.116,115.924,25.2552,3.282,78.141,12.4186
5.519,93.7062,37.6081,7.117,116.719,24.461,3.283,77.1262,12.1284
5.52,94.242,37.0237,7.118,117.299,23.7347,3.284,75.9764,11.859
5.521,94.6251,36.3958,7.119,117.514,23.0879,3.285,74.6843,11.6143
5.522,94.9497,35.8747,7.12,117.245,22.4404,3.286,73.207,11.4013
5.523,95.2185,35.3675,7.121,116.395,21.7787,3.287,71.5107,11.2114
5.524,95.4545,34.8476,7.122,114.836,21.1071,3.288,69.5587,11.0611
5.525,95.5938,34.3174,7.123,112.355,20.4544,3.289,67.3105,10.9318
5.526,95.6329,33.7409,7.124,107.952,19.8487,3.29,64.73,10.8233
5.527,95.5477,33.1467,7.125,99.0879,19.2862,3.291,61.7912,10.7311
5.528,95.3114,32.4612,7.126,88.0143,18.7531,3.292,58.4103,10.6618
5.529,94.9513,31.6989,7.127,77.661,18.2441,3.293,54.4196,10.6156
5.53,94.4732,30.8922,7.128,68.0531,17.7835,3.294,49.8192,10.5963
5.531,93.8662,29.9976,7.129,59.002,17.3467,3.295,44.8259,10.6142
5.532,93.1716,29.0396,7.13,50.8561,16.9544,3.296,39.9248,10.6616
5.533,92.3431,28.0465,7.131,43.6055,16.6104,3.297,35.4113,10.7204
5.534,91.4145,27.0012,7.132,37.1233,16.3158,3.298,31.2466,10.8035
5.535,90.379,25.951,7.133,31.3904,16.0959,3.299,27.4257,10.9003
5.536,89.2427,24.8962,7.134,26.3507,15.9125,3.3,23.9698,11.0074
5.537,87.9752,23.9023,7.135,21.9733,15.7681,3.301,20.876,11.1351
5.538,86.6162,23.1379,7.136,18.2405,15.6673,3.302,18.1562,11.2867
5.539,85.1859,22.5055,7.137,15.0939,15.5977,3.303,15.7557,11.4534
5.54,83.6983,22.0609,7.138,12.5249,15.5553,3.304,13.4559,11.6439
5.541,82.1458,21.7467,7.139,10.5902,15.5592,3.305,11.4232,11.849
5.542,80.4578,21.5073,7.14,9.23625,15.6023,3.306,9.71674,12.0622
5.543,78.504,21.3861,7.141,8.33467,15.68,3.307,8.29509,12.2785
5.544,76.0378,21.3157,7.142,7.75558,15.791,3.308,7.10683,12.5037
5.545,71.9395,21.3306,7.143,7.36365,15.9488,3.309,6.15917,12.7325
5.546,65.6216,21.3152,7.144,7.05224,16.1496,3.31,5.42936,12.9665
5.547,59.6481,21.2809,7.145,6.78952,16.3794,3.311,4.9091,13.1892
5.548,54.4957,21.2367,7.146,6.56091,16.6474,3.312,4.55075,13.3944
5.549,49.4718,21.1868,7.147,6.42452,16.9289,3.313,4.31639,13.6066
5.55,44.4277,21.0851,7.148,6.30716,17.2356,3.314,4.16295,13.8285
5.551,39.4397,20.9943,7.149,6.20479,17.6433,3.315,4.09469,14.0472
5.552,34.8284,20.839,7.15,6.1245,18.0312,3.316,4.08235,14.2564
5.553,30.5302,20.7155,7.151,6.02643,18.3204,3.317,4.10548,14.463
5.554,26.4879,20.6592,7.152,5.96613,18.5897,3.318,4.11964,14.6594
5.555,22.753,20.6471,7.153,5.90024,18.8487,3.319,4.18193,14.8589
5.556,19.3861,20.7452,7.154,5.84774,19.1402,3.32,4.24493,15.051
5.557,16.3095,20.9205,7.155,5.82001,19.4555,3.321,4.29158,15.2499
5.558,13.592,21.1795,7.156,5.80314,19.7854,3.322,4.32744,15.4508
5.559,11.1756,21.5304,7.157,5.81584,20.1268,3.323,4.37431,15.6538
5.56,9.15852,21.9342,7.158,5.84014,20.4591,3.324,4.41427,15.8485
5.561,7.52763,22.3939,7.159,5.88015,20.7859,3.325,4.47015,16.0466
5.562,6.24065,22.7881,7.16,5.94397,21.0955,3.326,4.50478,16.2352
5.563,5.25489,23.1361,7.161,6.01228,21.3721,3.327,4.56349,16.4313
5.564,4.60261,23.4127,7.162,6.09027,21.6524,3.328,4.59899,16.6277
5.565,4.14306,23.6386,7.163,6.16258,21.9232,3.329,4.6177,16.8147
5.566,3.86083,23.8607,7.164,6.25077,22.1729,3.33,4.64793,16.9943
5.567,3.69337,24.0904,7.165,6.31603,22.4114,3.331,4.68582,17.1704
5.568,3.61778,24.3421,7.166,6.40832,22.627,3.332,4.73746,17.3317
5.569,3.56162,24.6496,7.167,6.49736,22.7824,3.333,4.79099,17.4986
5.57,3.54398,24.9546,7.168,6.60303,22.9437,3.334,4.82281,17.6631
5.571,3.50996,25.2848,7.169,6.69329,23.1229,3.335,4.85441,17.8294
5.572,3.5169,25.7328,7.17,6.79676,23.3394,3.336,4.88524,17.9897
5.573,3.53235,26.2438,7.171,6.90568,23.5427,3.337,4.92631,18.1598
5.574,3.57371,26.8438,7.172,6.98467,23.7743,3.338,4.95744,18.3283
5.575,3.63872,27.4963,7.173,7.04451,24.0073,3.339,5.01503,18.4911
5.576,3.73819,28.2266,7.174,7.0727,24.2372,3.34,5.0593,18.6478
5.577,3.84339,29.0008,7.175,7.09888,24.4539,3.341,5.10775,18.8266
5.578,3.96602,29.7624,7.176,7.11283,24.682,3.342,5.12971,19.0127
5.579,4.07936,30.5024,7.177,7.11071,24.9297,3.343,5.20066,19.1946
5.58,4.18842,31.0957,7.178,7.11776,25.1982,3.344,5.22494,19.3647
5.581,4.27893,31.5886,7.179,7.13707,25.4486,3.345,5.26787,19.5358
5.582,4.39579,32.0187,7.18,7.1716,25.6942,3.346,5.28638,19.7099
5.583,4.50953,32.3935,7.181,7.19456,25.9235,3.347,5.31938,19.8954
