Time A1,Pressure A1,Volume A1,Time A2,Pressure A2,Volume A2,Time A3,Pressure A3,Volume A3
3.761,38.9398,38.2303,5.359,114.622,22.2782,1.525,75.7542,11.3253
3.762,45.4664,38.5875,5.36,113.601,21.5927,1.526,74.4765,11.0635
3.763,51.6648,38.8707,5.361,111.845,20.8882,1.527,73.0247,10.8622
3.764,57.6094,39.024,5.362,108.856,20.2158,1.528,71.3616,10.6904
3.765,63.3337,39.118,5.363,103.053,19.5951,1.529,69.4796,10.5466
3.766,68.9194,39.1479,5.364,92.7861,19.0201,1.53,67.2704,10.4127
3.767,74.4362,39.0504,5.365,82.1287,18.4719,1.531,64.7592,10.2937
3.768,79.6555,38.8901,5.366,72.5151,17.9787,1.532,61.8867,10.2064
3.769,83.9998,38.5614,5.367,63.6115,17.5349,1.533,58.623,10.1438
3.77,87.1099,38.136,5.368,55.1654,17.1583,1.534,54.8068,10.1095
3.771,89.1344,37.6658,5.369,47.3962,16.831,1.535,50.3915,10.1033
3.772,90.3207,37.1621,5.37,40.5484,16.549,1.536,45.4961,10.1166
3.773,90.9577,36.7459,5.371,34.4849,16.3078,1.537,40.6077,10.1518
3.774,91.3301,36.38,5.372,29.1433,16.1303,1.538,36.085,10.2022
3.775,91.5839,36.0073,5.373,24.495,16.0051,1.539,31.9248,10.2536
3.776,91.7695,35.6458,5.374,20.4315,15.9213,1.54,28.0952,10.3325
3.777,91.8781,35.2256,5.375,16.9745,15.8636,1.541,24.598,10.4607
3.778,91.9432,34.7947,5.376,14.0807,15.846,1.542,21.4798,10.6046
3.779,91.923,34.2767,5.377,11.7969,15.8415,1.543,18.702,10.759
3.78,91.77,33.6755,5.378,10.1689,15.8817,1.544,16.2567,10.9285
3.781,91.5107,33.0236,5.379,9.0475,15.9879,1.545,13.9458,11.103
3.782,91.1094,32.2726,5.38,8.2987,16.141,1.546,11.8383,11.2821
3.783,90.6009,31.4344,5.381,7.81838,16.3015,1.547,10.0871,11.4717
3.784,89.9661,30.5122,5.382,7.44874,16.4947,1.548,8.63391,11.657
3.785,89.193,29.4477,5.383,7.16053,16.7375,1.549,7.42937,11.8309
3.786,88.2997,28.3244,5.384,6.86819,17.0171,1.55,6.44072,12.0164
3.787,87.2986,27.1523,5.385,6.7094,17.3058,1.551,5.69759,12.2133
3.788,86.1921,25.9799,5.386,6.56212,17.6138,1.552,5.14409,12.4109
3.789,85.0215,25.0302,5.387,6.43402,17.9479,1.553,4.7674,12.6063
3.79,83.7967,24.1924,5.388,6.33813,18.2871,1.554,4.52337,12.8049
3.791,82.5079,23.5084,5.389,6.23575,18.5896,1.555,4.36327,13.0023
3.792,81.1588,22.9426,5.39,6.14928,18.8923,1.556,4.282,13.2065
3.793,79.7739,22.4605,5.391,6.06151,19.1808,1.557,4.25206,13.407
3.794,78.3314,22.1053,5.392,5.99257,19.4837,1.558,4.26351,13.615
3.795,76.844,21.817,5.393,5.96297,19.8023,1.559,4.29485,13.8335
3.796,75.1816,21.6242,5.394,5.93505,20.1378,1.56,4.34525,14.0588
3.797,73.2598,21.4298,5.395,5.93685,20.4684,1.561,4.39484,14.2777
3.798,70.7092,21.2197,5.396,5.92608,20.8122,1.562,4.44866,14.5031
3.799,66.3107,21.0332,5.397,5.97389,21.1863,1.563,4.48173,14.7271
3.8,59.8046,20.8746,5.398,6.04338,21.5672,1.564,4.51648,14.9458
3.801,53.9837,20.6657,5.399,6.11757,21.9346,1.565,4.53332,15.1405
3.802,48.927,20.4811,5.4,6.18973,22.2875,1.566,4.57498,15.35
3.803,43.9793,20.2653,5.401,6.27647,22.6399,1.567,4.61849,15.5716
3.804,39.0025,20.0901,5.402,6.3548,22.9958,1.568,4.65472,15.7803
3.805,34.1299,20.0346,5.403,6.4457,23.3361,1.569,4.69163,15.972
3.806,29.5713,20.0603,5.404,6.53769,23.6539,1.57,4.76732,16.1546
3.807,25.409,20.1695,5.405,6.65122,23.9235,1.571,4.81585,16.319
3.808,21.5802,20.3191,5.406,6.75191,24.183,1.572,4.86664,16.4722
3.809,18.0755,20.535,5.407,6.84203,24.4404,1.573,4.90532,16.605
3.81,14.8829,20.8466,5.408,6.94585,24.7052,1.574,4.95286,16.7468
3.811,12.0635,21.2173,5.409,7.03731,24.9648,1.575,4.98687,16.8892
3.812,9.56286,21.6827,5.41,7.10109,25.2472,1.576,5.00904,17.0381
3.813,7.44097,22.1185,5.411,7.16445,25.5172,1.577,5.03763,17.1827
3.814,5.66349,22.5108,5.412,7.20152,25.7923,1.578,5.08656,17.3261
3.815,4.23716,22.8524,5.413,7.22861,26.0595,1.579,5.10987,17.4648
3.816,3.13968,23.1451,5.414,7.22742,26.3313,1.58,5.14677,17.6175
3.817,2.38275,23.4243,5.415,7.25772,26.591,1.581,5.19458,17.7493
3.818,1.90334,23.7073,5.416,7.25617,26.8559,1.582,5.23961,17.867
3.819,1.62146,23.9612,5.417,7.27142,27.1395,1.583,5.2823,17.9812
3.82,1.50484,24.2316,5.418,7.30642,27.4461,1.584,5.33453,18.103
3.821,1.48987,24.531,5.419,7.34488,27.7538,1.585,5.37729,18.2261
3.822,1.54473,24.8675,5.42,7.36694,28.0351,1.586,5.41085,18.3658
3.823,1.6171,25.2966,5.421,7.40253,28.282,1.587,5.44232,18.5054
3.824,1.70723,25.7732,5.422,7.44171,28.5497,1.588,5.48011,18.6582
3.825,1.79532,26.3376,5.423,7.4836,28.8674,1.589,5.50338,18.8275
3.826,1.86154,26.9441,5.424,7.50854,29.1577,1.59,5.52461,19.0152
3.827,1.93861,27.6284,5.425,7.56137,29.3799,1.591,5.558,19.205
3.828,2.00843,28.3924,5.426,7.6032,29.583,1.592,5.57775,19.4042
3.829,2.10578,29.142,5.427,7.62426,29.7253,1.593,5.58209,19.6157
3.83,2.19685,29.8736,5.428,7.64509,29.8445,1.594,5.60922,19.823
3.831,2.32272,30.4955,5.429,7.66007,29.9324,1.595,5.60321,20.0221
3.832,2.45659,30.9947,5.43,7.68564,30.0415,1.596,5.62177,20.2086
3.833,2.63006,31.4654,5.431,7.68152,30.1306,1.597,5.60739,20.3801
3.834,2.79078,31.8973,5.432,7.6822,30.2557,1.598,5.61387,20.5244
3.835,2.9536,32.3181,5.433,7.67133,30.3811,1.599,5.61731,20.629
3.836,3.13007,32.7417,5.434,7.65662,30.5282,1.6,5.6345,20.6907
3.837,3.30769,33.1257,5.435,7.64916,30.6414,1.601,5.64195,20.7168
3.838,3.44804,33.515,5.436,7.66462,30.7993,1.602,5.66852,20.7365
3.839,3.60149,33.9686,5.437,7.71446,30.921,1.603,5.72644,20.7449
3.84,3.73767,34.4313,5.438,7.83669,31.1074,1.604,5.80831,20.7439
3.841,3.89902,34.9333,5.439,8.06942,31.4097,1.605,5.92502,20.7379
3.842,4.03345,35.432,5.44,8.5766,31.8103,1.606,6.11215,20.7629
3.843,4.16967,35.9775,5.441,9.57569,32.3311,1.607,6.38537,20.7962
3.844,4.27554,36.5396,5.442,12.146,32.8873,1.608,6.81256,20.8068
3.845,4.39609,37.0746,5.443,16.7252,33.5144,1.609,7.44444,20.8013
3.846,4.50388,37.5623,5.444,21.6404,34.1673,1.61,8.37508,20.8195
3.847,4.61609,37.8748,5.445,27.6693,34.8706,1.611,9.71651,20.8626
3.848,4.69471,38.0606,5.446,34.5674,35.5881,1.612,11.6514,20.9076
3.849,4.77289,38.1854,5.447,42.0198,36.3194,1.613,14.0608,20.9499
3.85,4.83215,38.221,5.448,49.9394,37.007,1.614,16.9669,21.0033
3.851,4.89928,38.2139,5.449,58.3053,37.6716,1.615,20.2728,21.0531
3.852,4.9333,38.1481,5.45,67.2201,38.262,1.616,23.9173,21.0823
3.853,4.97275,38.0118,5.451,76.5169,38.7668,1.617,27.8076,21.0905
3.854,5.01702,37.8832,5.452,85.7087,39.2225,1.618,31.9957,21.0738
3.855,5.04302,37.832,5.453,93.6743,39.617,1.619,36.3753,21.0326
3.856,5.05178,37.8321,5.454,99.0152,39.9692,1.62,40.9268,20.9742
3.857,5.07493,37.8495,5.455,101.781,40.297,1.621,45.4511,20.9093
3.858,5.09941,37.852,5.456,103.088,40.5873,1.622,49.7518,20.8603
3.859,5.13994,37.9657,5.457,103.642,40.8595,1.623,53.5893,20.8031
3.86,5.15438,38.1292,5.458,104.098,41.0189,1.624,57.0487,20.73
3.861,5.18178,38.3442,5.459,104.766,41.0741,1.625,60.1106,20.64
3.862,5.21386,38.566,5.46,105.736,41.0391,1.626,62.835,20.5325
3.863,5.24591,38.6842,5.461,106.848,40.9399,1.627,65.2109,20.4081
3.864,5.26966,38.735,5.462,107.935,40.7497,1.628,67.3521,20.2663
3.865,5.32359,38.6414,5.463,108.85,40.4631,1.629,69.3068,20.093
3.866,5.4098,38.4796,5.464,109.582,39.9934,1.63,71.1234,19.8878
3.867,5.54066,38.3378,5.465,110.148,39.3915,1.631,72.8058,19.6584
3.868,5.78192,38.1579,5.466,110.586,38.6952,1.632,74.3442,19.3907
3.869,6.20052,37.9489,5.467,110.861,37.9073,1.633,75.7165,19.0734
3.87,6.89647,37.748,5.468,111.047,37.0584,1.634,76.9757,18.7038
3.871,8.03106,37.631,5.469,111.149,36.1268,1.635,78.0392,18.2966
3.872,9.87154,37.6364,5.47,111.19,35.1306,1.636,79.0121,17.8477
3.873,13.4123,37.711,5.471,111.183,34.0803,1.637,79.8153,17.3626
3.874,18.664,37.8208,5.472,111.141,33.004,1.638,80.4884,16.8411
3.875,24.6811,38.0626,5.473,111.064,31.8983,1.639,81.0143,16.307
3.876,31.178,38.3298,5.474,111.091,30.7848,1.64,81.4529,15.7727
3.877,37.9732,38.6807,5.475,111.196,29.6749,1.641,81.7644,15.2438
3.878,44.6892,39.0359,5.476,111.403,28.6199,1.642,81.9849,14.7289
3.879,51.1322,39.3753,5.477,111.688,27.5967,1.643,82.0672,14.2208
3.88,57.2928,39.6565,5.478,112.047,26.7299,1.644,82.0387,13.7274
3.881,63.2719,39.7872,5.479,112.533,25.9342,1.645,81.8507,13.2553
3.882,69.1388,39.8138,5.48,113.197,25.1697,1.646,81.5428,12.8085
3.883,74.9192,39.7813,5.481,113.904,24.4603,1.647,81.0409,12.3794
3.884,80.2909,39.6151,5.482,114.553,23.756,1.648,80.4081,11.9664
3.885,84.6034,39.354,5.483,114.916,23.0971,1.649,79.6265,11.5972
3.886,87.6289,38.9646,5.484,114.843,22.4379,1.65,78.7034,11.2769
3.887,89.6086,38.4846,5.485,114.181,21.8207,1.651,77.6714,10.9785
3.888,90.7478,38.0049,5.486,112.851,21.1883,1.652,76.4558,10.6907
3.889,91.4254,37.5009,5.487,110.598,20.5837,1.653,75.0774,10.4389
3.89,91.8891,36.9991,5.488,106.641,19.9834,1.654,73.5072,10.2283
3.891,92.2144,36.5423,5.489,98.5448,19.4198,1.655,71.7035,10.0494
3.892,92.4863,36.0628,5.49,87.6728,18.8503,1.656,69.6468,9.89484
3.893,92.729,35.5985,5.491,77.4783,18.3195,1.657,67.23,9.77572
3.894,92.882,35.0857,5.492,68.2325,17.844,1.658,64.4762,9.69124
3.895,92.9654,34.5489,5.493,59.4958,17.4235,1.659,61.3456,9.64377
3.896,92.8958,33.9147,5.494,51.3065,17.0629,1.66,57.7614,9.62315
3.897,92.7071,33.1373,5.495,43.9664,16.7546,1.661,53.578,9.62715
3.898,92.3755,32.3497,5.496,37.5195,16.4814,1.662,48.8485,9.65032
3.899,91.8805,31.5192,5.497,31.807,16.2596,1.663,43.7942,9.6913
3.9,91.253,30.5791,5.498,26.8213,16.0493,1.664,38.971,9.73684
3.901,90.5408,29.552,5.499,22.4404,15.9064,1.665,34.5385,9.79724
3.902,89.701,28.4276,5.5,18.6766,15.8194,1.666,30.476,9.86989
3.903,88.7754,27.2423,5.501,15.487,15.7807,1.667,26.7417,9.95867
3.904,87.7323,26.108,5.502,12.9185,15.7655,1.668,23.4157,10.0542
3.905,86.588,25.0181,5.503,10.9577,15.8014,1.669,20.4332,10.1662
3.906,85.3528,24.1179,5.504,9.6174,15.8596,1.67,17.8256,10.2813
3.907,84.0518,23.3887,5.505,8.67862,15.9618,1.671,15.3457,10.4003
3.908,82.7552,22.785,5.506,8.06503,16.1153,1.672,13.0626,10.5112
3.909,81.3959,22.3307,5.507,7.61391,16.3256,1.673,11.1313,10.6426
3.91,79.989,21.9548,5.508,7.26231,16.5662,1.674,9.53087,10.8043
3.911,78.5509,21.6929,5.509,6.97592,16.8507,1.675,8.15113,10.98
3.912,77.0346,21.3981,5.51,6.75095,17.1587,1.676,7.00578,11.1482
3.913,75.3054,21.089,5.511,6.5899,17.4888,1.677,6.10349,11.3238
3.914,73.1359,20.8781,5.512,6.4632,17.8284,1.678,5.44476,11.5216
3.915,69.7954,20.707,5.513,6.35025,18.1863,1.679,4.95221,11.7268
3.916,63.956,20.5469,5.514,6.25581,18.5432,1.68,4.63175,11.9243
3.917,57.4989,20.4119,5.515,6.13494,18.9065,1.681,4.40196,12.1205
3.918,52.1306,20.2342,5.516,6.0667,19.2447,1.682,4.25839,12.3157
3.919,47.0802,20.0694,5.517,5.99597,19.5855,1.683,4.16395,12.5161
3.92,42.0529,19.9021,5.518,5.95846,19.9551,1.684,4.10209,12.7135
3.921,37.0558,19.7517,5.519,5.91891,20.3437,1.685,4.09737,12.9088
3.922,32.2483,19.7367,5.52,5.91229,20.7316,1.686,4.11234,13.084
3.923,27.8409,19.7991,5.521,5.92007,21.1152,1.687,4.12621,13.2632
3.924,23.7785,19.9365,5.522,5.95163,21.511,1.688,4.15509,13.4514
3.925,20.022,20.1125,5.523,5.97335,21.915,1.689,4.18558,13.6498
3.926,16.6293,20.3315,5.524,6.02876,22.289,1.69,4.23395,13.8482
3.927,13.6341,20.6681,5.525,6.10495,22.6368,1.691,4.28194,14.0581
3.928,10.9976,21.0017,5.526,6.20219,22.9877,1.692,4.32288,14.2682
3.929,8.70166,21.365,5.527,6.27673,23.3417,1.693,4.3684,14.4838
3.93,6.75076,21.7427,5.528,6.35166,23.6597,1.694,4.4125,14.6923
3.931,5.16055,22.0392,5.529,6.43678,23.9428,1.695,4.45239,14.8991
3.932,3.92657,22.3261,5.53,6.51276,24.1996,1.696,4.47022,15.1048
3.933,3.04269,22.5959,5.531,6.6128,24.4439,1.697,4.51458,15.3079
3.934,2.44606,22.8561,5.532,6.72598,24.6913,1.698,4.56157,15.4948
3.935,2.09541,23.1304,5.533,6.83374,24.9442,1.699,4.57563,15.6738
3.936,1.901,23.3862,5.534,6.9124,25.2294,1.7,4.62323,15.8375
3.937,1.81865,23.6484,5.535,7.00434,25.5337,1.701,4.66447,16.0019
3.938,1.83829,23.9754,5.536,7.08841,25.8355,1.702,4.70088,16.1558
3.939,1.87853,24.3344,5.537,7.14854,26.1279,1.703,4.74008,16.309
3.94,1.93136,24.7897,5.538,7.18074,26.4055,1.704,4.79946,16.4415
3.941,1.98942,25.2986,5.539,7.21276,26.6664,1.705,4.84057,16.5872
3.942,2.03575,25.8857,5.54,7.23597,26.9071,1.706,4.87114,16.7359
3.943,2.10456,26.564,5.541,7.24142,27.1511,1.707,4.91489,16.8989
3.944,2.15729,27.2771,5.542,7.25795,27.4291,1.708,4.96935,17.0799
3.945,2.22497,28.0604,5.543,7.27204,27.717,1.709,5.02677,17.2699
3.946,2.34214,28.817,5.544,7.29786,27.9694,1.71,5.06078,17.4518
3.947,2.4412,29.4968,5.545,7.32288,28.2151,1.711,5.09572,17.654
3.948,2.57213,30.1039,5.546,7.36469,28.4508,1.712,5.13823,17.8732
3.949,2.74104,30.5572,5.547,7.38018,28.6812,1.713,5.15674,18.1142
3.95,2.89748,30.986,5.548,7.43589,28.942,1.714,5.19354,18.364
3.951,3.05857,31.4148,5.549,7.47836,29.2196,1.715,5.21977,18.6086
3.952,3.20218,31.7957,5.55,7.51551,29.4969,1.716,5.25115,18.8508
3.953,3.33116,32.1441,5.551,7.5463,29.7823,1.717,5.27088,19.1082
3.954,3.48204,32.4968,5.552,7.60013,30.0627,1.718,5.28518,19.3689
3.955,3.61734,32.8581,5.553,7.62562,30.3386,1.719,5.30642,19.6111
3.956,3.74802,33.2742,5.554,7.64127,30.5887,1.72,5.32445,19.8482
3.957,3.8923,33.698,5.555,7.66323,30.8301,1.721,5.32722,20.0731
3.958,4.04056,34.1608,5.556,7.67235,31.0462,1.722,5.33583,20.2761
3.959,4.16438,34.6474,5.557,7.67127,31.2724,1.723,5.3614,20.4529
3.96,4.31097,35.1294,5.558,7.65772,31.5002,1.724,5.36579,20.5979
3.961,4.43504,35.6362,5.559,7.64949,31.7297,1.725,5.36381,20.7237
3.962,4.55221,36.0957,5.56,7.64979,31.9183,1.726,5.36395,20.8274
3.963,4.65839,36.5071,5.561,7.63371,32.1311,1.727,5.36761,20.9299
3.964,4.77458,36.8056,5.562,7.65877,32.4003,1.728,5.38292,21.0121
3.965,4.86114,36.9197,5.563,7.69462,32.6867,1.729,5.43994,21.0728
3.966,4.96707,37.0415,5.564,7.80842,32.8962,1.73,5.51509,21.1092
3.967,5.04156,37.1112,5.565,8.06381,33.1411,1.731,5.62438,21.1319
3.968,5.15443,37.1062,5.566,8.58344,33.4679,1.732,5.78224,21.131
3.969,5.22222,37.0629,5.567,9.64145,33.8372,1.733,6.03539,21.1327
3.97,5.30908,36.9529,5.568,12.3335,34.3083,1.734,6.42511,21.1366
3.971,5.37781,36.8234,5.569,16.9053,34.8572,1.735,6.98139,21.1519
3.972,5.44038,36.8007,5.57,21.8541,35.4975,1.736,7.80656,21.174
3.973,5.4802,36.8072,5.571,27.9499,36.1682,1.737,9.00477,21.1864
3.974,5.558,36.8829,5.572,34.9188,36.8944,1.738,10.7267,21.1941
3.975,5.57396,36.9823,5.573,42.4524,37.6027,1.739,12.9842,21.2087
3.976,5.62989,37.139,5.574,50.4626,38.2981,1.74,15.6803,21.2372
3.977,5.66842,37.3573,5.575,58.9446,38.9117,1.741,18.8353,21.2583
3.978,5.72075,37.5978,5.576,67.9342,39.4492,1.742,22.3394,21.2706
3.979,5.74737,37.8659,5.577,77.3615,39.9203,1.743,26.1439,21.2722
3.98,5.81032,38.0168,5.578,86.6525,40.3514,1.744,30.0835,21.269
3.981,5.88887,38.0292,5.579,94.5039,40.717,1.745,34.2782,21.2708
3.982,5.97854,37.9704,5.58,99.5138,41.012,1.746,38.6709,21.2713
3.983,6.12163,37.8142,5.581,102.169,41.2299,1.747,43.1626,21.2574
3.984,6.38305,37.6292,5.582,103.388,41.3855,1.748,47.4895,21.2244
3.985,6.81162,37.4304,5.583,103.899,41.4321,1.749,51.4475,21.153
3.986,7.47346,37.1888,5.584,104.344,41.4233,1.75,54.9393,21.0621
3.987,8.53401,36.9858,5.585,105.05,41.3488,1.751,58.0807,20.9573
3.988,10.3174,36.8297,5.586,106.076,41.1794,1.752,60.845,20.8331
3.989,13.745,36.7386,5.587,107.222,40.9432,1.753,63.2535,20.672
3.99,19.2461,36.8519,5.588,108.304,40.6821,1.754,65.386,20.4842
3.991,25.2286,37.0414,5.589,109.203,40.2984,1.755,67.3376,20.2663
3.992,31.6611,37.3064,5.59,109.926,39.7955,1.756,69.1185,20.0248
3.993,38.4044,37.638,5.591,110.492,39.1759,1.757,70.7815,19.752
3.994,45.221,38.0226,5.592,110.917,38.4556,1.758,72.3222,19.4539
3.995,51.7048,38.4255,5.593,111.242,37.6416,1.759,73.7336,19.1288
3.996,57.7871,38.7494,5.594,111.422,36.7395,1.76,74.9619,18.7807
3.997,63.5045,39.0075,5.595,111.517,35.778,1.761,76.0528,18.3857
3.998,69.0496,39.1516,5.596,111.538,34.7714,1.762,76.9908,17.9619
3.999,74.6067,39.1771,5.597,111.526,33.7367,1.763,77.8013,17.5136
4,80.0705,39.1307,5.598,111.49,32.6973,1.764,78.4592,17.0476
4.001,84.8425,38.9969,5.599,111.461,31.6411,1.765,79.0129,16.5654
4.002,88.3885,38.7241,5.6,111.5,30.5812,1.766,79.4328,16.0656
4.003,90.8844,38.3544,5.601,111.649,29.5526,1.767,79.7626,15.5594
4.004,92.4195,37.8633,5.602,111.903,28.5353,1.768,79.9688,15.0529
4.005,93.1444,37.3557,5.603,112.228,27.5016,1.769,80.0767,14.5509
4.006,93.4746,36.9132,5.604,112.653,26.4706,1.77,80.0301,14.0544
4.007,93.6087,36.4422,5.605,113.247,25.5676,1.771,79.8283,13.5809
4.008,93.6733,35.9911,5.606,113.965,24.7578,1.772,79.4625,13.1352
4.009,93.6058,35.5111,5.607,114.753,24.0168,1.773,78.9729,12.7363
4.01,93.4855,35.0059,5.608,115.421,23.355,1.774,78.3237,12.3742
4.011,93.3632,34.4735,5.609,115.805,22.6896,1.775,77.5672,12.0428
4.012,93.2039,33.8896,5.61,115.743,22.0606,1.776,76.6578,11.7443
4.013,92.9533,33.2519,5.611,115.1,21.4379,1.777,75.6077,11.4747
4.014,92.6236,32.4965,5.612,113.806,20.8599,1.778,74.4215,11.2471
4.015,92.1871,31.6614,5.613,111.639,20.2765,1.779,73.0758,11.0576
4.016,91.6251,30.7596,5.614,107.923,19.7308,1.78,71.5337,10.905
4.017,90.9004,29.7779,5.615,100.361,19.1947,1.781,69.7785,10.7591
4.018,90.0654,28.7199,5.616,89.5197,18.6873,1.782,67.7133,10.6416
4.019,89.0566,27.598,5.617,79.173,18.208,1.783,65.3723,10.5505
4.02,87.9114,26.3801,5.618,69.7914,17.7564,1.784,62.6942,10.492
4.021,86.6321,25.2319,5.619,60.9692,17.3239,1.785,59.6675,10.4429
4.022,85.2321,24.226,5.62,52.697,16.9382,1.786,56.1951,10.4143
4.023,83.719,23.3641,5.621,45.2364,16.6021,1.787,52.1649,10.3921
4.024,82.1211,22.703,5.622,38.6079,16.3129,1.788,47.5744,10.393
4.025,80.4526,22.1576,5.623,32.7715,16.0743,1.789,42.6876,10.4114
4.026,78.7967,21.7562,5.624,27.6241,15.8958,1.79,37.9978,10.4534
4.027,77.117,21.4375,5.625,23.1163,15.7198,1.791,33.6961,10.5007
4.028,75.3669,21.1968,5.626,19.2117,15.5799,1.792,29.7103,10.565
4.029,73.4592,21.0442,5.627,15.9274,15.5168,1.793,26.0648,10.6407
4.03,71.2204,20.9131,5.628,13.2407,15.5296,1.794,22.774,10.7383
4.031,68.0283,20.8071,5.629,11.1528,15.5383,1.795,19.8373,10.8616
4.032,62.5083,20.6851,5.63,9.67956,15.5607,1.796,17.2436,11.0117
4.033,56.0642,20.5556,5.631,8.68233,15.6374,1.797,14.9142,11.1628
4.034,50.6398,20.409,5.632,8.03035,15.7891,1.798,12.6834,11.3254
4.035,45.542,20.2535,5.633,7.60033,15.9764,1.799,10.7789,11.505
4.036,40.4913,20.076,5.634,7.27952,16.1949,1.8,9.17756,11.6995
4.037,35.4687,19.9472,5.635,6.99812,16.458,1.801,7.84091,11.8919
4.038,30.675,19.8458,5.636,6.7092,16.7664,1.802,6.73828,12.094
4.039,26.251,19.8587,5.637,6.54203,17.089,1.803,5.87661,12.305
4.04,22.2196,19.976,5.638,6.42092,17.4114,1.804,5.20703,12.5253
4.041,18.5149,20.1603,5.639,6.28947,17.7393,1.805,4.72722,12.7491
4.042,15.1815,20.4146,5.64,6.19242,18.1051,1.806,4.41492,12.9838
4.043,12.1774,20.7261,5.641,6.10352,18.4669,1.807,4.20601,13.2417
4.044,9.56741,21.1473,5.642,6.01469,18.838,1.808,4.07865,13.5091
4.045,7.31823,21.6122,5.643,5.94833,19.2055,1.809,4.03352,13.7923
4.046,5.47481,22.0666,5.644,5.88312,19.559,1.81,4.02348,14.0826
4.047,4.01039,22.5295,5.645,5.83259,19.931,1.811,4.0467,14.3348
4.048,2.94388,22.878,5.646,5.79508,20.3227,1.812,4.08137,14.5678
4.049,2.20068,23.1935,5.647,5.80841,20.7267,1.813,4.13767,14.7955
4.05,1.76506,23.4885,5.648,5.83083,21.1348,1.814,4.19192,15.0207
4.051,1.54836,23.779,5.649,5.87923,21.5195,1.815,4.21434,15.2418
4.052,1.47592,24.0884,5.65,5.94572,21.8649,1.816,4.26388,15.4635
4.053,1.5105,24.4173,5.651,6.03625,22.2098,1.817,4.31647,15.6737
4.054,1.63086,24.7458,5.652,6.10816,22.5479,1.818,4.3466,15.8795
4.055,1.73677,25.1623,5.653,6.19414,22.8761,1.819,4.39468,16.0831
4.056,1.83843,25.6633,5.654,6.27507,23.1869,1.82,4.43251,16.2832
4.057,1.9602,26.2521,5.655,6.3755,23.4663,1.821,4.48403,16.4632
4.058,2.07945,26.9085,5.656,6.47855,23.706,1.822,4.50673,16.6402
4.059,2.2145,27.618,5.657,6.58681,23.9506,1.823,4.5629,16.8093
4.06,2.34462,28.5193,5.658,6.67791,24.1941,1.824,4.59172,16.9732
4.061,2.46523,29.441,5.659,6.79338,24.4657,1.825,4.63832,17.1249
4.062,2.61341,30.3028,5.66,6.88971,24.7404,1.826,4.67309,17.2823
4.063,2.76679,31.0986,5.661,6.99024,25.0225,1.827,4.70708,17.4425
4.064,2.90742,31.7279,5.662,7.05692,25.3067,1.828,4.75551,17.61
4.065,3.0469,32.286,5.663,7.12745,25.6004,1.829,4.81214,17.7738
4.066,3.17868,32.7012,5.664,7.14138,25.8768,1.83,4.85238,17.9422
4.067,3.33484,33.064,5.665,7.15398,26.1809,1.831,4.88773,18.1142
4.068,3.48861,33.4269,5.666,7.1647,26.508,1.832,4.92574,18.3022
4.069,3.6336,33.7482,5.667,7.18174,26.8339,1.833,4.99375,18.493
4.07,3.76891,34.0561,5.668,7.19802,27.1353,1.834,5.03128,18.6968
4.071,3.88853,34.3746,5.669,7.22394,27.406,1.835,5.06653,18.907
4.072,4.00574,34.6628,5.67,7.24632,27.6561,1.836,5.11739,19.1222
4.073,4.14099,34.9861,5.671,7.27151,27.936,1.837,5.16221,19.3492
4.074,4.23075,35.3122,5.672,7.30211,28.2096,1.838,5.20509,19.5997
4.075,4.33769,35.6781,5.673,7.35133,28.4388,1.839,5.25699,19.8733
4.076,4.41429,36.1932,5.674,7.38477,28.641,1.84,5.30755,20.1541
4.077,4.50574,36.6885,5.675,7.45709,28.8628,1.841,5.34793,20.4397
4.078,4.56711,37.1299,5.676,7.49017,29.0875,1.842,5.37155,20.7343
4.079,4.62972,37.51,5.677,7.5297,29.3233,1.843,5.3996,21.0418
4.08,4.6953,37.7629,5.678,7.57746,29.5764,1.844,5.41206,21.3473
4.081,4.74832,37.9571,5.679,7.60494,29.8345,1.845,5.43049,21.6502
4.082,4.77678,37.9708,5.68,7.63605,30.0608,1.846,5.43522,21.943
4.083,4.81909,37.9679,5.681,7.65639,30.2809,1.847,5.44357,22.234
4.084,4.84813,37.969,5.682,7.63595,30.5055,1.848,5.4505,22.4865
4.085,4.88041,37.9005,5.683,7.64346,30.741,1.849,5.44402,22.6931
4.086,4.87862,37.807,5.684,7.64265,30.9963,1.85,5.46221,22.838
4.087,4.89448,37.6992,5.685,7.65077,31.2709,1.851,5.46116,22.9273
4.088,4.89172,37.5752,5.686,7.6357,31.5419,1.852,5.45611,23.0122
4.089,4.89159,37.5897,5.687,7.64058,31.7942,1.853,5.45024,23.0761
4.09,4.87475,37.6687,5.688,7.64211,32.0378,1.854,5.47002,23.1165
4.091,4.88361,37.8419,5.689,7.70565,32.2682,1.855,5.52943,23.1172
4.092,4.87537,38.1226,5.69,7.81893,32.5159,1.856,5.62752,23.0963
4.093,4.87497,38.4346,5.691,8.09963,32.8607,1.857,5.73623,23.0555
4.094,4.88992,38.8468,5.692,8.66255,33.2657,1.858,5.90184,23.0141
4.095,4.89492,39.2526,5.693,9.87813,33.7107,1.859,6.16337,22.975
4.096,4.89497,39.6434,5.694,12.9318,34.1848,1.86,6.55054,22.9256
4.097,4.90859,39.9255,5.695,17.5788,34.6954,1.861,7.12439,22.8744
